WEIGHTED DIGRAPH 178 358:
  0 -->   2 ( 28)
  1 --> 147 ( 26)
  2 --> 116 ( 22)
  3 -->  13 ( 21)
  4 -->  21 ( 27)
  4 -->  27 ( 22)
  4 -->  95 ( 26)
  4 --> 133 ( 39)
  4 --> 141 ( 28)
  4 --> 156 ( 15)
  5 --> 122 ( 25)
  6 -->  75 ( 14)
  7 -->  34 ( 21)
  7 -->  84 ( 17)
  7 --> 156 ( 41)
  8 -->  32 ( 21)
  8 -->  68 ( 26)
  8 --> 104 ( 29)
  9 -->  91 ( 31)
 10 -->  49 ( 40)
 11 -->  41 ( 22)
 12 -->  22 ( 32)
 12 -->  26 ( 35)
 12 -->  33 ( 32)
 12 -->  88 ( 15)
 12 --> 111 ( 31)
 12 --> 114 ( 40)
 13 --> 154 ( 18)
 14 -->  67 ( 17)
 15 -->   0 ( 25)
 16 --> 145 ( 32)
 17 -->  45 ( 36)
 18 -->  86 ( 17)
 19 --> 102 ( 36)
 19 --> 132 ( 17)
 19 --> 151 ( 26)
 19 --> 165 ( 37)
 20 --> 118 ( 26)
 21 -->  64 ( 28)
 21 --> 105 ( 32)
 21 --> 113 ( 22)
 21 --> 153 ( 14)
 22 -->  31 ( 30)
 23 -->  72 ( 27)
 24 --> 166 ( 27)
 25 -->  96 ( 17)
 26 -->   8 ( 16)
 26 -->  33 ( 14)
 26 -->  67 ( 18)
 26 -->  95 ( 11)
 26 --> 165 ( 21)
 26 --> 170 ( 25)
 27 --> 104 ( 25)
 27 --> 106 ( 17)
 27 --> 164 ( 27)
 28 -->  12 ( 31)
 28 --> 102 ( 22)
 28 --> 141 ( 30)
 29 -->  95 ( 23)
 30 --> 167 ( 22)
 31 -->  80 ( 40)
 32 -->  26 ( 24)
 32 -->  29 ( 29)
 32 -->  67 ( 20)
 32 -->  73 ( 28)
 32 -->  84 ( 35)
 32 -->  88 ( 35)
 32 --> 133 ( 29)
 32 --> 137 ( 15)
 33 -->  56 ( 39)
 34 -->   4 ( 34)
 34 -->  67 ( 28)
 34 --> 111 ( 28)
 34 --> 160 ( 32)
 35 --> 129 ( 17)
 36 --> 123 ( 32)
 37 --> 124 ( 24)
 38 -->  27 ( 18)
 38 -->  44 ( 27)
 38 -->  45 ( 24)
 38 -->  59 ( 19)
 38 -->  67 ( 23)
 38 -->  98 ( 24)
 39 --> 138 ( 34)
 40 -->  11 ( 21)
 41 -->  15 ( 23)
 42 --> 171 ( 34)
 43 -->  76 ( 13)
 44 -->   4 ( 20)
 44 -->   7 ( 31)
 44 -->  87 ( 35)
 44 -->  94 ( 39)
 44 --> 104 ( 33)
 44 --> 133 ( 25)
 44 --> 156 ( 31)
 45 -->  12 ( 31)
 45 -->  40 ( 35)
 45 -->  59 ( 25)
 45 -->  83 ( 33)
 45 --> 111 ( 19)
 45 --> 114 ( 25)
 45 --> 137 ( 23)
 45 --> 141 ( 36)
 45 --> 156 ( 32)
 46 -->  58 ( 18)
 47 -->  21 ( 31)
 47 -->  34 ( 34)
 47 -->  71 ( 28)
 47 --> 105 ( 40)
 48 --> 107 ( 14)
 49 -->  65 ( 39)
 50 -->  57 ( 37)
 51 -->  92 ( 20)
 52 --> 140 ( 24)
 53 -->  78 ( 22)
 54 --> 177 ( 35)
 55 --> 119 ( 31)
 56 -->  12 ( 42)
 56 -->  47 ( 19)
 56 --> 111 ( 18)
 57 -->  52 ( 22)
 58 --> 136 ( 15)
 59 -->   7 ( 27)
 59 -->   8 ( 21)
 59 -->  44 ( 21)
 59 -->  47 ( 32)
 60 -->  46 ( 22)
 61 -->  66 ( 24)
 62 -->  83 ( 25)
 62 --> 172 ( 25)
 63 -->  74 ( 24)
 64 -->  19 ( 38)
 64 -->  73 ( 17)
 64 --> 109 ( 17)
 64 --> 137 ( 36)
 64 --> 156 ( 18)
 64 --> 159 ( 24)
 65 --> 111 ( 32)
 66 -->  43 ( 26)
 67 -->  45 ( 37)
 67 -->  61 ( 29)
 67 -->  95 ( 25)
 67 --> 111 ( 29)
 67 --> 137 ( 15)
 67 --> 153 ( 25)
 68 -->  27 ( 38)
 68 -->  45 ( 32)
 68 -->  59 ( 11)
 68 -->  62 ( 38)
 68 -->  71 ( 23)
 68 -->  95 ( 26)
 68 --> 133 ( 30)
 68 --> 141 ( 18)
 68 --> 150 ( 31)
 69 -->  35 (  8)
 70 --> 125 ( 20)
 71 -->  59 ( 31)
 71 -->  62 ( 22)
 71 --> 105 ( 24)
 72 -->  19 ( 13)
 73 -->  33 ( 32)
 73 --> 134 ( 12)
 73 --> 141 ( 42)
 74 --> 143 ( 22)
 75 -->  99 ( 24)
 76 -->  79 ( 28)
 77 --> 144 ( 22)
 78 -->  17 ( 22)
 79 --> 162 ( 15)
 80 --> 142 ( 20)
 81 -->  54 ( 14)
 82 -->   6 ( 17)
 83 -->  12 ( 27)
 83 -->  38 ( 37)
 84 -->  59 ( 41)
 84 --> 151 ( 28)
 85 --> 139 ( 25)
 86 --> 176 ( 30)
 87 -->  25 ( 35)
 88 -->  19 (  9)
 88 -->  26 ( 30)
 88 -->  27 ( 28)
 88 --> 105 ( 35)
 88 --> 144 ( 28)
 89 -->  55 ( 34)
 90 --> 103 ( 25)
 91 -->  97 ( 29)
 92 -->  89 ( 35)
 93 --> 130 ( 32)
 94 -->  83 ( 18)
 94 --> 172 ( 27)
 95 -->  28 ( 28)
 95 -->  73 ( 32)
 95 --> 137 (  6)
 96 --> 108 ( 25)
 97 --> 131 ( 11)
 98 -->  21 ( 14)
 98 -->  45 ( 26)
 98 --> 111 ( 18)
 98 --> 114 ( 16)
 98 --> 134 ( 32)
 99 -->  30 (  9)
100 -->  47 ( 23)
100 -->  62 ( 37)
100 -->  64 ( 25)
100 -->  71 ( 29)
100 --> 104 ( 22)
100 --> 105 ( 14)
100 --> 153 ( 25)
100 --> 158 ( 25)
101 -->  81 ( 34)
102 -->   8 ( 27)
102 -->  12 ( 25)
102 -->  44 ( 25)
102 --> 150 ( 30)
103 --> 155 ( 36)
104 -->  71 ( 24)
104 --> 102 ( 19)
104 --> 106 ( 42)
104 --> 160 ( 27)
105 -->   7 ( 25)
105 -->  62 ( 30)
105 --> 133 ( 29)
105 --> 170 ( 42)
105 --> 173 ( 31)
106 -->  19 ( 27)
106 --> 150 ( 15)
106 --> 151 ( 34)
107 -->  42 ( 21)
108 -->  82 ( 30)
109 -->  84 ( 18)
109 --> 157 ( 37)
109 --> 160 ( 21)
110 --> 126 ( 22)
111 -->   1 ( 45)
111 -->  28 ( 41)
112 -->  53 ( 40)
113 -->   4 ( 27)
113 -->  38 ( 29)
113 -->  59 ( 31)
113 --> 114 ( 12)
113 --> 153 ( 27)
114 --> 104 ( 27)
114 --> 111 ( 12)
114 --> 156 ( 17)
115 -->  50 ( 20)
116 -->  70 ( 14)
117 --> 120 ( 26)
118 -->  24 ( 28)
119 -->  12 ( 13)
120 --> 161 ( 17)
121 -->  44 ( 11)
122 -->  23 ( 40)
123 --> 169 ( 31)
124 --> 160 ( 14)
125 --> 128 ( 28)
126 -->  85 ( 32)
127 -->  63 ( 17)
128 -->   3 ( 28)
129 -->  27 ( 32)
130 -->  69 ( 26)
131 --> 127 ( 35)
132 -->  16 ( 23)
133 -->  39 ( 24)
133 -->  62 ( 17)
133 --> 114 ( 13)
133 --> 157 ( 11)
134 -->  44 ( 10)
134 --> 104 ( 28)
134 --> 141 ( 24)
134 --> 144 ( 17)
135 --> 121 ( 27)
136 -->  90 ( 26)
137 -->  71 ( 17)
137 --> 163 ( 15)
138 -->   5 ( 21)
139 -->  77 (  9)
140 -->  37 ( 30)
141 -->  12 ( 27)
141 -->  88 ( 19)
141 --> 102 ( 20)
141 --> 109 ( 23)
141 --> 144 ( 22)
142 -->  20 ( 27)
