WEIGHTED DIGRAPH 216 396:
  0 -->  68 ( 25)
  1 -->  76 ( 21)
  2 -->  79 ( 30)
  2 --> 102 ( 27)
  2 --> 106 ( 21)
  2 --> 161 ( 29)
  3 --> 116 ( 10)
  4 -->  24 (  9)
  5 --> 201 ( 23)
  6 --> 165 ( 43)
  7 -->   0 ( 26)
  8 --> 131 ( 30)
  9 -->  66 ( 12)
 10 --> 105 ( 21)
 10 --> 155 ( 32)
 11 --> 198 ( 26)
 12 --> 108 ( 36)
 13 -->  87 ( 29)
 14 -->  11 ( 28)
 15 -->  59 ( 29)
 16 -->  53 ( 27)
 17 --> 210 ( 20)
 18 -->  51 ( 34)
 19 --> 113 ( 36)
 19 --> 196 ( 15)
 20 --> 154 ( 10)
 21 --> 144 ( 33)
 22 -->  79 ( 28)
 23 -->   4 ( 37)
 24 --> 178 ( 38)
 25 -->  36 (  9)
 25 -->  58 ( 29)
 25 --> 164 ( 21)
 25 --> 175 ( 22)
 25 --> 196 ( 27)
 26 -->  35 ( 26)
 26 --> 145 ( 30)
 26 --> 151 ( 33)
 26 --> 156 ( 17)
 26 --> 161 ( 33)
 26 --> 173 ( 30)
 27 --> 211 ( 27)
 28 --> 129 ( 11)
 29 --> 157 ( 27)
 30 -->  27 ( 18)
 31 -->  94 ( 27)
 32 --> 186 ( 19)
 33 -->  45 ( 24)
 33 -->  77 ( 38)
 33 -->  89 ( 19)
 33 --> 113 ( 47)
 34 -->  22 ( 26)
 35 -->  62 ( 27)
 35 -->  79 ( 37)
 35 -->  83 ( 21)
 35 --> 164 ( 46)
 36 -->  55 ( 34)
 36 -->  60 ( 29)
 36 -->  76 ( 39)
 36 --> 180 ( 15)
 37 -->   8 ( 29)
 38 -->  77 ( 27)
 38 --> 106 ( 25)
 38 --> 156 ( 16)
 38 --> 167 ( 16)
 38 --> 176 ( 28)
 39 --> 170 ( 34)
 40 --> 112 ( 33)
 41 -->  37 ( 23)
 42 --> 195 ( 23)
 43 --> 189 ( 20)
 44 -->  79 ( 25)
 45 -->   2 ( 27)
 45 -->  76 ( 15)
 45 -->  95 ( 23)
 45 --> 111 ( 22)
 46 -->  74 ( 19)
 46 -->  76 ( 30)
 47 -->  45 ( 27)
 48 -->  70 ( 31)
 48 -->  93 ( 37)
 48 --> 143 ( 27)
 49 --> 208 ( 28)
 50 -->  42 ( 15)
 51 -->  90 ( 27)
 52 -->  50 ( 23)
 53 --> 104 ( 44)
 54 --> 138 ( 25)
 55 -->  69 ( 20)
 55 --> 105 ( 26)
 55 --> 173 ( 16)
 56 --> 212 ( 33)
 57 --> 109 (  9)
 58 -->  85 ( 27)
 58 --> 103 ( 18)
 58 --> 200 ( 25)
 59 --> 183 ( 24)
 60 -->   1 ( 30)
 60 -->  77 ( 18)
 60 --> 106 ( 25)
