WEIGHTED DIGRAPH 216 396:
  0 --> 197 (  9)
  1 --> 210 ( 23)
  2 --> 174 ( 34)
  3 --> 125 ( 35)
  4 -->  13 ( 24)
  5 -->  27 ( 14)
  5 -->  47 ( 32)
  5 -->  70 ( 25)
  5 -->  74 ( 14)
  5 --> 120 ( 18)
  6 --> 215 ( 38)
  7 -->  20 ( 29)
  8 -->  84 ( 11)
  9 -->  17 ( 19)
  9 -->  56 ( 23)
  9 --> 114 ( 23)
  9 --> 152 ( 18)
  9 --> 180 ( 22)
  9 --> 201 ( 34)
 10 -->  27 ( 24)
 10 -->  48 ( 26)
 10 -->  99 ( 17)
 10 --> 102 ( 30)
 10 --> 155 ( 26)
 11 -->  50 ( 22)
 11 --> 124 ( 24)
 11 --> 173 ( 35)
 12 -->  23 ( 20)
 12 -->  41 ( 29)
 12 -->  52 ( 27)
 12 --> 200 ( 35)
 13 --> 179 ( 28)
 14 --> 110 ( 22)
 15 --> 144 ( 19)
 16 -->  10 ( 19)
 17 -->  52 ( 31)
 17 --> 143 ( 22)
 18 --> 113 ( 36)
 19 --> 182 ( 32)
 20 --> 134 ( 36)
 21 -->  10 ( 30)
 21 --> 115 ( 24)
 21 --> 118 ( 22)
 21 --> 156 ( 18)
 21 --> 203 ( 35)
 21 --> 208 ( 27)
 22 --> 148 ( 28)
 23 -->  30 ( 33)
 23 --> 117 ( 27)
 23 --> 133 ( 34)
 23 --> 138 ( 21)
 23 --> 173 ( 28)
 23 --> 180 ( 30)
 24 -->  66 ( 38)
 25 -->  24 ( 37)
 26 --> 151 ( 35)
 27 -->  21 ( 18)
 27 -->  64 (  7)
 27 --> 153 ( 35)
 27 --> 195 ( 31)
 27 --> 200 ( 28)
 27 --> 203 ( 19)
 28 -->   4 ( 33)
 29 --> 204 ( 31)
 30 --> 192 ( 27)
 31 -->  30 ( 39)
 31 -->  41 ( 21)
 31 --> 115 ( 15)
 31 --> 124 ( 28)
 31 --> 152 ( 35)
 31 --> 192 ( 11)
 31 --> 201 ( 25)
 31 --> 203 ( 23)
 32 -->  27 ( 12)
 33 -->  81 ( 34)
 34 -->  49 ( 41)
 35 -->  46 (  6)
 36 -->  26 ( 31)
 37 --> 190 ( 22)
 38 --> 186 ( 33)
 39 -->  42 ( 33)
 40 --> 136 ( 28)
 41 -->  73 ( 26)
 41 -->  80 ( 25)
 41 --> 147 ( 32)
 41 --> 180 (  9)
 42 --> 184 ( 13)
 43 -->   2 ( 26)
 44 --> 142 ( 33)
