WEIGHTED DIGRAPH 186 366:
  0 -->  63 ( 24)
  1 --> 178 ( 21)
  2 -->  18 ( 13)
  2 -->  35 (  7)
  2 -->  68 ( 31)
  2 -->  75 ( 27)
  2 --> 103 ( 21)
  2 --> 135 ( 15)
  2 --> 160 ( 28)
  3 --> 115 ( 19)
  3 --> 138 ( 18)
  4 --> 110 ( 26)
  5 -->  87 ( 16)
  6 --> 147 ( 24)
  7 -->   3 ( 38)
  7 -->  35 ( 29)
  7 -->  43 ( 27)
  7 --> 132 ( 22)
  7 --> 163 ( 15)
  8 --> 129 ( 22)
  9 --> 158 ( 20)
 10 -->  22 ( 39)
 11 -->   9 ( 18)
 12 --> 179 ( 13)
 13 --> 122 ( 27)
 14 --> 164 ( 24)
 15 -->  40 ( 22)
 15 -->  75 ( 23)
 15 -->  90 ( 42)
 16 -->  73 ( 14)
 17 -->  66 ( 14)
 17 -->  96 ( 34)
 17 -->  97 ( 45)
 17 --> 173 ( 18)
 18 -->  15 ( 37)
 18 -->  53 ( 17)
 18 --> 126 ( 20)
 18 --> 149 ( 18)
 19 -->  67 ( 33)
 20 -->  44 ( 24)
 21 -->  16 ( 13)
 22 -->  98 ( 17)
 23 -->  39 ( 31)
 24 -->  89 ( 27)
 25 -->  65 ( 15)
 26 -->  54 ( 24)
 27 --> 150 ( 31)
 28 --> 114 ( 30)
 29 -->  33 (  6)
 30 -->  38 ( 14)
 30 -->  43 ( 22)
 30 --> 126 ( 14)
 30 --> 166 ( 40)
 31 --> 123 ( 37)
 32 -->   2 ( 11)
 32 -->   7 ( 19)
 33 --> 102 ( 13)
 34 -->  91 ( 34)
 35 -->  30 ( 34)
 35 -->  84 ( 11)
 35 --> 107 ( 30)
 35 --> 115 ( 25)
 36 --> 106 ( 27)
 37 -->  80 ( 32)
 37 -->  99 ( 28)
 37 --> 108 ( 36)
 37 --> 113 ( 19)
 37 --> 155 ( 15)
 37 --> 175 ( 25)
 38 -->  49 ( 27)
 39 --> 169 ( 30)
 40 -->   2 ( 20)
 40 --> 126 ( 10)
 40 --> 132 ( 24)
 41 -->  25 ( 27)
 42 --> 184 ( 29)
 43 --> 113 ( 26)
 43 --> 143 ( 28)
 44 --> 180 ( 32)
 45 -->  77 ( 16)
