WEIGHTED DIGRAPH 164 344:
  0 -->   5 ( 35)
  0 -->  47 ( 17)
  0 -->  84 ( 31)
  0 --> 103 ( 21)
  0 --> 157 ( 33)
  1 -->  17 ( 24)
  1 -->  37 ( 24)
  1 -->  45 ( 32)
  1 -->  69 ( 28)
  1 -->  95 ( 32)
  2 --> 153 ( 22)
  2 --> 160 ( 32)
  3 --> 135 ( 39)
  4 -->  39 ( 41)
  5 -->   2 ( 30)
  5 -->  11 ( 27)
  5 -->  27 ( 13)
  5 -->  69 ( 35)
  6 -->  88 ( 22)
  7 -->  29 ( 29)
  8 -->  27 ( 25)
  9 -->  45 ( 16)
  9 --> 156 ( 29)
 10 -->   4 ( 32)
 11 -->  43 ( 25)
 11 -->  62 ( 20)
 11 -->  76 (  8)
 11 --> 116 ( 19)
 11 --> 143 ( 34)
 12 --> 131 ( 31)
 13 --> 127 ( 31)
 14 -->  45 (  8)
 14 -->  46 ( 38)
 14 -->  84 ( 25)
 14 --> 123 ( 23)
 15 --> 162 ( 25)
 16 --> 109 ( 26)
 17 -->   0 ( 28)
 17 -->  62 (  8)
 17 -->  76 ( 29)
 17 --> 141 ( 11)
 18 -->  86 ( 17)
 18 -->  97 ( 18)
 18 --> 107 ( 32)
 18 --> 127 ( 28)
 18 --> 144 ( 29)
 19 -->  14 ( 16)
 19 -->  23 ( 38)
 19 -->  51 ( 26)
 19 -->  76 ( 28)
 20 -->  69 ( 18)
 20 -->  94 ( 21)
 20 --> 123 ( 16)
 20 --> 137 ( 18)
 21 -->  56 ( 27)
 22 -->  96 ( 36)
 23 -->   0 ( 34)
 23 -->  14 ( 35)
 23 -->  18 ( 22)
 23 -->  69 ( 33)
 23 --> 104 ( 27)
 23 --> 127 ( 35)
 24 --> 150 ( 22)
 25 --> 129 ( 28)
 26 -->  64 ( 37)
 27 -->  41 ( 15)
 27 -->  52 ( 40)
 27 -->  72 ( 19)
 27 --> 153 ( 25)
 27 --> 160 ( 32)
 27 --> 161 ( 37)
 28 -->  90 ( 20)
 29 -->  35 ( 17)
 30 --> 163 ( 11)
 31 -->  61 ( 43)
 32 --> 112 ( 45)
 33 -->  12 ( 33)
 34 -->  55 ( 32)
 35 --> 117 ( 24)
 36 -->  23 ( 28)
 36 -->  46 ( 22)
 36 --> 114 ( 17)
 37 --> 138 ( 24)
 38 --> 140 ( 18)
 39 -->   0 ( 20)
 39 -->  16 ( 24)
 39 -->  30 ( 20)
 39 -->  86 ( 35)
 39 --> 137 ( 20)
 39 --> 159 ( 30)
 40 -->  59 ( 14)
 41 -->  86 ( 17)
 41 --> 132 ( 34)
 42 -->  31 ( 29)
 43 -->   1 ( 31)
 43 -->  18 ( 42)
 43 -->  47 ( 28)
 43 -->  95 ( 31)
 43 --> 110 ( 35)
 43 --> 141 ( 42)
 44 -->  86 ( 36)
 45 -->  20 ( 22)
 45 -->  77 ( 16)
 45 -->  94 ( 24)
 45 --> 133 ( 27)
 45 --> 143 ( 36)
 45 --> 144 ( 14)
 45 --> 153 ( 33)
 46 -->   5 ( 32)
 47 -->  17 ( 13)
 47 -->  69 ( 33)
 48 --> 149 ( 42)
 49 -->  24 (  9)
 50 -->  33 (  7)
 51 -->  14 ( 26)
 51 -->  99 ( 18)
 52 -->  80 ( 27)
 53 -->  81 ( 35)
 54 -->   3 (  8)
 55 --> 143 ( 26)
 56 --> 120 ( 19)
 57 -->  13 ( 39)
 58 --> 121 ( 24)
 59 -->  87 ( 10)
 60 -->  57 ( 14)
 61 --> 106 ( 41)
 62 -->   1 ( 41)
 62 -->  45 ( 23)
 62 -->  84 ( 16)
 62 --> 127 (  7)
 62 --> 161 ( 35)
 63 -->  67 ( 41)
 64 --> 142 ( 19)
 65 -->  63 ( 32)
 66 --> 145 ( 39)
 67 -->  49 ( 18)
 68 -->  65 ( 15)
 69 -->  39 ( 31)
 69 --> 114 ( 24)
 69 --> 137 ( 30)
 69 --> 157 (  5)
 70 -->  92 ( 24)
 71 -->   6 ( 31)
 72 -->   0 ( 31)
 72 -->   9 ( 21)
 72 -->  69 ( 35)
 72 -->  95 ( 20)
 73 -->  38 ( 15)
 74 -->   2 (  9)
 74 -->   9 ( 21)
 74 -->  36 ( 39)
 75 --> 124 ( 28)
 76 -->  18 ( 14)
 76 -->  20 ( 20)
 76 -->  95 ( 22)
 77 -->  72 ( 22)
 77 -->  95 ( 25)
 77 --> 152 ( 24)
 78 -->   2 ( 12)
 78 -->  36 ( 21)
 78 -->  84 ( 18)
 78 --> 127 ( 22)
 79 --> 102 ( 33)
 80 -->  50 ( 33)
 81 -->  54 ( 26)
 82 -->  51 ( 23)
 83 -->  75 ( 31)
 84 --> 159 ( 35)
 85 -->  98 ( 29)
 86 -->  73 ( 13)
 86 --> 103 ( 17)
 86 --> 133 ( 34)
 87 --> 100 ( 21)
 88 --> 139 ( 21)
 89 -->  28 ( 33)
 90 -->  21 ( 19)
 91 -->  69 ( 33)
 91 -->  86 ( 26)
 91 --> 123 ( 26)
 91 --> 132 ( 38)
 91 --> 137 ( 22)
 92 -->  93 ( 11)
 93 -->  15 ( 28)
 94 -->  14 ( 17)
 94 -->  17 ( 23)
 94 --> 157 ( 27)
 95 -->  19 ( 15)
 95 -->  45 ( 30)
 95 -->  46 (  9)
 95 -->  47 ( 30)
 95 -->  51 ( 32)
 95 --> 108 ( 29)
 95 --> 155 ( 23)
 96 --> 146 ( 22)
 97 -->  17 ( 20)
 97 -->  47 ( 20)
 97 --> 107 ( 37)
 97 --> 119 ( 31)
 97 --> 127 (  8)
 97 --> 143 ( 18)
 98 -->  23 ( 13)
 99 -->  48 ( 18)
100 --> 136 ( 18)
101 -->  86 ( 30)
101 --> 111 ( 23)
101 --> 141 ( 23)
102 --> 115 ( 19)
103 -->  23 ( 41)
103 -->  27 ( 25)
103 -->  94 ( 33)
104 --> 134 (  6)
105 --> 160 ( 32)
106 --> 130 ( 28)
107 -->   2 ( 30)
107 -->  23 ( 35)
107 -->  27 (  7)
107 --> 141 ( 19)
108 -->   1 ( 23)
108 -->  17 ( 26)
108 -->  19 ( 18)
108 -->  23 ( 24)
108 -->  45 ( 29)
108 -->  62 ( 13)
108 -->  78 ( 30)
108 -->  86 ( 34)
108 --> 119 ( 26)
