WEIGHTED DIGRAPH 214 394:
  0 --> 182 ( 21)
  1 --> 126 ( 15)
  1 --> 160 ( 26)
  1 --> 168 ( 29)
  2 -->  78 ( 23)
  2 --> 121 ( 25)
  2 --> 149 ( 20)
  3 -->   8 (  7)
  3 --> 114 ( 13)
  4 --> 128 ( 15)
  5 --> 177 ( 25)
  6 -->   2 ( 22)
  6 -->  39 ( 37)
  6 -->  43 ( 17)
  6 -->  45 ( 31)
  6 --> 149 ( 25)
  7 --> 129 ( 17)
  8 -->  39 ( 16)
  8 --> 104 ( 29)
  8 --> 131 ( 31)
  9 -->  95 ( 23)
 10 --> 102 ( 34)
 11 -->  66 ( 27)
 12 --> 207 ( 13)
 13 -->  69 ( 25)
 14 --> 145 ( 43)
 15 -->  70 ( 23)
 16 --> 137 ( 27)
 17 --> 117 ( 29)
 18 -->  80 ( 33)
 19 -->  58 ( 27)
 19 -->  59 ( 31)
 19 -->  93 (  7)
 19 --> 105 ( 22)
 19 --> 147 ( 31)
 20 -->  54 ( 18)
 21 --> 153 ( 20)
 22 --> 105 ( 30)
 22 --> 124 ( 30)
 22 --> 162 ( 31)
 23 --> 155 ( 23)
 24 --> 111 ( 18)
 25 --> 122 ( 32)
 26 -->   2 ( 30)
 26 -->  76 ( 16)
 26 --> 108 (  9)
 26 --> 130 ( 19)
 26 --> 149 ( 19)
 27 -->  96 ( 13)
 28 -->  51 ( 29)
 29 --> 191 ( 24)
 30 -->  39 ( 26)
 31 --> 190 ( 21)
 32 -->  25 ( 17)
 33 -->  49 ( 26)
 34 --> 107 ( 21)
 35 --> 206 ( 15)
 36 -->  37 ( 39)
 37 --> 101 ( 24)
 38 -->   6 ( 27)
 38 -->  46 ( 37)
 38 -->  71 ( 26)
 38 --> 135 ( 33)
 38 --> 196 ( 38)
 39 -->   2 ( 36)
 39 -->   3 ( 35)
 39 --> 104 ( 25)
 39 --> 119 (  9)
 40 -->  35 ( 28)
 41 --> 183 ( 23)
 42 -->  65 ( 29)
 43 -->  13 ( 19)
 43 --> 121 ( 14)
 44 -->  17 ( 28)
 45 -->  48 ( 31)
 45 -->  76 ( 14)
 45 --> 114 ( 22)
 45 --> 130 ( 13)
 46 --> 120 ( 33)
 47 -->  43 ( 21)
 47 -->  97 ( 17)
 47 --> 203 ( 17)
 48 -->  38 ( 28)
 48 -->  62 ( 20)
 48 -->  97 ( 41)
 48 --> 103 ( 30)
 48 --> 127 ( 20)
 48 --> 136 ( 29)
 49 --> 202 ( 27)
 50 --> 166 ( 35)
 51 --> 164 ( 32)
 52 -->  38 ( 29)
 53 -->  86 ( 25)
 54 -->  61 ( 43)
 55 -->  33 ( 23)
 56 -->  91 ( 44)
 57 --> 114 ( 18)
 58 --> 119 ( 20)
 58 --> 175 ( 31)
 59 -->   8 ( 38)
 59 -->  45 ( 17)
 59 --> 119 ( 21)
 59 --> 211 ( 31)
 60 --> 150 ( 23)
 61 -->  50 ( 15)
 62 -->   8 ( 23)
 62 -->  30 (  9)
 62 --> 108 ( 24)
 62 --> 211 ( 34)
 63 --> 123 ( 22)
 64 -->  38 ( 22)
 65 --> 179 ( 28)
 66 -->  79 ( 33)
 67 -->  12 ( 18)
 68 -->  31 ( 17)
 69 -->  14 ( 32)
 70 -->  43 ( 29)
 71 -->  22 ( 15)
 71 -->  43 ( 26)
 72 --> 112 ( 46)
 73 --> 119 ( 12)
 73 --> 162 ( 16)
 73 --> 208 (  6)
 74 --> 213 ( 26)
 75 -->  90 ( 39)
 76 -->   3 ( 30)
 76 -->  19 ( 18)
 76 --> 108 ( 25)
 76 --> 125 ( 16)
 76 --> 157 ( 31)
 76 --> 168 ( 22)
 77 --> 113 ( 18)
 78 --> 212 ( 13)
 79 -->  34 ( 11)
 80 --> 193 ( 21)
 81 --> 140 ( 13)
 82 -->   9 ( 33)
 83 -->  78 ( 46)
 83 --> 168 ( 28)
 83 --> 211 ( 21)
 84 -->   1 ( 33)
 84 -->  38 ( 33)
 84 -->  43 ( 26)
 84 -->  73 ( 19)
 84 -->  83 ( 30)
 84 --> 121 ( 18)
 84 --> 212 ( 16)
 85 -->  77 ( 34)
 86 --> 161 ( 32)
 87 -->  88 ( 21)
 88 --> 116 ( 28)
 89 -->  10 ( 25)
 90 --> 143 ( 42)
 91 --> 148 ( 22)
 92 --> 144 ( 31)
 93 -->  62 ( 30)
 93 -->  73 ( 20)
 93 --> 103 ( 27)
 93 --> 119 ( 17)
 93 --> 136 ( 31)
 94 --> 181 ( 25)
 95 --> 200 ( 31)
 96 --> 185 ( 40)
 97 -->   2 ( 31)
 97 -->  73 ( 19)
 97 --> 168 ( 30)
 98 -->  21 ( 15)
 99 -->  72 ( 17)
100 -->   5 ( 20)
101 --> 184 ( 18)
102 --> 171 ( 11)
103 -->   1 ( 16)
103 -->  76 ( 13)
103 -->  97 ( 12)
103 --> 105 ( 19)
103 --> 154 (  4)
104 -->  19 ( 29)
104 --> 188 ( 28)
105 -->  62 ( 30)
