WEIGHTED DIGRAPH 180 360:
  0 -->  55 ( 29)
  1 -->   3 (  8)
  1 -->   4 ( 21)
  1 -->  57 ( 27)
  2 -->  10 ( 33)
  2 -->  78 ( 22)
  2 --> 112 ( 30)
  2 --> 156 ( 31)
  3 -->  10 ( 12)
  3 --> 156 ( 17)
  4 -->  21 ( 20)
  4 --> 132 ( 46)
  5 -->  59 ( 24)
  6 -->  22 ( 25)
  7 --> 141 ( 20)
  8 --> 128 ( 25)
  9 -->  62 (  9)
 10 -->  22 ( 22)
 10 -->  23 ( 20)
 10 -->  41 ( 22)
 10 -->  79 ( 27)
 10 --> 108 ( 17)
 10 --> 116 ( 15)
 10 --> 124 ( 17)
 10 --> 156 ( 12)
 11 --> 104 ( 32)
 12 --> 137 ( 24)
 13 --> 126 ( 22)
 14 --> 161 ( 23)
 15 -->  19 ( 25)
 16 -->  74 ( 25)
 17 --> 118 ( 36)
 18 --> 105 ( 21)
 19 -->  69 ( 26)
 20 --> 111 ( 25)
 21 -->  66 ( 33)
 21 -->  76 ( 26)
 21 -->  78 ( 30)
 21 --> 116 ( 19)
 21 --> 120 ( 32)
 21 --> 132 ( 16)
 22 -->  73 ( 25)
 22 -->  78 ( 24)
 22 -->  94 ( 25)
 22 --> 100 ( 13)
 22 --> 132 ( 24)
 22 --> 149 ( 17)
 22 --> 176 ( 26)
 23 -->  51 ( 14)
 23 -->  79 ( 12)
 23 -->  97 ( 25)
 23 --> 102 ( 23)
 23 --> 125 ( 24)
 23 --> 149 ( 23)
 23 --> 156 ( 33)
 24 -->  13 ( 15)
 25 -->   9 ( 28)
 25 -->  10 ( 34)
 25 -->  56 ( 10)
 25 -->  78 ( 29)
 25 -->  94 ( 24)
 25 --> 113 ( 11)
 26 --> 123 ( 16)
 27 -->  43 ( 19)
 28 -->  12 ( 23)
 29 -->   3 ( 35)
 29 -->  56 ( 33)
 29 -->  95 ( 28)
 29 -->  97 ( 19)
 29 --> 127 ( 24)
 30 -->  80 ( 33)
 31 --> 107 ( 32)
 32 -->  79 ( 22)
 33 -->  53 ( 33)
 34 -->  23 ( 15)
 34 -->  42 ( 26)
 34 -->  56 ( 22)
 34 -->  73 ( 22)
 34 --> 102 ( 14)
 34 --> 120 ( 17)
 34 --> 139 ( 26)
 35 --> 178 ( 24)
 36 -->  54 ( 29)
 37 -->  84 ( 12)
 38 --> 143 ( 22)
 39 -->  94 ( 27)
 40 -->   2 ( 36)
 40 -->   4 ( 18)
 40 -->  66 ( 21)
 40 --> 102 ( 41)
 40 --> 114 ( 14)
 40 --> 167 ( 24)
 41 -->  94 ( 11)
 42 --> 121 ( 20)
 43 -->  46 ( 28)
 44 --> 148 ( 36)
 45 -->  87 ( 33)
 46 --> 140 ( 22)
 47 --> 129 ( 11)
 48 -->   1 ( 37)
 48 -->  56 ( 14)
 48 -->  57 ( 29)
 48 --> 142 ( 30)
 49 --> 162 ( 12)
 50 -->  60 ( 23)
 51 -->  78 ( 36)
 51 -->  82 ( 38)
 51 -->  97 ( 32)
 52 -->  51 ( 15)
 53 --> 138 ( 27)
 54 --> 172 ( 33)
 55 -->  15 ( 32)
 56 -->  79 ( 14)
 56 --> 113 ( 21)
 56 --> 167 ( 35)
 57 -->  29 ( 17)
 57 -->  52 ( 33)
 57 --> 165 ( 23)
 57 --> 169 ( 37)
 58 --> 164 ( 21)
 59 -->  70 ( 12)
 60 --> 158 ( 18)
 61 -->  65 ( 19)
 61 -->  94 ( 29)
 61 --> 168 ( 27)
 61 --> 169 ( 38)
 61 --> 176 ( 11)
 62 -->  83 ( 28)
 63 -->  27 ( 20)
 64 -->  45 ( 28)
 65 -->  23 ( 28)
 65 -->  56 ( 22)
 65 -->  71 ( 36)
 65 -->  73 ( 20)
 65 -->  79 ( 13)
 66 -->  99 ( 31)
 67 --> 122 ( 33)
 68 -->  35 ( 26)
 69 --> 156 ( 24)
 70 -->  17 ( 25)
 71 -->  52 ( 26)
 71 -->  99 ( 21)
 71 --> 127 ( 17)
 71 --> 142 ( 30)
 71 --> 176 ( 14)
 72 -->  51 ( 20)
 72 -->  90 ( 21)
 72 --> 116 ( 17)
 72 --> 168 ( 37)
 73 -->  10 ( 13)
 73 -->  72 ( 30)
 73 --> 124 ( 26)
 73 --> 142 ( 22)
 73 --> 149 ( 32)
 74 -->  20 ( 19)
 75 --> 117 ( 12)
 76 -->   3 ( 23)
 76 -->  48 ( 29)
 76 -->  65 ( 19)
