WEIGHTED DIGRAPH 166 346:
  0 -->  33 ( 35)
  1 -->  96 ( 17)
  2 -->  59 ( 29)
  2 -->  64 ( 16)
  2 --> 163 ( 23)
  3 -->   2 ( 27)
  3 --> 147 ( 10)
  4 -->  73 ( 27)
  5 -->  24 ( 28)
  6 -->   5 ( 29)
  7 --> 122 ( 14)
  8 -->  70 ( 27)
  9 -->  16 ( 41)
  9 -->  31 ( 16)
  9 -->  51 ( 36)
  9 -->  66 ( 33)
  9 --> 105 ( 34)
  9 --> 163 ( 22)
 10 -->   9 ( 20)
 10 --> 103 ( 29)
 10 --> 141 ( 17)
 10 --> 155 ( 18)
 11 -->  72 ( 28)
 12 -->  21 ( 25)
 12 -->  33 ( 30)
 12 --> 130 ( 24)
 13 -->   4 ( 38)
 14 --> 160 ( 34)
 15 -->   7 ( 33)
 16 -->  32 ( 36)
 16 -->  41 ( 25)
 16 --> 103 ( 19)
 17 --> 108 ( 26)
 18 -->  54 ( 18)
 19 -->  32 ( 29)
 19 -->  38 ( 38)
 19 -->  59 ( 31)
 19 -->  70 ( 39)
 19 -->  93 ( 16)
 19 --> 112 ( 40)
 19 --> 131 ( 31)
 20 --> 119 ( 18)
 21 -->  36 ( 20)
 21 -->  51 ( 33)
 21 -->  77 ( 31)
 21 -->  85 ( 29)
 21 --> 104 ( 42)
 21 --> 147 ( 25)
 21 --> 151 ( 19)
 22 -->  29 ( 28)
 23 -->  38 ( 28)
 23 -->  51 ( 13)
 23 -->  93 ( 24)
 23 --> 133 ( 32)
 24 -->   8 ( 31)
 25 -->   9 ( 41)
 25 --> 105 (  9)
 26 -->  97 ( 40)
 27 --> 118 ( 16)
 28 -->  86 ( 34)
 29 -->  26 ( 17)
 30 -->  71 ( 21)
 31 -->  40 ( 33)
 31 --> 133 ( 31)
 31 --> 162 ( 20)
 32 -->  12 ( 18)
 32 -->  94 ( 29)
 33 -->   9 ( 20)
 33 -->  70 ( 32)
 33 --> 102 ( 39)
 33 --> 125 ( 27)
 34 --> 145 ( 30)
 35 --> 153 ( 19)
 36 -->  32 ( 26)
 36 -->  40 ( 28)
 36 -->  69 ( 27)
 36 --> 103 ( 24)
 36 --> 112 ( 37)
 37 -->  52 ( 17)
 38 -->  16 ( 38)
 38 -->  66 ( 14)
 38 --> 165 ( 21)
 39 --> 132 ( 28)
 40 -->  19 ( 43)
 40 --> 125 ( 34)
 40 --> 141 ( 30)
 40 --> 151 ( 18)
 41 -->  12 ( 23)
 42 --> 136 ( 21)
 43 -->  21 ( 42)
 44 --> 106 ( 34)
 45 -->   1 ( 43)
 46 -->   2 ( 10)
 46 -->  32 ( 17)
 46 -->  38 ( 32)
 46 -->  59 ( 27)
 46 --> 112 ( 31)
 46 --> 126 ( 19)
 46 --> 141 ( 33)
 47 --> 104 ( 36)
 48 -->  83 ( 27)
 49 -->  34 ( 36)
 50 -->   2 ( 28)
 50 -->   9 ( 19)
 50 -->  25 ( 26)
 50 -->  78 ( 41)
 50 -->  93 ( 11)
 50 --> 112 ( 23)
 50 --> 125 ( 27)
 50 --> 165 ( 18)
 51 -->  69 ( 27)
 51 --> 103 ( 28)
 51 --> 110 ( 20)
 52 -->  61 ( 21)
 53 -->  20 ( 17)
 54 --> 103 ( 26)
 55 -->  79 ( 11)
 56 -->  16 ( 15)
 56 -->  69 ( 22)
 56 --> 131 ( 33)
 56 --> 137 ( 29)
 56 --> 155 ( 29)
 57 --> 117 (  6)
 58 -->  91 ( 14)
 59 --> 112 ( 30)
 59 --> 114 ( 27)
 59 --> 137 ( 25)
 60 --> 157 ( 36)
 61 -->  92 ( 32)
 62 -->  53 ( 12)
 63 -->   2 ( 22)
 63 -->  58 ( 25)
 63 -->  85 ( 32)
 63 --> 114 ( 25)
 63 --> 146 ( 22)
 63 --> 155 ( 30)
 64 -->  36 ( 30)
 64 -->  88 ( 18)
 64 --> 103 ( 24)
 64 --> 162 ( 25)
 65 --> 113 ( 19)
 66 -->  21 ( 25)
 66 -->  41 ( 16)
 66 -->  88 ( 26)
 66 --> 109 ( 31)
 66 --> 151 ( 28)
 66 --> 165 ( 23)
 67 --> 120 ( 31)
 68 -->  30 ( 15)
 69 -->  12 ( 35)
 69 -->  15 ( 36)
 69 --> 109 ( 29)
 69 --> 137 ( 20)
 69 --> 154 ( 28)
 69 --> 162 ( 35)
 70 -->  81 ( 25)
 70 --> 163 ( 21)
 71 --> 149 ( 23)
 72 -->   6 ( 33)
 73 -->  55 ( 17)
 74 -->  12 ( 20)
 74 -->  19 ( 27)
 74 -->  56 ( 25)
 74 --> 154 ( 30)
 75 -->  62 ( 35)
 76 -->   2 ( 33)
 76 -->  74 ( 21)
 76 -->  78 ( 29)
 76 -->  95 ( 29)
 77 --> 150 ( 24)
 78 -->  64 (  9)
 78 --> 104 ( 38)
 79 -->  27 ( 22)
 80 -->  67 ( 37)
 81 --> 142 ( 28)
 82 -->  44 ( 35)
 83 -->  82 ( 30)
 84 -->  63 ( 22)
 85 -->  59 ( 31)
 85 --> 114 ( 35)
 86 -->  22 ( 29)
 87 --> 139 ( 27)
 88 -->  10 ( 32)
 88 -->  59 ( 24)
 88 -->  69 ( 31)
 88 -->  76 ( 25)
 89 --> 152 ( 37)
 90 --> 115 ( 36)
 91 --> 129 ( 40)
 92 --> 144 ( 30)
 93 -->  63 ( 12)
 93 -->  76 ( 41)
 93 --> 147 ( 28)
 94 -->  12 ( 27)
 94 -->  59 ( 29)
 94 -->  76 ( 32)
 94 --> 162 (  7)
 95 -->  10 ( 22)
 95 -->  69 ( 15)
 95 --> 109 ( 39)
 95 --> 121 ( 30)
 95 --> 163 ( 33)
 96 --> 107 ( 17)
 97 --> 111 ( 26)
 98 --> 116 ( 20)
 99 -->  42 ( 34)
100 --> 135 ( 34)
101 --> 124 ( 28)
102 -->  60 ( 36)
103 -->  46 ( 18)
103 -->  48 ( 29)
103 -->  50 ( 29)
103 -->  63 ( 23)
103 -->  76 ( 31)
103 -->  93 ( 30)
103 --> 119 ( 40)
103 --> 137 ( 33)
103 --> 140 ( 18)
103 --> 146 ( 21)
104 -->  69 ( 31)
104 -->  89 ( 33)
104 --> 109 ( 25)
104 --> 154 ( 26)
105 -->  64 ( 25)
105 --> 127 ( 25)
105 --> 165 ( 41)
106 -->  84 ( 21)
107 -->  57 ( 40)
108 -->  69 ( 12)
109 -->  33 ( 18)
109 -->  36 ( 25)
109 --> 162 ( 23)
110 -->  85 ( 29)
110 --> 137 ( 19)
111 -->  35 ( 23)
112 -->  85 ( 22)
112 --> 127 ( 37)
113 --> 103 ( 22)
115 -->  98 ( 27)
116 -->  47 ( 26)
117 --> 156 ( 33)
118 -->  37 ( 27)
119 -->  32 ( 27)
119 -->  64 ( 27)
119 -->  74 (  6)
119 --> 100 ( 31)
119 --> 104 ( 10)
120 -->  87 ( 26)
121 -->   9 ( 28)
121 -->  12 ( 10)
121 -->  23 ( 37)
121 -->  25 ( 24)
121 -->  40 ( 29)
121 -->  76 ( 30)
121 --> 119 ( 29)
122 -->  90 ( 21)
123 -->   0 ( 30)
124 -->  12 ( 22)
125 --> 146 ( 15)
126 -->   3 ( 17)
126 -->  33 ( 13)
127 -->  41 ( 29)
127 --> 104 ( 26)
127 --> 154 ( 12)
127 --> 162 ( 25)
128 -->  80 ( 28)
129 --> 143 ( 23)
130 --> 164 ( 19)
131 -->  46 ( 23)
131 -->  66 ( 25)
131 --> 163 ( 15)
132 --> 134 ( 21)
133 -->  19 ( 26)
133 -->  59 ( 16)
133 --> 147 ( 14)
133 --> 162 ( 29)
133 --> 163 ( 33)
134 --> 158 ( 13)
135 -->  45 ( 36)
136 -->  11 ( 19)
137 -->  31 ( 42)
137 -->  38 ( 21)
137 -->  70 ( 20)
137 -->  85 ( 35)
137 --> 147 ( 25)
138 -->  28 ( 13)
139 -->  65 ( 26)
140 -->  99 ( 23)
141 -->  16 ( 16)
141 -->  19 ( 30)
141 -->  38 ( 25)
141 --> 109 ( 10)
141 --> 131 ( 21)
141 --> 163 ( 30)
142 -->  13 ( 23)
143 --> 128 ( 25)
144 -->  39 ( 23)
145 -->  18 ( 19)
146 -->  36 ( 30)
146 --> 147 ( 16)
147 -->  40 ( 39)
147 -->  56 ( 34)
147 -->  66 ( 20)
147 -->  85 ( 13)
148 --> 101 (  7)
149 --> 123 ( 25)
150 -->  14 ( 26)
151 -->  41 ( 21)
151 -->  93 ( 10)
152 --> 138 ( 19)
