WEIGHTED DIGRAPH 220 400:
  0 -->  13 ( 28)
  1 -->  83 ( 27)
  2 -->  12 ( 21)
  3 -->  71 ( 22)
  4 --> 131 ( 10)
  5 -->   9 ( 34)
  6 --> 199 ( 31)
  7 -->  15 ( 26)
  8 -->  54 ( 28)
  9 -->  33 ( 36)
 10 -->  36 ( 21)
 10 --> 100 ( 15)
 10 --> 129 ( 27)
 10 --> 180 ( 33)
 10 --> 188 ( 15)
 10 --> 198 ( 33)
 11 -->  14 ( 13)
 11 -->  36 ( 27)
 11 -->  83 ( 14)
 11 -->  96 ( 27)
 11 --> 102 ( 17)
 11 --> 140 ( 23)
 11 --> 168 ( 30)
 11 --> 181 ( 20)
 12 --> 193 ( 13)
 13 --> 110 ( 34)
 14 --> 205 ( 27)
 15 -->  38 ( 20)
 16 -->  18 ( 35)
 16 -->  48 ( 22)
 16 --> 108 ( 16)
 16 --> 134 ( 36)
 16 --> 138 ( 34)
 16 --> 141 ( 20)
 16 --> 168 ( 13)
 17 --> 115 ( 26)
 18 -->  84 ( 34)
 18 --> 141 ( 11)
 18 --> 143 ( 25)
 19 -->  75 ( 32)
 20 -->   1 ( 12)
 21 -->  99 ( 22)
 22 --> 177 ( 24)
 23 -->  41 ( 33)
 24 --> 194 ( 26)
 25 -->  36 ( 23)
 25 -->  57 ( 16)
 25 --> 205 ( 27)
 26 --> 149 ( 32)
 27 -->  49 ( 26)
 28 --> 147 ( 25)
 29 -->  32 ( 34)
 29 -->  57 ( 10)
 29 --> 107 ( 32)
 29 --> 173 ( 22)
 29 --> 180 ( 18)
 30 --> 179 ( 20)
 31 --> 138 ( 21)
 31 --> 205 ( 27)
 32 --> 140 ( 30)
 32 --> 159 ( 37)
 32 --> 190 ( 17)
 32 --> 198 ( 21)
 33 -->  19 ( 41)
 34 --> 121 ( 23)
 35 -->  98 ( 22)
 36 -->  64 ( 26)
 36 --> 163 ( 22)
 37 -->  36 ( 33)
 37 --> 170 ( 28)
 38 --> 162 ( 27)
 39 -->  24 ( 40)
 40 --> 124 ( 12)
 41 -->  86 (  9)
 42 -->   7 ( 16)
 42 -->  14 ( 19)
 42 -->  25 ( 29)
 42 --> 100 ( 29)
 42 --> 104 ( 23)
 42 --> 219 ( 11)
 43 -->  10 ( 30)
 43 -->  17 ( 40)
 43 -->  50 ( 15)
 43 --> 138 ( 26)
 43 --> 187 ( 19)
 44 --> 176 ( 17)
 45 -->  80 ( 37)
 46 --> 106 ( 33)
 47 --> 202 ( 17)
 48 -->  31 ( 28)
 48 --> 102 ( 12)
 48 --> 219 ( 29)
 49 --> 161 ( 35)
 50 -->  14 ( 31)
 50 -->  16 ( 26)
 50 -->  57 ( 17)
 50 --> 104 ( 33)
