WEIGHTED DIGRAPH 206 386:
  0 --> 142 ( 26)
  1 -->  49 ( 15)
  2 --> 104 ( 23)
  2 --> 185 ( 33)
  3 -->  68 ( 41)
  4 -->  54 ( 16)
  5 -->  84 ( 20)
  6 -->  96 ( 30)
  7 -->  92 ( 17)
  8 -->  70 ( 16)
  8 --> 137 ( 28)
  8 --> 203 ( 25)
  9 -->  37 ( 29)
 10 -->  39 ( 34)
 11 -->  44 ( 29)
 12 --> 161 ( 32)
 13 -->  38 ( 21)
 14 --> 166 ( 27)
 15 --> 203 ( 33)
 16 -->  24 ( 31)
 17 -->   2 ( 32)
 17 -->  73 ( 18)
 17 -->  98 ( 28)
 17 --> 108 ( 25)
 17 --> 134 ( 21)
 17 --> 170 ( 31)
 17 --> 172 (  4)
 18 -->  70 ( 17)
 18 -->  85 ( 23)
 18 -->  96 ( 39)
 18 --> 181 ( 24)
 18 --> 205 ( 24)
 19 -->  33 ( 29)
 20 -->  57 ( 24)
 21 --> 174 ( 21)
 22 -->  18 ( 15)
 22 -->  39 ( 27)
 22 --> 108 ( 11)
 22 --> 134 ( 36)
 22 --> 169 ( 34)
 22 --> 185 ( 25)
 23 -->   2 ( 26)
 23 -->  34 ( 15)
 23 -->  87 ( 38)
 23 --> 104 ( 19)
 23 --> 118 ( 28)
 23 --> 175 ( 20)
 24 --> 202 ( 30)
 25 --> 106 ( 26)
 26 --> 134 ( 20)
 27 --> 163 ( 24)
 28 --> 147 ( 24)
 29 --> 126 ( 29)
 30 --> 182 ( 27)
 31 --> 117 ( 25)
 32 -->  89 ( 18)
 33 --> 167 ( 31)
 35 --> 160 ( 20)
 36 -->  99 ( 27)
 37 -->  93 ( 30)
 38 -->  95 ( 26)
 39 -->   2 ( 38)
 39 -->   6 ( 29)
 39 -->  34 ( 24)
 39 -->  36 ( 17)
 39 -->  46 ( 42)
 39 -->  85 ( 18)
 39 -->  87 ( 16)
 39 --> 121 ( 23)
 39 --> 137 ( 24)
 40 -->  17 ( 25)
 40 -->  70 ( 22)
 40 --> 154 ( 25)
 40 --> 169 ( 12)
 40 --> 203 ( 39)
 41 --> 201 ( 28)
 42 --> 196 ( 36)
 43 --> 125 ( 16)
 44 -->  91 ( 24)
 45 -->  17 ( 37)
 45 -->  70 (  4)
 45 --> 128 ( 19)
 46 -->  12 ( 13)
 47 --> 178 ( 27)
 48 --> 135 ( 24)
 49 -->  51 ( 26)
 50 --> 180 ( 42)
 51 --> 195 ( 31)
 52 --> 186 ( 28)
 53 --> 187 ( 27)
 54 --> 122 ( 30)
 55 -->  25 ( 27)
 56 -->  63 ( 34)
 56 -->  65 (  8)
 56 -->  73 ( 21)
 56 --> 201 ( 31)
 57 --> 165 ( 38)
 58 -->  90 ( 12)
 59 -->  28 ( 21)
 60 --> 193 ( 11)
 61 -->  10 ( 17)
 62 -->  70 (  6)
 62 --> 115 ( 22)
 62 --> 183 ( 17)
 63 -->  40 ( 40)
 63 -->  45 ( 14)
 63 -->  87 ( 42)
 63 --> 121 ( 45)
 63 --> 181 ( 23)
 63 --> 201 ( 27)
 64 -->  53 ( 18)
 65 -->  98 ( 30)
 65 --> 109 ( 26)
 65 --> 175 ( 12)
 65 --> 201 ( 33)
 65 --> 203 ( 11)
 66 --> 197 ( 22)
 67 --> 102 ( 31)
 67 --> 109 ( 33)
 67 --> 128 ( 26)
 68 --> 120 ( 28)
 69 --> 183 ( 36)
 70 -->  21 ( 22)
 70 -->  23 ( 24)
 70 -->  34 ( 29)
 70 --> 102 ( 31)
 70 --> 112 ( 32)
 71 --> 179 ( 15)
 72 -->  78 ( 14)
 73 -->  70 ( 29)
 73 --> 119 ( 32)
 73 --> 153 ( 23)
 73 --> 175 ( 29)
 73 --> 203 ( 12)
 74 -->  97 (  9)
 75 --> 132 ( 22)
 76 --> 157 ( 22)
 77 --> 144 ( 15)
 78 --> 137 ( 24)
 79 -->  20 ( 23)
 80 --> 198 (  9)
 81 -->  80 ( 21)
 82 -->  63 ( 28)
 82 --> 115 ( 21)
 83 -->  77 ( 39)
 84 --> 204 ( 28)
 85 -->   2 ( 34)
 85 -->  23 ( 20)
 85 -->  62 ( 22)
 85 --> 108 ( 32)
 85 --> 166 ( 14)
 85 --> 175 ( 10)
 85 --> 203 ( 30)
 86 -->  16 ( 22)
 87 -->   2 ( 21)
 87 -->  14 ( 15)
 87 --> 183 ( 22)
 88 -->  75 ( 39)
 89 -->  43 ( 20)
 90 -->  55 ( 28)
 91 --> 143 ( 23)
 92 --> 139 ( 28)
 93 -->  83 ( 35)
 94 --> 110 ( 29)
 95 -->  35 ( 33)
 96 -->  40 ( 24)
 96 -->  70 ( 18)
 96 --> 166 ( 33)
 97 -->  60 ( 40)
 98 -->  56 ( 30)
 98 --> 191 ( 21)
 99 --> 141 ( 26)
100 --> 164 ( 30)
101 --> 133 ( 14)
103 --> 112 ( 41)
103 --> 166 ( 30)
103 --> 185 ( 15)
103 --> 192 ( 22)
103 --> 205 ( 36)
104 -->  26 ( 29)
104 -->  98 ( 31)
104 --> 170 ( 21)
105 --> 129 ( 29)
105 --> 166 ( 34)
106 -->  48 (  8)
107 -->  29 ( 19)
108 -->  14 ( 36)
108 -->  56 ( 35)
108 --> 205 ( 11)
109 -->  17 ( 11)
109 -->  96 ( 23)
109 --> 118 ( 21)
109 --> 121 ( 32)
109 --> 128 ( 27)
109 --> 192 ( 21)
110 -->  39 ( 23)
111 --> 188 ( 21)
112 -->  22 ( 23)
112 -->  26 ( 19)
112 -->  45 ( 28)
112 -->  82 ( 28)
113 -->  66 ( 32)
114 --> 190 ( 43)
116 --> 177 ( 23)
117 --> 158 ( 23)
118 -->   8 ( 21)
118 -->  40 ( 32)
118 --> 105 ( 26)
118 --> 112 ( 25)
118 --> 175 ( 21)
119 -->   6 ( 37)
119 -->  23 ( 21)
119 -->  39 ( 30)
119 --> 102 ( 20)
119 --> 201 ( 29)
120 --> 101 ( 24)
121 -->   2 ( 15)
121 -->  22 ( 32)
121 --> 185 ( 32)
