WEIGHTED DIGRAPH 218 398:
  0 -->  80 ( 12)
  0 --> 110 ( 25)
  0 --> 131 ( 30)
  0 --> 181 ( 34)
  1 --> 161 ( 21)
  2 --> 205 ( 19)
  3 -->   9 ( 22)
  4 --> 179 ( 30)
  5 --> 168 ( 34)
  6 --> 151 ( 17)
  7 -->  53 ( 18)
  8 -->  27 ( 14)
  8 -->  40 ( 36)
  8 -->  82 (  8)
  8 --> 119 ( 21)
  8 --> 125 ( 29)
  8 --> 133 ( 18)
  9 --> 142 ( 32)
 10 -->  38 ( 16)
 11 -->  87 ( 26)
 11 --> 160 ( 23)
 12 -->  36 ( 18)
 13 -->  62 ( 29)
 14 -->  90 ( 39)
 15 --> 177 ( 20)
 16 -->  33 ( 36)
 17 -->   6 ( 43)
 18 -->  11 ( 28)
 18 -->  27 ( 11)
 18 -->  88 ( 32)
 18 --> 108 ( 14)
 19 -->  79 ( 20)
 19 --> 147 ( 13)
 20 -->  73 ( 14)
 20 --> 126 ( 31)
 21 -->  25 ( 27)
 22 -->  69 ( 39)
 23 --> 199 ( 22)
 24 -->  23 ( 26)
 25 -->  99 ( 25)
 26 --> 191 ( 21)
 27 -->  94 ( 17)
 27 --> 112 ( 21)
 27 --> 134 ( 15)
 27 --> 136 ( 34)
 27 --> 152 ( 19)
 28 -->  55 ( 17)
 28 -->  92 ( 22)
 28 -->  94 ( 20)
 28 --> 101 ( 46)
 28 --> 108 ( 17)
 29 -->  58 ( 22)
 30 -->  89 ( 37)
 31 --> 163 ( 22)
 32 -->  12 ( 25)
 33 -->  64 ( 16)
 34 -->  84 ( 20)
 35 --> 104 ( 31)
 36 -->  42 ( 33)
 37 -->  77 ( 32)
 38 --> 135 ( 26)
 39 -->  30 ( 30)
 39 --> 101 ( 36)
 39 --> 112 ( 13)
 39 --> 152 ( 18)
 39 --> 162 ( 29)
 39 --> 183 ( 12)
 40 -->  80 ( 24)
 40 --> 131 ( 11)
 40 --> 163 ( 26)
 41 -->  47 ( 30)
 42 --> 171 ( 12)
 43 -->  44 ( 13)
 44 --> 121 ( 26)
 45 -->  40 ( 25)
 45 --> 152 ( 23)
 46 --> 167 ( 19)
 47 --> 128 (  9)
 48 --> 114 ( 31)
 49 -->  24 ( 31)
 50 -->  22 ( 28)
 51 -->   0 ( 17)
 51 -->  17 ( 22)
 51 -->  61 ( 20)
 51 -->  90 ( 31)
 51 --> 118 ( 19)
 51 --> 139 ( 26)
 51 --> 143 ( 35)
 51 --> 152 ( 28)
 52 --> 111 ( 17)
 53 --> 156 ( 19)
 54 --> 103 ( 32)
 55 --> 110 ( 25)
 56 -->  54 ( 19)
 57 -->  91 ( 27)
 58 -->   4 ( 17)
 59 --> 113 ( 38)
 60 --> 173 ( 27)
 61 -->   8 ( 14)
 61 -->  87 ( 17)
 61 --> 139 ( 28)
 61 --> 147 ( 11)
 62 --> 141 ( 30)
 63 -->  78 ( 20)
 64 --> 166 ( 24)
 65 -->  40 ( 20)
 65 -->  61 ( 19)
 65 -->  87 ( 28)
 65 --> 101 ( 31)
 65 --> 102 ( 10)
 65 --> 126 ( 23)
 65 --> 183 ( 16)
 66 -->  50 ( 25)
 67 -->  28 ( 21)
 67 -->  61 ( 21)
 67 -->  65 ( 40)
 67 -->  88 ( 37)
 67 --> 100 ( 31)
 68 -->  32 ( 31)
 69 -->   2 (  8)
 70 -->  97 ( 22)
 71 --> 182 ( 10)
 72 --> 207 ( 23)
 73 -->   8 ( 24)
 73 -->  45 ( 30)
 73 -->  79 ( 15)
 73 --> 194 ( 24)
 74 -->   0 ( 30)
 74 -->  61 ( 23)
 74 -->  94 ( 18)
 74 --> 118 ( 21)
 74 --> 147 ( 28)
 74 --> 152 ( 13)
 75 -->  16 ( 17)
 76 -->  90 ( 27)
 77 -->  93 ( 23)
 78 -->  86 ( 27)
 79 -->   0 ( 23)
 79 --> 162 ( 28)
 79 --> 182 ( 26)
 80 -->  74 ( 36)
 80 --> 108 ( 26)
 80 --> 126 ( 17)
 80 --> 136 ( 30)
 80 --> 181 ( 15)
 81 -->  49 ( 19)
 82 -->  79 ( 18)
 82 -->  88 ( 26)
 82 --> 136 ( 28)
 82 --> 163 ( 40)
 83 -->  13 ( 35)
 83 -->  27 ( 27)
 83 -->  39 ( 28)
 83 -->  87 ( 12)
 83 --> 163 ( 25)
 83 --> 190 ( 13)
 84 --> 188 ( 25)
 85 --> 146 ( 19)
 86 --> 164 ( 26)
 87 -->  18 ( 10)
 87 --> 119 ( 33)
 87 --> 133 ( 17)
 88 -->  20 ( 22)
 88 --> 131 ( 17)
 88 --> 139 ( 20)
 88 --> 213 ( 20)
 89 -->  63 ( 36)
 90 -->  67 ( 26)
 90 -->  75 ( 36)
 90 -->  82 ( 16)
 90 --> 139 ( 17)
 90 --> 162 ( 27)
 91 --> 115 ( 28)
 92 -->  55 (  7)
 92 -->  94 ( 42)
 92 --> 174 ( 29)
 93 --> 184 ( 30)
 94 -->   0 ( 37)
 94 --> 152 ( 41)
 95 --> 158 ( 27)
 96 --> 176 ( 28)
 97 -->  66 ( 24)
 98 -->  26 ( 14)
 99 -->  70 ( 26)
100 -->  28 ( 30)
101 -->   0 ( 19)
101 -->  27 ( 17)
101 --> 127 (  5)
101 --> 134 ( 12)
101 --> 162 ( 26)
101 --> 181 ( 40)
102 -->  14 ( 40)
102 -->  92 ( 22)
102 --> 110 ( 22)
102 --> 125 ( 26)
102 --> 194 ( 19)
103 --> 203 ( 32)
104 --> 169 ( 23)
105 --> 192 ( 24)
106 -->  31 ( 20)
107 --> 116 ( 18)
108 -->  94 ( 23)
108 --> 112 ( 37)
108 --> 133 ( 28)
108 --> 154 ( 15)
109 -->  98 ( 18)
110 -->  10 ( 10)
110 -->  83 ( 25)
111 --> 129 ( 33)
112 -->  19 ( 12)
112 -->  55 ( 25)
112 -->  67 ( 11)
112 --> 143 ( 18)
113 --> 149 ( 30)
114 -->  21 ( 27)
115 --> 216 ( 33)
116 -->  59 ( 28)
117 -->  14 ( 15)
117 -->  39 ( 11)
117 -->  61 ( 28)
117 --> 102 ( 38)
117 --> 118 ( 42)
117 --> 162 ( 26)
117 --> 181 ( 16)
118 -->  18 ( 34)
118 -->  67 ( 22)
118 --> 108 ( 41)
118 --> 110 ( 27)
118 --> 194 ( 29)
119 -->  20 ( 26)
119 -->  92 ( 39)
119 --> 154 ( 16)
119 --> 162 ( 26)
120 -->  46 ( 25)
121 --> 107 ( 21)
122 --> 106 ( 31)
123 -->  85 ( 40)
124 --> 193 ( 32)
125 -->  88 ( 25)
125 --> 147 ( 20)
125 --> 154 ( 20)
126 --> 147 ( 39)
127 -->   8 ( 15)
127 -->  65 ( 19)
127 -->  83 ( 35)
127 -->  87 ( 19)
127 --> 152 ( 13)
128 --> 196 ( 32)
129 -->  83 ( 25)
130 --> 214 ( 11)
131 -->  27 ( 20)
131 -->  87 ( 45)
131 --> 119 ( 31)
131 --> 127 ( 20)
131 --> 139 ( 34)
132 -->  56 ( 11)
133 -->  27 ( 26)
133 -->  45 ( 22)
133 -->  79 ( 15)
133 --> 139 ( 26)
134 -->  45 ( 29)
134 -->  51 ( 30)
134 --> 118 ( 25)
134 --> 194 ( 21)
135 -->  41 ( 32)
136 -->  61 ( 18)
136 --> 213 ( 26)
137 --> 130 (  6)
138 --> 144 ( 22)
139 -->   1 ( 30)
139 -->  65 ( 29)
140 --> 195 ( 24)
141 --> 208 ( 36)
142 --> 211 ( 21)
143 -->  19 ( 16)
144 --> 165 ( 27)
145 --> 157 ( 36)
146 --> 189 ( 33)
147 -->  27 ( 22)
147 -->  40 ( 25)
147 -->  79 ( 16)
147 --> 100 ( 25)
147 --> 118 ( 10)
147 --> 194 ( 15)
148 --> 120 ( 36)
149 -->  83 ( 24)
150 --> 155 ( 31)
151 --> 145 ( 15)
152 -->  82 ( 37)
152 --> 134 ( 19)
153 --> 123 ( 12)
154 -->  14 ( 33)
154 --> 100 ( 28)
154 --> 126 ( 26)
154 --> 136 ( 27)
155 --> 186 ( 19)
156 -->  81 (  8)
157 --> 180 ( 23)
158 --> 150 ( 10)
159 --> 153 ( 33)
160 -->  45 ( 23)
160 -->  73 ( 17)
160 -->  94 ( 11)
160 --> 126 ( 45)
160 --> 143 (  9)
161 --> 178 ( 28)
162 -->  27 ( 15)
162 -->  28 ( 24)
162 -->  40 ( 33)
162 --> 143 ( 25)
162 --> 152 ( 23)
163 -->  20 ( 28)
163 -->  73 ( 26)
163 -->  90 ( 21)
163 --> 112 ( 36)
163 --> 118 ( 24)
163 --> 125 ( 29)
163 --> 162 ( 18)
163 --> 197 ( 35)
164 --> 204 ( 13)
165 -->  43 ( 30)
166 --> 137 ( 17)
167 --> 206 ( 24)
168 --> 215 ( 31)
169 --> 185 ( 11)
170 --> 109 ( 21)
171 -->  29 ( 19)
172 -->  96 ( 31)
173 -->  37 ( 23)
174 -->  27 ( 44)
174 -->  39 ( 34)
174 --> 152 ( 31)
175 -->  52 ( 23)
176 --> 105 ( 19)
177 --> 212 ( 21)
178 -->   7 ( 16)
179 --> 201 ( 24)
180 --> 210 ( 14)
181 -->  51 ( 23)
181 --> 143 ( 28)
182 -->  18 ( 23)
182 -->  27 ( 31)
182 -->  90 ( 33)
182 --> 101 ( 29)
182 --> 117 ( 28)
182 --> 126 ( 29)
182 --> 217 ( 27)
183 -->  18 ( 34)
183 -->  79 ( 17)
183 -->  83 ( 16)
183 --> 101 ( 37)
183 --> 127 ( 33)
183 --> 213 ( 33)
184 --> 140 (  9)
185 --> 175 (  9)
186 -->  15 ( 22)
187 -->  45 ( 26)
187 -->  92 ( 16)
187 -->  94 ( 21)
187 --> 134 ( 21)
188 --> 172 ( 14)
189 --> 139 ( 28)
190 --> 170 ( 41)
191 --> 148 ( 26)
192 --> 122 ( 22)
193 --> 132 ( 30)
194 -->  27 ( 26)
194 -->  90 ( 18)
194 -->  94 ( 20)
194 --> 162 ( 35)
195 --> 198 ( 33)
196 --> 202 ( 30)
197 --> 138 ( 12)
198 -->  39 ( 21)
199 -->  76 ( 17)
200 --> 124 ( 21)
201 -->  35 ( 29)
202 -->   3 ( 22)
203 --> 209 ( 33)
204 -->   5 ( 32)
205 -->  72 ( 18)
206 -->  34 ( 28)
207 -->  57 ( 11)
208 --> 200 ( 30)
209 -->  71 ( 13)
210 -->  60 ( 34)
211 -->  48 ( 12)
212 --> 159 ( 22)
213 -->  11 ( 17)
213 -->  20 ( 34)
213 -->  21 ( 22)
213 -->  61 ( 21)
213 -->  83 ( 24)
213 -->  90 ( 35)
214 -->  95 ( 29)
215 -->  51 ( 27)
216 --> 110 ( 23)
217 -->  68 ( 22)
