WEIGHTED DIGRAPH 210 390:
  0 -->  46 ( 30)
  1 -->   2 ( 48)
  2 -->  93 ( 36)
  3 -->  13 ( 30)
  3 -->  20 ( 24)
  3 -->  43 ( 41)
  4 -->  21 (  7)
  4 --> 167 ( 12)
  4 --> 207 ( 27)
  5 --> 126 ( 15)
  6 --> 172 ( 23)
  7 -->   6 ( 24)
  7 -->  20 ( 30)
  7 --> 207 ( 28)
  8 -->  61 ( 25)
  9 --> 125 ( 22)
 10 --> 152 ( 11)
 11 -->  69 (  9)
 11 -->  94 ( 17)
 11 --> 122 ( 34)
 11 --> 153 ( 35)
 11 --> 160 ( 16)
 12 --> 178 ( 38)
 12 --> 207 ( 22)
 13 -->   4 ( 34)
 13 -->   7 ( 23)
 13 -->  74 ( 19)
 13 -->  94 ( 19)
 13 --> 153 ( 23)
 13 --> 165 ( 31)
 14 --> 128 ( 20)
 15 --> 149 ( 23)
 16 -->  75 ( 41)
 17 -->  41 ( 31)
 17 --> 166 ( 19)
 18 -->  13 ( 33)
 18 -->  41 ( 23)
 18 -->  66 ( 12)
 18 --> 113 ( 32)
 18 --> 166 ( 15)
 18 --> 176 ( 27)
 19 -->   6 ( 34)
 19 -->  62 ( 20)
 19 -->  66 ( 27)
 19 -->  73 ( 25)
 19 --> 151 ( 22)
 19 --> 199 ( 26)
 19 --> 201 ( 37)
 20 -->  17 ( 26)
 21 -->   3 ( 14)
 21 --> 153 ( 21)
 21 --> 178 ( 28)
 22 -->  52 ( 18)
 23 --> 110 ( 24)
 24 -->  98 ( 41)
 25 --> 188 ( 25)
 26 --> 190 ( 40)
 27 -->  43 ( 17)
 27 -->  63 ( 24)
 27 -->  71 ( 38)
 27 --> 103 ( 42)
 27 --> 135 ( 37)
 28 -->  96 ( 27)
 29 --> 121 ( 15)
 30 --> 208 ( 18)
 31 -->  42 ( 20)
 31 -->  65 ( 29)
 31 -->  79 ( 19)
 31 --> 191 ( 34)
 32 -->   5 ( 40)
