WEIGHTED DIGRAPH 186 366:
  0 -->  94 ( 14)
  0 --> 105 ( 15)
  0 --> 119 ( 20)
  0 --> 137 ( 28)
  0 --> 145 ( 22)
  1 -->   7 ( 25)
  2 -->  71 ( 18)
  3 -->  49 ( 26)
  4 -->  54 ( 16)
  5 -->  50 ( 30)
  6 -->  57 ( 26)
  6 -->  65 ( 19)
  7 -->  19 ( 24)
  8 --> 184 ( 21)
  9 -->  65 ( 42)
 10 -->   2 ( 17)
 11 -->   0 ( 25)
 11 -->  81 ( 34)
 11 -->  91 ( 42)
 11 --> 110 ( 28)
 11 --> 153 ( 22)
 12 -->  17 ( 31)
 12 -->  41 ( 30)
 12 -->  64 ( 23)
 12 -->  70 ( 18)
 12 --> 157 ( 39)
 13 -->  83 ( 15)
 14 --> 136 ( 27)
 15 --> 169 ( 18)
 16 -->   6 ( 24)
 16 -->  53 ( 17)
 16 -->  72 ( 29)
 16 --> 162 ( 25)
 17 -->   6 ( 15)
 17 -->  22 ( 19)
 17 -->  53 ( 40)
 17 -->  57 ( 36)
 17 --> 104 ( 21)
 17 --> 157 ( 18)
 18 -->  13 ( 20)
 19 -->  66 ( 37)
 20 -->   0 ( 29)
 20 -->  27 ( 34)
 20 -->  68 ( 18)
 20 --> 105 ( 26)
 20 --> 106 ( 35)
 20 --> 111 ( 13)
 20 --> 116 ( 32)
 21 --> 101 ( 11)
 22 -->   6 ( 36)
 22 --> 142 ( 31)
 23 --> 111 ( 32)
 24 -->   8 ( 31)
 25 --> 125 ( 33)
 26 -->   1 ( 21)
 27 -->  55 ( 37)
 27 -->  66 ( 22)
 27 --> 135 ( 22)
 27 --> 145 ( 27)
 27 --> 159 ( 35)
 28 -->  23 ( 26)
 29 -->  32 ( 14)
 30 -->  55 (  3)
 30 --> 111 ( 39)
 30 --> 120 ( 20)
 31 --> 141 ( 22)
 32 --> 122 ( 21)
 33 -->  24 ( 20)
 34 -->  26 ( 42)
 35 --> 173 ( 25)
 36 --> 137 ( 18)
 37 --> 171 ( 32)
 38 -->   0 ( 30)
 38 -->  65 ( 18)
 38 -->  91 ( 25)
 38 --> 116 ( 31)
 38 --> 120 ( 10)
 38 --> 150 ( 19)
 38 --> 153 ( 25)
 38 --> 181 ( 38)
 39 --> 140 ( 30)
 40 -->  61 ( 16)
 41 --> 106 ( 28)
 41 --> 108 ( 16)
 41 --> 114 ( 19)
 42 -->  25 ( 35)
 43 --> 102 ( 29)
 44 --> 168 ( 40)
 45 --> 161 ( 26)
 46 --> 180 ( 34)
 47 --> 163 ( 29)
 48 -->  21 ( 20)
 49 -->  14 ( 31)
 50 --> 127 ( 34)
 51 -->  47 ( 30)
 52 -->  31 ( 32)
 53 -->   6 ( 16)
 53 -->  11 ( 25)
 53 -->  68 ( 17)
 53 --> 116 ( 28)
 54 -->  33 ( 20)
 55 -->  70 ( 36)
 56 --> 166 (  5)
 57 -->  60 ( 23)
 57 -->  74 ( 32)
 57 -->  98 ( 20)
 57 --> 110 ( 18)
 57 --> 135 ( 39)
 57 --> 173 ( 37)
 58 -->  18 ( 25)
 59 --> 113 ( 28)
 60 -->  62 ( 33)
 61 --> 115 ( 25)
 62 -->  76 ( 16)
 63 -->  28 ( 27)
 64 -->  81 ( 20)
 64 -->  82 ( 38)
 64 -->  92 ( 18)
 64 --> 135 ( 36)
 64 --> 177 ( 33)
 65 -->  11 ( 22)
 65 -->  68 ( 30)
 65 --> 100 ( 13)
 65 --> 153 ( 19)
 65 --> 159 ( 25)
 66 -->  96 ( 33)
 67 --> 143 ( 35)
 68 -->  12 ( 26)
 68 -->  27 ( 24)
 68 -->  78 ( 29)
 68 -->  91 ( 29)
 68 --> 173 ( 32)
 69 -->  51 ( 22)
 70 -->  38 ( 32)
 70 -->  91 ( 32)
 70 --> 100 ( 31)
 70 --> 105 ( 40)
 70 --> 108 ( 31)
 70 --> 111 ( 32)
 71 --> 109 ( 28)
 72 --> 147 ( 33)
 72 --> 153 ( 16)
 72 --> 162 ( 32)
 73 -->  30 ( 27)
 73 -->  98 ( 25)
 73 --> 145 ( 24)
 73 --> 150 ( 17)
 74 -->  70 ( 33)
 75 --> 167 ( 15)
 76 --> 149 ( 22)
 77 --> 160 ( 11)
 78 -->  38 ( 31)
 78 --> 159 ( 30)
 78 --> 164 ( 38)
 79 -->  35 ( 23)
 80 -->  48 ( 24)
 81 -->  55 ( 22)
 81 --> 142 ( 28)
 81 --> 176 ( 29)
 82 -->   6 ( 25)
 82 -->  72 ( 38)
 82 --> 153 ( 13)
 83 --> 175 ( 30)
 84 -->  81 ( 39)
 85 -->  97 ( 30)
 86 -->  29 ( 37)
 87 --> 118 ( 38)
 88 --> 185 ( 22)
 89 -->  67 ( 16)
 90 --> 132 ( 32)
 91 -->   0 (  8)
 91 -->  55 ( 43)
 91 -->  84 ( 11)
 91 --> 159 ( 30)
 92 -->  85 ( 17)
 93 --> 138 ( 26)
 94 -->  93 ( 31)
 95 --> 108 ( 21)
 95 --> 116 ( 17)
 95 --> 181 ( 29)
 96 --> 172 ( 26)
 97 --> 182 ( 22)
 98 --> 137 ( 18)
 99 -->  46 ( 10)
100 -->  73 ( 41)
100 --> 145 ( 38)
100 --> 162 ( 19)
101 --> 131 ( 18)
102 --> 170 ( 21)
103 --> 158 ( 28)
104 -->  70 ( 33)
104 -->  95 ( 34)
104 --> 150 ( 37)
105 -->  82 ( 23)
105 --> 104 ( 25)
105 --> 142 ( 32)
105 --> 145 ( 23)
105 --> 157 ( 10)
105 --> 159 ( 24)
105 --> 176 ( 21)
105 --> 181 ( 29)
106 -->   0 ( 16)
106 -->   6 ( 27)
106 -->  11 ( 30)
106 -->  73 ( 20)
106 -->  80 ( 35)
106 -->  84 ( 35)
107 --> 123 ( 16)
108 -->   6 ( 26)
108 -->  17 ( 32)
108 -->  66 ( 27)
108 -->  98 (  5)
108 --> 137 (  5)
108 --> 150 (  7)
108 --> 177 ( 21)
108 --> 183 ( 35)
109 -->  75 ( 29)
110 -->   4 ( 25)
110 -->  78 ( 38)
111 -->  27 (  4)
111 -->  58 ( 19)
111 --> 116 ( 34)
111 --> 183 ( 30)
112 -->  15 ( 27)
113 --> 124 ( 23)
114 -->  17 ( 15)
114 -->  53 ( 34)
114 -->  78 ( 22)
114 -->  98 ( 23)
114 --> 119 ( 38)
114 --> 153 ( 32)
114 --> 176 ( 27)
115 --> 133 ( 31)
116 -->  12 ( 23)
116 -->  22 ( 18)
116 -->  41 ( 30)
116 --> 150 ( 41)
117 -->  59 ( 29)
118 --> 103 ( 17)
119 -->   9 ( 39)
119 -->  11 ( 23)
119 -->  84 ( 27)
119 -->  95 ( 21)
120 --> 159 ( 17)
121 -->  57 ( 13)
122 --> 134 ( 20)
123 --> 110 (  8)
124 -->  43 ( 34)
125 --> 130 ( 16)
126 --> 179 ( 25)
127 --> 129 ( 22)
128 -->  42 ( 24)
129 -->  87 ( 34)
130 -->  40 ( 16)
131 --> 146 ( 29)
132 -->  45 ( 25)
133 --> 178 ( 25)
134 -->  39 ( 22)
135 -->   0 ( 30)
135 --> 117 ( 17)
135 --> 142 ( 28)
135 --> 159 ( 26)
136 --> 144 ( 27)
137 -->  10 ( 30)
137 -->  41 ( 20)
137 -->  65 ( 24)
137 -->  72 ( 16)
137 --> 105 ( 29)
138 --> 154 ( 34)
139 --> 174 ( 18)
140 -->  88 ( 27)
141 -->  44 ( 21)
142 -->  16 ( 23)
142 -->  66 ( 24)
142 -->  73 ( 15)
142 -->  84 ( 32)
142 -->  95 ( 32)
142 --> 173 ( 43)
143 --> 112 ( 24)
144 -->  79 ( 23)
145 -->  11 ( 15)
145 -->  55 ( 18)
145 -->  84 ( 14)
145 --> 104 ( 13)
145 --> 119 ( 32)
146 -->   0 ( 28)
147 -->  74 ( 23)
147 -->  91 ( 20)
147 --> 104 ( 17)
147 --> 135 ( 32)
147 --> 162 ( 29)
148 --> 107 ( 39)
149 --> 155 ( 18)
150 -->  11 ( 22)
150 -->  22 ( 26)
150 -->  41 ( 13)
151 --> 148 ( 29)
152 -->   0 ( 14)
152 -->   9 ( 14)
152 -->  38 ( 11)
152 --> 104 ( 27)
152 --> 106 ( 12)
152 --> 145 ( 22)
153 -->   9 ( 21)
153 -->  17 ( 26)
153 -->  64 ( 15)
153 --> 108 ( 14)
153 --> 110 ( 25)
153 --> 142 ( 23)
153 --> 152 ( 20)
154 --> 126 ( 26)
155 -->   5 ( 27)
156 -->  69 ( 40)
157 -->   6 ( 36)
157 -->  38 ( 35)
157 -->  78 ( 44)
157 -->  91 ( 24)
157 --> 110 ( 41)
157 --> 119 ( 12)
158 -->  89 ( 33)
159 -->  70 ( 23)
159 --> 173 ( 16)
160 --> 106 ( 35)
161 -->  37 ( 28)
162 -->  78 ( 28)
162 --> 145 ( 26)
162 --> 164 ( 15)
163 -->  99 ( 32)
164 --> 114 ( 25)
165 -->   9 ( 18)
165 -->  27 ( 33)
165 -->  68 ( 26)
165 -->  98 ( 22)
165 --> 150 ( 14)
166 -->  63 ( 23)
167 --> 135 ( 25)
168 -->  56 ( 31)
169 -->  34 ( 24)
170 --> 156 ( 33)
171 --> 121 ( 21)
172 -->  86 ( 30)
173 -->  52 ( 37)
173 --> 120 ( 23)
174 --> 128 ( 20)
175 -->   3 ( 22)
176 -->  66 ( 20)
176 --> 145 ( 24)
177 -->  66 ( 30)
177 --> 104 ( 27)
177 --> 150 ( 19)
178 -->  77 ( 38)
179 --> 139 ( 30)
180 -->  36 ( 31)
181 -->  16 ( 12)
181 -->  17 ( 29)
181 -->  41 (  3)
181 -->  57 (  8)
181 --> 150 ( 13)
181 --> 153 ( 22)
182 --> 151 (  8)
183 -->  30 ( 32)
183 -->  41 ( 11)
183 --> 105 ( 31)
183 --> 116 ( 24)
184 -->  64 ( 27)
185 -->  90 ( 18)
