WEIGHTED DIGRAPH 240 420:
  0 --> 239 ( 26)
  1 -->  84 ( 25)
  2 --> 230 ( 33)
  3 -->  22 ( 21)
  4 --> 194 ( 27)
  5 -->  19 ( 32)
  5 -->  20 ( 23)
  5 -->  50 ( 21)
  5 --> 226 ( 34)
  6 --> 150 ( 26)
  7 -->  47 ( 34)
  8 --> 142 ( 24)
  9 --> 177 ( 26)
 10 --> 128 ( 15)
 11 --> 108 ( 36)
 12 --> 179 ( 22)
 13 -->   1 ( 12)
 14 -->  52 ( 23)
 15 -->  74 ( 17)
 16 --> 167 ( 21)
 17 --> 135 ( 39)
 18 --> 119 ( 33)
 19 -->  12 ( 18)
 19 -->  54 ( 26)
 19 -->  87 ( 32)
 19 -->  99 ( 26)
 19 --> 105 ( 23)
 19 --> 120 ( 29)
 19 --> 176 ( 14)
 19 --> 208 ( 26)
 20 --> 127 ( 17)
 20 --> 193 ( 31)
 20 --> 206 ( 27)
 21 --> 175 ( 27)
 22 -->  69 ( 32)
 23 -->  38 ( 13)
 24 -->  95 ( 18)
 25 -->  14 ( 20)
 26 -->   9 ( 38)
 27 --> 162 ( 29)
 28 -->  20 (  9)
 28 -->  73 ( 29)
 28 --> 157 ( 30)
 29 --> 122 ( 20)
 30 -->  12 ( 21)
 30 --> 105 ( 21)
 30 --> 149 ( 44)
 31 --> 110 ( 10)
 32 -->  29 ( 27)
 33 --> 172 ( 29)
 34 -->  46 ( 27)
 35 -->  11 (  4)
 36 -->   2 ( 38)
 37 -->  73 ( 33)
 37 -->  97 ( 20)
 37 --> 109 ( 18)
 38 --> 204 ( 26)
 39 --> 174 ( 15)
 40 -->  50 ( 19)
 40 --> 196 ( 28)
 41 -->  64 ( 37)
 42 -->  66 (  5)
 43 -->  12 ( 30)
 43 -->  45 ( 18)
 43 -->  50 ( 17)
 43 -->  88 ( 23)
 43 --> 104 ( 16)
 43 --> 139 ( 27)
 43 --> 206 ( 30)
 44 --> 191 ( 31)
 45 --> 125 ( 33)
 45 --> 174 ( 10)
 45 --> 233 ( 38)
 45 --> 235 ( 22)
 46 --> 143 ( 35)
 47 --> 171 ( 18)
 48 -->  93 ( 28)
 49 --> 214 ( 39)
 50 -->  37 ( 36)
 50 --> 139 ( 17)
 51 --> 228 ( 34)
 52 -->  33 ( 24)
 53 -->  19 ( 22)
 53 -->  85 ( 24)
 53 --> 193 ( 16)
 53 --> 197 ( 31)
 53 --> 211 ( 25)
 53 --> 236 ( 11)
 54 -->  30 ( 24)
 54 --> 116 ( 30)
 54 --> 193 ( 21)
 55 --> 221 ( 30)
 56 -->  44 (  7)
 57 -->  65 ( 35)
 58 -->   3 ( 27)
 59 --> 174 ( 27)
 59 --> 196 ( 13)
 59 --> 216 ( 11)
 59 --> 235 ( 13)
 60 -->  50 ( 25)
 60 --> 233 ( 18)
 61 --> 103 ( 19)
 62 --> 165 ( 35)
 63 -->  10 ( 28)
 64 -->  58 ( 23)
 65 -->  62 ( 18)
 66 -->  63 ( 25)
 67 -->  79 ( 16)
 68 --> 185 ( 19)
 69 -->   0 ( 31)
 70 -->  20 ( 32)
 71 --> 158 ( 33)
 72 --> 218 ( 21)
 73 --> 152 ( 29)
 73 --> 174 ( 25)
 74 -->  39 ( 29)
 75 -->  97 ( 21)
