WEIGHTED DIGRAPH 224 404:
  0 -->   3 ( 43)
  1 -->  39 ( 10)
  2 --> 196 ( 16)
  3 --> 100 ( 34)
  4 --> 189 ( 18)
  5 -->  28 ( 26)
  6 -->   9 ( 41)
  6 -->  20 ( 37)
  6 -->  23 ( 18)
  6 -->  55 ( 38)
  6 -->  70 ( 19)
  6 -->  78 ( 23)
  7 -->  64 ( 21)
  8 -->  10 ( 33)
  9 -->  35 ( 38)
  9 -->  50 ( 25)
  9 -->  80 ( 31)
  9 --> 179 ( 33)
  9 --> 216 ( 28)
 10 --> 108 ( 22)
 11 -->  95 ( 36)
 12 -->  56 ( 28)
 12 -->  63 (  9)
 12 -->  65 ( 22)
 12 -->  82 ( 21)
 12 --> 143 ( 42)
 12 --> 175 ( 23)
 12 --> 180 ( 32)
 13 -->  20 ( 27)
 13 -->  44 ( 29)
 13 -->  50 ( 36)
 13 -->  56 ( 35)
 13 -->  61 ( 11)
 13 -->  67 (  8)
 13 -->  97 ( 27)
 13 --> 175 ( 30)
 13 --> 181 ( 29)
 13 --> 188 ( 32)
 14 --> 215 ( 22)
 15 --> 123 ( 13)
 16 -->  79 ( 42)
 17 -->  47 ( 22)
 18 -->  99 ( 30)
 19 -->  11 ( 24)
 20 --> 152 ( 14)
 20 --> 160 ( 13)
 21 --> 158 ( 27)
 22 -->  50 ( 17)
 22 -->  70 ( 22)
 22 -->  80 ( 26)
 22 --> 198 ( 36)
 23 -->   9 ( 13)
 23 -->  22 ( 32)
 23 -->  93 ( 12)
 24 -->  90 ( 25)
 25 --> 201 ( 21)
 26 -->  36 ( 31)
 27 -->  33 ( 25)
 27 -->  93 ( 24)
 28 --> 206 (  7)
 29 -->  94 ( 37)
 29 --> 195 ( 38)
 30 -->  45 ( 16)
 31 --> 139 ( 15)
 32 --> 182 ( 38)
 33 -->  56 ( 22)
 33 -->  81 ( 43)
 33 --> 192 ( 38)
 34 --> 146 ( 29)
 35 -->  69 ( 27)
 36 -->  41 ( 19)
 37 --> 128 ( 24)
 38 --> 188 ( 27)
 39 -->  62 ( 23)
 40 --> 185 ( 29)
 41 --> 211 ( 18)
 42 -->  86 ( 33)
 43 --> 194 ( 19)
 44 -->  27 ( 19)
 44 -->  50 ( 36)
 44 -->  65 ( 31)
 45 -->  49 ( 27)
 46 --> 195 ( 41)
 47 -->  69 ( 25)
 48 --> 140 ( 30)
 49 -->  26 ( 38)
 50 -->  23 ( 23)
 50 -->  70 ( 27)
 50 -->  78 ( 19)
 50 --> 198 ( 25)
 50 --> 209 ( 28)
 51 --> 210 ( 40)
 52 --> 125 ( 19)
 53 --> 173 ( 12)
 54 --> 103 ( 23)
 55 --> 143 ( 28)
 55 --> 157 ( 31)
 55 --> 180 ( 13)
 56 -->  23 ( 35)
 56 -->  50 ( 23)
 56 -->  94 ( 19)
 56 --> 159 ( 25)
 56 --> 166 ( 29)
 56 --> 214 ( 28)
 57 --> 127 ( 28)
 58 -->   0 ( 31)
 59 --> 133 ( 18)
 60 --> 142 ( 28)
 61 -->  65 ( 16)
 61 -->  84 ( 30)
 61 --> 180 ( 27)
 62 -->  34 ( 32)
 63 -->  65 ( 24)
 63 -->  81 ( 16)
 63 -->  84 ( 17)
 64 --> 164 ( 16)
 65 --> 147 ( 29)
 66 --> 200 ( 35)
 67 -->  24 ( 20)
 68 -->  14 ( 26)
 69 -->   6 ( 33)
 69 --> 151 ( 19)
