WEIGHTED DIGRAPH 206 386:
  0 --> 166 ( 35)
  1 --> 102 ( 13)
  2 --> 114 ( 23)
  3 -->  81 ( 16)
  4 -->  48 ( 32)
  4 -->  62 ( 28)
  4 -->  95 ( 13)
  4 --> 146 ( 26)
  4 --> 200 ( 25)
  5 -->  18 ( 31)
  6 --> 112 ( 29)
  6 --> 134 ( 34)
  7 -->  54 ( 31)
  7 --> 156 ( 34)
  8 --> 176 ( 20)
  9 --> 196 ( 22)
 10 --> 186 ( 18)
 11 -->  14 ( 25)
 12 -->  19 ( 26)
 12 -->  48 ( 23)
 12 -->  57 ( 36)
 12 --> 104 ( 16)
 12 --> 163 ( 33)
 13 --> 110 ( 26)
 14 --> 134 ( 25)
 15 -->  91 ( 13)
 16 -->  95 ( 39)
 17 -->  79 ( 31)
 18 --> 161 ( 32)
 19 -->   6 ( 14)
 20 --> 112 ( 28)
 21 -->  23 ( 29)
 21 -->  34 ( 25)
 21 -->  48 (  6)
 21 -->  54 ( 17)
 21 --> 177 ( 33)
 21 --> 179 ( 19)
 22 -->  77 ( 24)
 23 --> 197 ( 22)
 24 --> 105 (  8)
 25 --> 108 ( 16)
 25 --> 160 ( 30)
 25 --> 174 ( 34)
 25 --> 201 ( 32)
 26 --> 111 (  6)
 26 --> 177 ( 29)
 26 --> 186 ( 13)
 27 -->  12 ( 16)
 27 --> 116 ( 20)
 27 --> 204 ( 29)
 28 -->  97 ( 38)
 29 -->  65 ( 12)
 30 -->  11 ( 25)
 31 -->  17 ( 14)
 32 --> 138 ( 22)
 33 --> 123 ( 27)
 34 --> 108 ( 24)
 34 --> 149 ( 21)
 35 --> 195 ( 31)
 36 -->  22 ( 22)
 37 -->  13 ( 27)
 38 --> 118 ( 18)
 39 --> 190 ( 26)
 40 -->  83 ( 16)
 41 --> 104 ( 29)
 41 --> 116 ( 21)
 41 --> 149 (  4)
 42 --> 143 ( 30)
 43 --> 178 ( 21)
 44 --> 147 ( 10)
 45 -->   6 ( 27)
 45 -->  25 ( 10)
 45 --> 174 ( 17)
 46 -->  92 ( 19)
 47 -->  28 ( 42)
 48 -->  86 ( 35)
 48 --> 204 ( 21)
 49 -->   3 ( 27)
 50 -->   7 ( 19)
 50 -->  25 ( 41)
 50 --> 174 ( 40)
 51 --> 173 ( 25)
 52 --> 196 ( 20)
 53 --> 170 ( 21)
 54 -->  55 ( 22)
 54 -->  74 ( 20)
 54 --> 104 ( 14)
 54 --> 160 ( 20)
 55 --> 101 ( 19)
 55 --> 115 ( 20)
 55 --> 174 ( 17)
 55 --> 177 ( 30)
 55 --> 182 ( 23)
 56 --> 153 ( 30)
 58 -->  53 ( 31)
 59 --> 155 ( 29)
 60 --> 100 ( 39)
 60 --> 146 ( 26)
 61 --> 179 ( 12)
 62 -->   7 ( 30)
 62 -->  19 ( 31)
 62 -->  50 ( 17)
 62 -->  74 ( 18)
 62 --> 174 ( 37)
 62 --> 177 ( 19)
 62 --> 200 ( 16)
 63 --> 151 ( 46)
 64 -->  68 ( 20)
 65 -->  63 ( 38)
 66 -->   0 ( 30)
 67 -->  25 ( 22)
 67 -->  27 ( 19)
 67 -->  48 ( 25)
 67 -->  62 ( 10)
 67 -->  73 ( 28)
 68 -->  49 ( 27)
 69 -->  48 ( 28)
 69 -->  55 ( 27)
 69 -->  95 ( 24)
 69 --> 107 ( 17)
 69 --> 111 ( 36)
 69 --> 198 ( 34)
 70 --> 171 ( 28)
 71 --> 121 ( 35)
 72 --> 128 ( 19)
 73 -->   7 ( 25)
 73 -->  27 ( 33)
 73 -->  74 ( 24)
 73 -->  90 ( 23)
 73 --> 112 ( 33)
 73 --> 200 ( 21)
 73 --> 204 ( 33)
 74 -->  12 ( 15)
 74 -->  48 ( 26)
 74 -->  55 ( 31)
 74 -->  57 ( 24)
 74 --> 182 ( 26)
 74 --> 191 ( 21)
 75 --> 180 ( 22)
 76 --> 103 ( 23)
 77 --> 113 ( 25)
 78 -->  51 ( 36)
 79 --> 164 ( 26)
 80 --> 168 ( 31)
 81 --> 126 ( 20)
 82 -->  86 ( 37)
 82 --> 152 ( 40)
 82 --> 160 ( 14)
 82 --> 174 (  9)
 83 --> 150 ( 15)
 84 -->  59 ( 30)
 85 --> 193 ( 28)
 86 -->   6 ( 25)
 86 -->  60 ( 21)
 86 -->  90 ( 16)
 86 --> 174 ( 40)
 86 --> 191 ( 29)
 86 --> 196 ( 18)
 87 -->  39 ( 25)
 88 -->  64 ( 21)
 89 --> 162 ( 14)
 91 --> 101 ( 22)
 92 -->  36 ( 42)
 93 --> 181 ( 17)
 94 --> 203 ( 34)
 95 -->  12 ( 34)
 95 -->  99 ( 18)
 95 --> 119 ( 36)
 95 --> 174 ( 28)
 96 --> 109 ( 23)
 97 --> 175 ( 28)
 98 --> 139 ( 20)
 99 -->  78 ( 13)
100 -->  26 ( 42)
100 -->  95 ( 14)
100 --> 201 ( 32)
101 -->  24 ( 29)
101 -->  45 ( 36)
101 -->  54 ( 26)
101 -->  57 ( 24)
101 --> 108 ( 26)
102 -->  46 ( 29)
103 -->  58 ( 16)
104 -->   6 ( 22)
