WEIGHTED DIGRAPH 196 376:
  0 --> 127 ( 16)
  1 -->  36 ( 27)
  2 -->  30 ( 23)
  3 -->  45 ( 30)
  3 -->  52 ( 16)
  3 --> 143 ( 25)
  4 -->  54 ( 23)
  5 -->  64 ( 17)
  6 -->  48 ( 33)
  6 --> 106 ( 10)
  6 --> 160 ( 11)
  6 --> 182 ( 24)
  7 -->  60 ( 25)
  8 --> 134 ( 31)
  9 -->  66 ( 27)
 10 --> 118 ( 26)
 10 --> 124 ( 27)
 10 --> 149 ( 44)
 11 -->  23 ( 18)
 11 --> 105 ( 18)
 12 -->  21 ( 16)
 13 -->  18 ( 18)
 13 -->  78 ( 24)
 13 --> 167 ( 19)
 13 --> 177 ( 37)
 14 --> 101 ( 20)
 15 -->  22 ( 35)
 16 --> 131 ( 30)
 17 -->  11 ( 23)
 17 -->  66 ( 17)
 18 -->  45 ( 33)
 18 -->  59 ( 27)
 18 -->  97 ( 45)
 18 --> 157 ( 23)
 19 --> 114 (  9)
 19 --> 123 ( 41)
 19 --> 172 ( 12)
 20 --> 159 ( 30)
 21 --> 126 ( 33)
 22 --> 108 ( 22)
 23 -->   2 ( 28)
 23 -->  17 ( 38)
 23 -->  48 ( 46)
 23 -->  78 ( 35)
 23 -->  94 ( 33)
 23 -->  97 ( 17)
 24 --> 166 ( 27)
 25 -->  53 ( 33)
 26 -->  89 ( 26)
 27 -->  93 ( 25)
 28 --> 169 (  8)
 29 -->  81 ( 17)
 30 -->  11 ( 42)
 30 -->  40 ( 36)
 30 -->  66 ( 20)
 30 --> 114 ( 41)
 30 --> 123 ( 29)
 30 --> 132 ( 17)
 31 -->  94 ( 21)
 31 --> 182 ( 20)
 32 -->  49 ( 26)
 33 -->  25 ( 43)
 34 --> 171 ( 22)
 35 -->  65 ( 29)
 36 --> 179 ( 16)
 37 --> 190 ( 27)
 38 -->  92 ( 11)
 39 --> 101 ( 24)
 39 --> 114 ( 26)
 39 --> 194 ( 20)
 40 -->  48 ( 12)
 41 --> 185 ( 30)
 42 -->  78 ( 24)
 43 --> 100 ( 21)
 44 -->  24 ( 28)
 45 -->  48 ( 19)
 45 -->  50 ( 37)
 45 --> 149 ( 28)
 45 --> 167 ( 25)
 46 -->  34 ( 16)
 47 --> 130 ( 32)
 48 -->  74 ( 11)
 48 -->  94 ( 22)
 48 --> 115 ( 28)
 48 --> 132 ( 24)
 48 --> 192 ( 23)
 49 -->  12 ( 33)
 50 -->  59 ( 19)
 50 -->  80 ( 19)
 50 --> 117 ( 15)
 50 --> 167 ( 25)
 50 --> 182 ( 11)
 51 -->  55 ( 40)
 52 -->  13 ( 36)
 52 -->  60 ( 32)
 52 -->  83 ( 25)
 52 -->  85 ( 26)
 52 -->  86 ( 35)
 52 --> 154 ( 34)
 52 --> 155 ( 19)
 53 -->  56 ( 21)
 54 -->  52 ( 29)
 55 -->   8 ( 21)
 56 -->   9 ( 30)
 57 -->   3 ( 39)
 57 --> 155 ( 25)
 58 --> 191 ( 29)
 59 -->   6 ( 27)
 59 -->  83 ( 24)
 59 --> 110 ( 31)
 59 --> 115 ( 12)
 59 --> 155 ( 42)
 59 --> 192 ( 16)
 60 -->  15 ( 34)
 60 -->  74 ( 35)
 60 -->  78 ( 36)
 60 -->  97 ( 24)
 60 --> 154 ( 24)
 60 --> 186 ( 25)
 61 --> 162 ( 29)
 62 --> 181 ( 21)
 63 --> 146 ( 27)
 64 --> 164 ( 37)
 65 --> 184 ( 29)
 66 -->  13 ( 17)
 66 -->  83 ( 32)
 66 --> 124 ( 21)
 66 --> 178 ( 30)
 67 -->  47 ( 17)
 68 -->  58 ( 20)
 69 -->  44 ( 31)
 70 -->  17 ( 24)
 70 -->  60 ( 40)
 71 -->  51 ( 39)
 72 --> 189 ( 32)
 73 --> 133 ( 17)
 74 -->  30 ( 37)
 74 -->  94 ( 23)
 74 --> 151 ( 18)
 74 --> 154 ( 17)
 74 --> 160 (  7)
 75 -->   7 ( 29)
 76 -->  88 ( 17)
 77 --> 150 ( 26)
 78 -->  10 ( 23)
 78 -->  71 ( 14)
 78 -->  83 ( 19)
 78 --> 139 ( 14)
