WEIGHTED DIGRAPH 228 408:
  0 -->  74 ( 27)
  1 -->   5 ( 27)
  1 -->  77 (  6)
  1 --> 100 ( 28)
  1 --> 142 ( 34)
  1 --> 223 ( 18)
  2 --> 159 ( 31)
  3 --> 199 ( 28)
  4 -->  64 ( 19)
  5 -->  83 ( 10)
  5 --> 123 ( 17)
  5 --> 185 ( 18)
  6 -->  93 ( 36)
  7 -->  94 ( 32)
  8 --> 130 ( 41)
  9 --> 188 ( 26)
 10 -->  58 ( 36)
 10 -->  86 ( 28)
 10 --> 111 ( 26)
 10 --> 118 ( 17)
 10 --> 152 ( 20)
 10 --> 153 ( 19)
 11 -->  88 ( 28)
 12 --> 139 ( 31)
 13 --> 133 ( 28)
 14 -->  22 ( 17)
 15 --> 202 ( 28)
 16 -->  18 ( 18)
 17 -->   9 ( 20)
 18 --> 158 ( 19)
 19 -->  39 ( 16)
 20 -->  26 ( 23)
 21 --> 134 ( 39)
 22 --> 149 ( 20)
 23 --> 198 ( 21)
 24 --> 211 ( 38)
 25 -->  69 ( 24)
 26 --> 131 ( 14)
 27 -->  88 ( 14)
 28 -->  78 ( 19)
 29 -->  90 ( 36)
 30 -->  42 ( 37)
 30 -->  77 ( 33)
 30 -->  84 ( 22)
 30 -->  92 ( 20)
 30 --> 157 ( 22)
 30 --> 172 ( 15)
 30 --> 175 ( 21)
 31 --> 176 ( 12)
 32 -->  36 ( 42)
 32 -->  77 ( 34)
 32 -->  84 ( 47)
 32 -->  96 ( 20)
 32 --> 185 ( 30)
 33 -->  76 ( 24)
 34 -->  11 ( 27)
 35 -->  67 ( 11)
 36 --> 127 ( 13)
 36 --> 159 ( 30)
 36 --> 170 ( 22)
 36 --> 181 ( 33)
 37 -->  75 ( 28)
 38 -->  79 ( 37)
 39 --> 195 ( 47)
 40 -->  81 ( 27)
 41 --> 140 ( 24)
 42 -->   1 ( 17)
 42 -->  53 ( 16)
 42 -->  80 ( 17)
 42 --> 153 ( 33)
 42 --> 170 ( 28)
 43 -->  68 ( 29)
 44 -->   1 ( 19)
 44 -->  51 ( 36)
 44 -->  83 ( 17)
 44 --> 105 ( 39)
 44 --> 120 ( 19)
 44 --> 139 ( 20)
 44 --> 151 ( 15)
 45 --> 162 ( 21)
 46 --> 215 ( 26)
 47 -->  29 ( 41)
 48 -->   1 ( 27)
 48 -->  44 ( 23)
 48 -->  83 ( 21)
 48 --> 103 ( 26)
 48 --> 114 ( 18)
 48 --> 185 ( 23)
 49 --> 205 ( 35)
 50 -->  45 ( 35)
 51 --> 103 ( 34)
 51 --> 112 ( 34)
 51 --> 118 ( 19)
 51 --> 161 ( 26)
 51 --> 172 ( 26)
 51 --> 200 (  5)
 52 --> 168 ( 23)
 53 -->  48 ( 17)
 53 --> 157 ( 24)
 54 --> 124 ( 28)
 55 --> 167 ( 24)
 56 -->  63 ( 23)
 57 -->   4 ( 26)
 58 --> 121 ( 25)
 58 --> 127 ( 32)
 58 --> 157 ( 32)
 59 --> 175 ( 39)
 60 -->  46 ( 13)
 61 -->  98 ( 26)
 62 -->  91 ( 25)
 63 --> 125 ( 34)
 64 --> 163 ( 27)
 65 --> 113 ( 11)
 66 -->  95 ( 28)
 67 --> 164 ( 21)
 68 -->  24 ( 30)
 69 --> 191 ( 28)
 70 --> 135 ( 22)
 71 -->  72 ( 18)
 72 -->  15 ( 31)
 73 -->  43 ( 26)
 74 --> 138 ( 19)
 75 --> 109 ( 16)
 76 --> 156 ( 20)
 77 -->   0 ( 29)
 77 --> 101 ( 30)
 77 --> 105 ( 40)
 77 --> 111 ( 12)
