WEIGHTED DIGRAPH 198 378:
  0 -->  32 ( 20)
  0 -->  33 ( 32)
  0 -->  40 ( 12)
  0 -->  66 ( 34)
  0 -->  68 ( 24)
  0 -->  98 ( 28)
  0 -->  99 ( 11)
  0 --> 151 ( 31)
  1 -->  47 ( 20)
  2 -->  76 ( 35)
  3 -->  29 ( 22)
  3 -->  68 ( 24)
  3 -->  92 ( 30)
  3 --> 131 ( 17)
  4 --> 193 ( 33)
  5 -->   6 ( 14)
  5 -->  21 ( 40)
  5 -->  38 ( 17)
  5 --> 131 ( 16)
  5 --> 151 ( 26)
  6 -->   7 ( 26)
  6 -->  32 ( 16)
  6 -->  38 ( 39)
  6 --> 121 ( 27)
  6 --> 145 ( 39)
  6 --> 180 ( 36)
  7 --> 133 ( 20)
  7 --> 144 ( 33)
  7 --> 171 ( 23)
  8 --> 101 ( 25)
  9 --> 128 ( 36)
 10 --> 179 ( 21)
 11 -->  65 ( 38)
 11 --> 151 ( 22)
 12 --> 149 ( 32)
 13 -->  63 ( 31)
 14 -->  18 ( 41)
 15 -->  83 ( 22)
 16 --> 191 ( 29)
 17 -->  44 ( 26)
 17 --> 164 ( 38)
 18 --> 126 ( 27)
 19 -->  42 ( 33)
 20 -->   7 ( 38)
 20 -->  43 ( 12)
 20 -->  68 ( 26)
 20 --> 196 ( 21)
 21 -->  62 ( 34)
 21 -->  81 ( 31)
 21 -->  96 ( 24)
 21 --> 145 ( 27)
 22 -->  40 ( 27)
 22 -->  92 ( 17)
 22 -->  98 ( 20)
 22 --> 171 ( 35)
 23 --> 192 ( 21)
 24 -->  27 ( 22)
 24 -->  65 ( 31)
 24 --> 191 ( 18)
 25 --> 169 ( 30)
 26 --> 107 ( 19)
 27 -->   5 ( 21)
 27 -->  29 ( 29)
 27 -->  96 ( 22)
 27 --> 119 ( 17)
 27 --> 171 ( 29)
 27 --> 187 ( 26)
 28 --> 160 ( 36)
 29 -->   5 ( 27)
 29 -->  33 ( 23)
 29 --> 119 ( 16)
 29 --> 144 ( 23)
 30 --> 125 ( 19)
 31 -->  33 ( 27)
 31 --> 119 ( 21)
 31 --> 127 ( 23)
 32 -->  24 ( 41)
 32 -->  96 ( 32)
 32 --> 153 ( 40)
 32 --> 188 ( 11)
 33 -->  24 ( 40)
 33 -->  32 ( 38)
 33 -->  68 ( 24)
 33 --> 165 ( 13)
 33 --> 171 ( 38)
 34 --> 106 ( 20)
 35 --> 143 ( 31)
 36 -->  85 ( 25)
 37 -->  79 ( 19)
 38 -->   3 ( 34)
 38 -->  27 ( 24)
 38 -->  65 ( 22)
 38 --> 117 ( 27)
 38 --> 166 (  7)
 38 --> 172 ( 28)
 38 --> 191 ( 19)
 39 --> 117 ( 22)
 40 -->  29 ( 28)
 40 -->  81 ( 28)
 40 --> 128 ( 35)
 41 --> 186 ( 15)
 42 --> 115 ( 23)
 43 -->  21 ( 31)
 43 --> 121 ( 15)
 43 --> 127 ( 13)
 43 --> 134 ( 42)
 43 --> 141 ( 15)
 44 -->   0 ( 10)
 44 -->  24 ( 12)
 44 --> 111 ( 32)
 44 --> 145 ( 36)
 44 --> 153 ( 28)
 44 --> 164 ( 13)
 45 -->  89 ( 25)
 46 -->  28 ( 39)
 47 -->  91 ( 17)
 48 -->  84 ( 19)
 49 --> 161 ( 15)
 50 -->  74 ( 30)
 51 -->  17 ( 25)
 51 -->  24 ( 32)
 51 -->  99 ( 11)
 51 --> 129 ( 11)
 51 --> 145 (  2)
 52 -->  71 ( 31)
 53 --> 148 ( 43)
 54 --> 158 ( 13)
 55 --> 152 ( 19)
 56 -->  59 ( 12)
 57 -->  73 ( 25)
 58 -->  35 ( 28)
 59 --> 181 ( 18)
 60 -->  64 ( 20)
 61 --> 131 ( 34)
 62 -->   0 ( 22)
 62 -->   3 ( 18)
 62 -->  40 ( 43)
 62 -->  43 ( 27)
 62 --> 121 ( 23)
 62 --> 196 ( 25)
 63 -->  94 ( 24)
 64 -->   4 ( 11)
 65 -->   0 ( 28)
 65 -->  44 ( 15)
 65 -->  51 ( 14)
 65 --> 111 ( 37)
 65 --> 133 ( 21)
 66 -->  17 ( 44)
 66 -->  96 ( 12)
 67 -->  17 ( 16)
 67 --> 103 ( 32)
 67 --> 117 ( 15)
 67 --> 128 ( 23)
 67 --> 191 ( 31)
 68 -->  24 ( 31)
 68 -->  92 ( 25)
 68 --> 133 ( 29)
 68 --> 196 ( 21)
 69 --> 120 ( 33)
 70 -->  19 ( 27)
 71 --> 137 ( 30)
 72 --> 109 ( 23)
 73 -->  43 (  8)
 74 -->  12 ( 17)
 75 -->  26 ( 33)
 76 --> 124 ( 26)
 77 --> 136 ( 33)
 78 -->  37 ( 18)
 79 --> 157 ( 18)
 80 --> 175 ( 15)
 81 -->   6 ( 28)
 81 -->  80 ( 23)
 81 --> 153 ( 27)
 81 --> 165 ( 27)
 82 -->  34 ( 19)
 83 --> 112 ( 19)
 84 --> 194 ( 15)
 85 --> 105 ( 25)
 86 -->  30 ( 16)
 87 --> 110 ( 23)
 88 -->  75 ( 31)
 89 -->  49 ( 30)
 90 --> 100 ( 15)
 91 -->  39 ( 35)
 92 -->  40 ( 23)
 92 --> 117 ( 29)
 92 --> 151 ( 27)
 93 -->   5 ( 12)
 93 -->  32 ( 30)
 93 --> 117 ( 17)
 93 --> 121 ( 24)
 94 --> 159 ( 12)
 95 -->   8 ( 30)
 96 -->  44 ( 29)
 96 --> 121 ( 28)
 96 --> 165 ( 17)
 97 -->  70 ( 20)
 98 -->  44 ( 31)
 99 -->  24 ( 15)
 99 -->  29 ( 30)
 99 -->  31 ( 27)
 99 -->  96 ( 37)
 99 --> 121 ( 24)
 99 --> 141 ( 28)
 99 --> 171 ( 22)
 99 --> 196 ( 27)
100 --> 156 ( 33)
101 -->  81 ( 30)
102 --> 132 ( 33)
103 --> 116 ( 24)
104 -->  13 ( 28)
105 --> 180 ( 42)
106 --> 146 ( 39)
107 -->   1 ( 35)
108 -->  55 ( 30)
109 --> 135 ( 13)
110 -->  58 ( 26)
111 -->   5 ( 26)
111 -->  62 ( 36)
111 --> 119 ( 28)
111 --> 164 ( 31)
111 --> 170 ( 20)
112 --> 114 ( 27)
113 --> 138 ( 18)
114 --> 176 ( 25)
115 -->  52 ( 18)
116 -->  41 ( 40)
117 -->  66 ( 15)
117 --> 127 ( 19)
117 --> 177 ( 26)
118 --> 123 ( 20)
119 --> 165 ( 21)
119 --> 182 ( 34)
120 --> 178 ( 28)
121 -->   5 ( 34)
121 -->  32 ( 33)
121 -->  33 ( 11)
121 --> 163 ( 15)
121 --> 196 ( 17)
122 --> 189 ( 21)
123 -->  10 ( 30)
124 -->  78 ( 39)
125 -->  57 ( 30)
126 -->  88 ( 28)
127 -->   9 ( 30)
128 -->  21 ( 30)
128 -->  29 ( 30)
128 -->  68 ( 26)
128 --> 188 ( 36)
128 --> 195 ( 18)
129 -->  44 ( 15)
129 -->  81 ( 31)
129 --> 121 ( 34)
130 -->  25 ( 21)
131 -->  44 ( 32)
131 -->  46 ( 18)
131 -->  51 ( 37)
131 --> 129 ( 40)
131 --> 164 ( 11)
132 --> 150 ( 27)
133 -->  22 ( 33)
133 -->  27 ( 39)
133 --> 111 ( 36)
133 --> 188 ( 37)
134 --> 142 ( 19)
135 -->  38 ( 14)
136 --> 130 ( 18)
137 -->  16 ( 14)
138 -->  67 ( 18)
139 --> 104 ( 26)
140 -->  50 ( 27)
141 -->  22 ( 36)
141 -->  62 ( 27)
141 -->  96 ( 16)
