WEIGHTED DIGRAPH 204 384:
  0 --> 152 ( 21)
  1 -->  85 ( 26)
  2 --> 162 ( 26)
  3 -->  33 ( 32)
  3 --> 188 ( 36)
  4 --> 101 ( 13)
  5 --> 172 ( 29)
  6 -->   8 ( 32)
  7 -->  50 ( 35)
  8 -->  30 ( 23)
  9 -->  13 ( 30)
  9 -->  22 ( 20)
  9 -->  52 ( 13)
  9 -->  93 ( 28)
  9 --> 175 ( 24)
 10 -->  11 ( 24)
 11 -->  99 ( 27)
 12 --> 173 ( 17)
 13 -->  19 (  8)
 13 -->  25 ( 17)
 13 --> 123 ( 33)
 13 --> 126 ( 26)
 13 --> 135 ( 23)
 13 --> 164 ( 32)
 13 --> 168 ( 31)
 13 --> 188 ( 31)
 13 --> 194 ( 31)
 14 -->  44 ( 32)
 15 -->  12 ( 26)
 16 --> 129 ( 35)
 17 --> 135 ( 34)
 18 -->  80 ( 32)
 19 -->  41 (  7)
 19 --> 102 ( 33)
 19 --> 155 ( 21)
 20 -->  70 ( 35)
 21 -->   9 ( 17)
 21 -->  40 ( 22)
 22 -->  36 ( 25)
 22 --> 143 ( 19)
 22 --> 164 ( 28)
 23 -->  28 ( 33)
 24 -->  65 ( 28)
 25 -->  31 ( 30)
 25 -->  79 ( 21)
 25 --> 168 ( 28)
 25 --> 194 ( 37)
 26 -->  48 ( 16)
 27 --> 198 ( 26)
 28 -->  69 ( 30)
 29 --> 179 ( 15)
 30 --> 153 ( 32)
 31 -->  33 ( 21)
 31 -->  90 ( 15)
 31 --> 117 ( 37)
 31 --> 164 ( 34)
 32 --> 187 ( 24)
 33 -->  19 ( 44)
 34 -->  54 (  8)
 34 -->  55 ( 24)
 34 -->  62 ( 26)
 34 --> 155 ( 41)
 35 --> 100 ( 29)
 36 -->  90 ( 17)
 36 --> 102 ( 34)
 36 --> 111 ( 25)
 36 --> 113 ( 42)
 36 --> 166 ( 22)
 37 --> 118 ( 17)
 38 -->  21 ( 20)
 38 -->  90 ( 18)
 38 --> 193 ( 25)
 39 --> 141 ( 21)
 40 --> 182 ( 26)
 41 --> 102 ( 18)
 41 --> 113 ( 27)
 41 --> 159 ( 34)
 42 -->  71 ( 12)
 43 --> 137 ( 28)
 44 --> 107 ( 22)
 45 --> 110 ( 24)
 46 --> 124 ( 31)
 47 -->  52 ( 26)
 47 -->  62 ( 40)
 47 -->  93 ( 32)
