WEIGHTED DIGRAPH 218 398:
  0 --> 146 ( 17)
  1 -->  32 ( 30)
  1 -->  99 ( 23)
  2 --> 165 ( 28)
  3 -->  88 ( 18)
  3 --> 145 ( 20)
  4 --> 193 ( 12)
  5 --> 135 ( 18)
  6 -->  54 ( 31)
  7 --> 180 ( 16)
  8 -->  26 ( 25)
  8 -->  50 ( 31)
  8 -->  99 ( 22)
  8 --> 121 ( 21)
  8 --> 166 ( 31)
  8 --> 198 ( 24)
  9 -->  33 ( 12)
 10 -->  74 ( 44)
 11 -->   0 ( 42)
 12 -->  83 ( 32)
 13 --> 211 ( 26)
 14 -->  18 ( 24)
 15 -->  44 ( 25)
 16 --> 191 ( 27)
 17 --> 119 ( 30)
 18 -->  75 ( 20)
 19 -->  31 ( 29)
 20 -->  32 ( 32)
 20 -->  39 ( 29)
 20 -->  50 ( 30)
 20 -->  83 ( 25)
 20 --> 115 (  3)
 20 --> 121 ( 14)
 20 --> 150 ( 17)
 20 --> 157 ( 29)
 21 -->  83 ( 18)
 22 -->  42 ( 28)
 22 -->  87 ( 34)
 22 --> 177 ( 16)
 22 --> 202 ( 11)
 23 -->   7 ( 36)
 24 -->  35 ( 32)
 25 -->  10 ( 37)
 25 -->  99 (  9)
 26 --> 133 ( 16)
 26 --> 150 ( 29)
 26 --> 184 ( 38)
 27 --> 196 ( 37)
 28 --> 112 ( 27)
 29 --> 216 ( 22)
 30 --> 121 ( 22)
 31 --> 104 ( 43)
 32 -->  22 ( 26)
 32 -->  69 ( 23)
 32 --> 130 ( 28)
 32 --> 150 ( 19)
 32 --> 154 ( 32)
 33 -->  51 ( 21)
 34 -->  65 ( 18)
 35 --> 173 ( 27)
 36 -->  32 ( 41)
 36 -->  38 ( 17)
 36 -->  58 ( 20)
 36 --> 136 ( 18)
 36 --> 145 ( 14)
 36 --> 157 ( 29)
 37 --> 215 ( 24)
 38 -->  50 ( 40)
 38 -->  85 ( 17)
 38 --> 100 (  9)
 38 --> 171 (  8)
 39 -->   1 ( 34)
 39 --> 115 ( 32)
 39 --> 201 ( 27)
 40 --> 176 ( 21)
 41 -->   4 ( 11)
 42 -->  32 ( 31)
 42 --> 162 ( 16)
 43 -->  27 ( 40)
 44 -->  28 ( 21)
 45 -->  13 ( 28)
 46 -->  80 ( 21)
 47 --> 144 ( 36)
 48 --> 101 ( 31)
 49 --> 179 ( 30)
 50 -->  58 ( 41)
 50 -->  86 ( 34)
 50 --> 100 ( 13)
 50 --> 214 ( 27)
 51 -->  76 ( 22)
 52 --> 114 ( 28)
 52 --> 150 ( 16)
 52 --> 196 ( 23)
 53 -->  23 ( 37)
 54 -->  97 ( 34)
 55 --> 147 ( 17)
 56 --> 116 ( 12)
 57 -->  21 ( 23)
 57 -->  26 ( 30)
 57 -->  32 ( 39)
 57 --> 109 ( 36)
