WEIGHTED DIGRAPH 202 382:
  0 --> 109 ( 31)
  1 -->  10 ( 16)
  1 -->  26 ( 36)
  1 -->  45 ( 26)
  1 --> 101 ( 28)
  1 --> 166 ( 14)
  1 --> 172 ( 34)
  1 --> 183 ( 18)
  2 -->   1 ( 32)
  2 -->  74 ( 36)
  3 --> 200 ( 17)
  4 -->   3 (  6)
  5 --> 141 ( 27)
  6 -->  16 ( 30)
  6 -->  26 ( 12)
  6 -->  60 ( 31)
  6 --> 135 ( 24)
  6 --> 161 ( 32)
  7 -->  56 (  8)
  8 -->  81 ( 18)
  8 -->  82 ( 31)
  8 --> 182 ( 22)
  9 -->  25 ( 40)
 10 -->  31 ( 16)
 11 -->  40 ( 29)
 11 --> 119 ( 22)
 11 --> 139 ( 12)
 11 --> 140 ( 31)
 12 -->  66 ( 25)
 12 --> 116 ( 23)
 12 --> 194 ( 24)
 12 --> 195 ( 36)
 13 --> 180 ( 35)
 14 -->  22 ( 18)
 14 -->  78 ( 17)
 14 --> 119 ( 13)
 14 --> 125 ( 23)
 14 --> 182 ( 20)
 15 -->  93 (  9)
 15 --> 103 ( 26)
 15 --> 112 ( 17)
 15 --> 130 ( 18)
 15 --> 135 ( 20)
 16 -->  26 ( 29)
 16 --> 116 (  8)
 17 --> 136 ( 25)
 18 -->  53 ( 43)
 19 -->  49 ( 21)
 20 -->  52 ( 13)
 21 -->  16 ( 30)
 21 -->  22 ( 19)
 21 -->  26 ( 40)
 21 -->  75 ( 31)
 22 --> 103 ( 29)
 22 --> 139 ( 32)
 22 --> 195 ( 38)
 23 --> 187 ( 27)
 24 --> 123 ( 19)
 25 --> 134 ( 26)
 26 -->  11 ( 27)
 26 -->  33 ( 32)
 26 -->  38 ( 45)
 26 --> 132 ( 32)
 27 -->  57 (  6)
 28 --> 108 ( 28)
 29 --> 144 ( 16)
 30 -->  51 ( 28)
 30 --> 110 ( 26)
 30 --> 114 ( 31)
 30 --> 197 ( 21)
 31 --> 150 ( 30)
 32 -->  24 ( 29)
 33 -->  15 ( 27)
 34 -->  86 ( 31)
 35 -->  68 ( 29)
 36 --> 119 ( 35)
 37 --> 160 ( 14)
 38 -->  10 ( 24)
 38 -->  11 ( 15)
 38 -->  30 ( 15)
 38 --> 112 ( 26)
 38 --> 129 (  9)
 38 --> 130 ( 22)
 38 --> 161 ( 22)
 39 --> 135 ( 14)
 40 -->   2 (  8)
 40 -->  12 (  9)
 40 -->  15 ( 28)
 40 -->  22 ( 23)
 40 -->  60 ( 11)
 41 --> 164 ( 19)
 42 --> 126 ( 30)
 43 -->  61 ( 14)
 44 --> 143 ( 14)
 45 -->   8 ( 26)
 45 -->  14 ( 20)
