WEIGHTED DIGRAPH 220 400:
  0 -->  43 ( 20)
  1 -->  17 ( 27)
  1 -->  96 ( 43)
  2 -->  14 ( 32)
  3 -->  38 ( 35)
  3 --> 105 ( 27)
  3 --> 208 ( 29)
  4 -->  70 ( 38)
  5 --> 128 ( 35)
  6 --> 133 ( 16)
  7 -->  92 ( 29)
  7 --> 145 ( 27)
  7 --> 204 ( 27)
  8 --> 164 ( 34)
  9 -->   0 ( 39)
 10 -->  29 ( 18)
 11 --> 144 ( 18)
 12 -->  40 ( 25)
 13 --> 107 ( 27)
 14 -->  58 ( 37)
 15 -->  97 ( 22)
 16 --> 123 ( 31)
 17 -->  36 ( 27)
 17 --> 218 ( 17)
 18 --> 191 ( 26)
 18 --> 211 ( 30)
 19 --> 118 ( 25)
 20 --> 159 ( 28)
 21 --> 219 ( 11)
 22 -->  67 ( 22)
 22 --> 111 ( 20)
 22 --> 129 ( 25)
 23 --> 176 ( 19)
 24 -->  93 ( 33)
 25 -->  66 ( 40)
 26 --> 149 ( 15)
 27 -->  47 ( 44)
 27 -->  74 ( 27)
 27 --> 143 ( 23)
 27 --> 204 ( 38)
 28 --> 120 ( 26)
 29 -->  35 ( 15)
 30 --> 179 ( 20)
 31 -->   7 ( 34)
 31 -->  36 ( 33)
 31 -->  61 ( 38)
 31 -->  74 ( 23)
 31 -->  96 ( 28)
 31 --> 191 ( 15)
 32 -->  25 ( 26)
 33 -->  41 ( 17)
 33 --> 135 ( 23)
 33 --> 177 ( 16)
 34 --> 158 ( 38)
 35 -->  72 ( 11)
 36 -->  49 ( 37)
 36 --> 208 ( 32)
 37 --> 112 ( 27)
 38 -->  22 ( 16)
 38 --> 175 ( 28)
 39 -->  31 ( 21)
 39 -->  53 (  7)
 39 --> 202 ( 28)
 40 --> 178 ( 19)
 41 -->  51 ( 25)
 41 -->  55 ( 35)
 41 --> 119 ( 10)
 41 --> 145 ( 21)
 41 --> 218 ( 22)
 42 -->  89 ( 15)
 43 --> 192 ( 43)
 44 --> 147 ( 29)
 45 -->   3 ( 30)
 45 -->  18 ( 20)
 45 -->  53 ( 27)
 45 -->  72 (  8)
 45 --> 101 ( 34)
 45 --> 105 ( 27)
 45 --> 132 ( 32)
 45 --> 166 ( 16)
 45 --> 190 ( 23)
 45 --> 208 ( 28)
 46 -->  41 ( 18)
 47 -->  18 ( 23)
 47 -->  36 ( 20)
 47 -->  45 ( 33)
 47 --> 130 ( 24)
 47 --> 140 ( 31)
 47 --> 191 ( 33)
 48 --> 137 (  7)
 49 -->  33 ( 19)
 49 -->  67 ( 36)
 49 --> 208 ( 25)
 50 --> 216 ( 41)
 51 -->  69 ( 22)
 52 -->  64 ( 16)
 53 -->  36 ( 32)
 53 -->  41 ( 20)
 53 -->  72 ( 27)
 53 --> 136 ( 25)
 53 --> 170 ( 28)
 53 --> 207 ( 32)
 53 --> 210 ( 25)
 53 --> 218 ( 30)
 54 -->  85 ( 23)
 55 -->  60 ( 17)
 55 --> 129 ( 23)
 55 --> 138 ( 34)
 55 --> 145 ( 10)
 56 --> 187 ( 26)
 57 -->  80 ( 18)
 58 -->  13 ( 25)
 58 -->  72 ( 45)
 58 -->  87 ( 25)
 59 --> 194 ( 32)
 60 -->  39 ( 35)
 60 -->  84 ( 25)
 60 --> 190 ( 23)
 61 --> 157 ( 27)
 62 -->   8 ( 20)
 63 --> 110 ( 30)
 64 --> 162 ( 35)
 65 -->  31 ( 33)
 65 -->  76 ( 18)
 66 -->  33 ( 30)
 66 -->  41 ( 43)
 66 -->  90 ( 30)
 66 --> 145 ( 32)
 66 --> 146 ( 25)
 66 --> 206 ( 35)
 66 --> 218 ( 20)
 67 -->  65 ( 22)
 67 --> 111 ( 12)
 67 --> 170 ( 26)
 68 --> 193 ( 34)
 69 --> 109 ( 31)
 70 -->  98 ( 32)
 71 -->  37 ( 42)
 72 -->   7 ( 24)
 72 -->  42 ( 19)
 72 -->  74 ( 39)
 72 --> 119 ( 31)
 72 --> 135 ( 30)
 72 --> 140 ( 18)
 72 --> 145 ( 32)
 72 --> 146 ( 25)
 72 --> 166 ( 28)
 72 --> 197 ( 43)
 73 -->  75 ( 29)
 74 -->  53 ( 24)
 74 --> 143 ( 19)
 74 --> 189 ( 20)
 75 -->  54 ( 22)
 76 --> 119 ( 24)
 76 --> 218 ( 20)
 77 --> 117 ( 17)
 78 -->  91 ( 25)
 79 --> 125 ( 12)
 80 --> 214 ( 23)
 81 -->  52 ( 25)
 82 --> 155 ( 27)
 83 -->  34 ( 24)
 84 --> 184 ( 25)
 85 -->  86 ( 22)
 86 -->  19 ( 28)
 87 --> 122 ( 20)
 88 --> 186 ( 19)
 89 -->  78 ( 25)
 90 -->  27 ( 23)
 90 --> 136 ( 28)
 91 --> 215 ( 16)
 92 --> 105 ( 20)
 92 --> 135 ( 16)
 92 --> 166 ( 20)
 92 --> 170 ( 11)
 93 -->  94 ( 26)
 94 -->  58 ( 11)
 95 -->  48 ( 19)
 96 -->  36 ( 29)
 96 -->  39 ( 38)
 96 --> 129 ( 34)
 96 --> 207 ( 30)
 96 --> 210 ( 33)
 96 --> 218 ( 19)
 97 --> 148 ( 18)
 98 --> 173 ( 18)
 99 --> 196 ( 24)
100 -->  46 ( 34)
101 --> 153 ( 41)
102 -->  11 ( 13)
103 --> 201 ( 21)
104 --> 161 ( 20)
105 -->  18 ( 30)
105 -->  33 ( 15)
105 -->  38 ( 25)
105 --> 143 ( 29)
105 --> 207 ( 14)
105 --> 211 ( 33)
106 --> 183 ( 17)
107 --> 168 ( 16)
108 -->  30 ( 20)
109 --> 160 ( 31)
110 -->  15 ( 34)
111 --> 138 ( 32)
111 --> 171 ( 27)
111 --> 190 ( 13)
111 --> 202 ( 25)
112 -->   2 ( 24)
113 -->  44 ( 20)
114 -->  79 ( 17)
115 -->  56 ( 19)
116 -->   6 (  9)
117 --> 116 ( 29)
118 -->  57 ( 29)
119 --> 152 ( 14)
120 --> 172 ( 15)
121 --> 188 (  6)
122 --> 185 ( 21)
123 -->  68 ( 30)
124 --> 205 ( 45)
125 -->   4 ( 11)
126 -->  16 ( 27)
127 --> 108 ( 32)
128 --> 198 ( 29)
129 --> 135 ( 21)
129 --> 210 ( 39)
129 --> 218 ( 18)
130 -->  17 ( 22)
130 --> 143 ( 11)
131 -->  99 ( 22)
132 -->  66 ( 34)
132 --> 202 ( 44)
133 -->  59 ( 28)
134 -->  60 ( 14)
135 -->  47 ( 44)
135 -->  53 ( 20)
135 --> 105 ( 23)
135 --> 132 ( 27)
135 --> 154 ( 39)
136 -->  18 ( 19)
136 -->  76 ( 28)
136 -->  92 ( 21)
136 --> 143 ( 22)
136 --> 177 ( 13)
136 --> 210 ( 17)
136 --> 211 ( 34)
137 --> 126 ( 30)
138 -->   7 ( 26)
138 -->  31 ( 32)
138 -->  66 ( 34)
138 -->  92 ( 45)
138 --> 202 ( 29)
139 -->   5 ( 26)
140 -->  45 ( 40)
140 -->  55 ( 21)
140 --> 200 ( 26)
140 --> 202 ( 19)
141 --> 217 ( 28)
142 --> 213 ( 25)
143 -->  67 ( 23)
143 -->  76 ( 20)
143 --> 135 ( 14)
143 --> 208 ( 27)
144 --> 134 ( 13)
145 -->   1 ( 19)
145 -->  17 ( 22)
145 -->  31 ( 29)
145 -->  60 ( 36)
145 --> 166 ( 33)
145 --> 190 ( 27)
146 -->  36 ( 18)
146 --> 135 ( 23)
146 --> 136 ( 31)
146 --> 143 ( 26)
146 --> 166 ( 20)
146 --> 171 ( 36)
146 --> 190 ( 47)
147 --> 182 ( 20)
148 -->  50 ( 25)
149 --> 181 ( 16)
150 -->  58 ( 30)
150 -->  76 ( 21)
150 --> 143 ( 27)
151 -->  28 ( 32)
152 -->  22 ( 37)
152 -->  67 ( 19)
152 -->  90 ( 13)
152 -->  92 ( 28)
152 -->  96 ( 32)
152 --> 135 ( 32)
152 --> 140 ( 13)
152 --> 154 ( 36)
152 --> 208 ( 16)
153 --> 169 ( 39)
154 -->  45 ( 27)
154 --> 177 ( 33)
155 --> 156 ( 17)
156 -->  38 ( 13)
157 -->   9 ( 22)
158 -->  32 ( 23)
159 --> 113 ( 17)
160 --> 124 ( 36)
161 --> 209 ( 11)
162 -->  62 ( 20)
163 --> 141 ( 25)
164 --> 106 ( 29)
165 -->  77 ( 32)
166 -->  39 ( 42)
166 -->  41 ( 22)
166 --> 130 ( 32)
166 --> 207 ( 22)
167 --> 195 ( 24)
168 --> 167 ( 41)
169 --> 102 ( 14)
170 -->  18 ( 30)
170 -->  55 ( 37)
170 --> 119 ( 39)
170 --> 135 ( 21)
170 --> 189 ( 35)
170 --> 200 ( 24)
171 --> 140 ( 18)
171 --> 218 ( 21)
172 --> 127 ( 38)
173 --> 131 ( 12)
174 --> 165 ( 28)
175 --> 115 ( 25)
176 --> 199 ( 26)
177 -->   3 ( 22)
177 -->  27 ( 27)
177 --> 202 ( 29)
177 --> 207 ( 22)
178 -->  83 ( 23)
179 --> 100 ( 22)
180 --> 103 ( 32)
181 --> 151 ( 20)
182 --> 180 ( 23)
183 --> 104 ( 19)
184 --> 142 ( 24)
185 -->  21 ( 28)
186 -->  31 ( 22)
187 --> 203 ( 16)
188 --> 174 ( 20)
189 -->  47 ( 38)
189 -->  60 ( 26)
189 --> 207 ( 39)
190 -->  31 ( 28)
190 -->  53 ( 28)
190 --> 143 ( 21)
190 --> 204 ( 38)
191 -->  41 ( 36)
191 --> 105 ( 33)
191 --> 129 ( 28)
192 -->  73 ( 20)
193 -->  20 ( 19)
194 -->  10 ( 34)
