WEIGHTED DIGRAPH 196 376:
  0 -->  61 ( 15)
  1 -->  10 ( 37)
  2 --> 132 ( 18)
  3 -->  21 ( 26)
  4 --> 153 ( 16)
  5 --> 174 ( 25)
  6 --> 161 ( 22)
  7 -->   0 (  9)
  8 --> 110 (  9)
  9 -->  43 ( 37)
 10 -->  32 ( 13)
 10 -->  42 ( 39)
 10 -->  89 ( 17)
 10 --> 130 ( 13)
 10 --> 152 ( 31)
 10 --> 157 ( 20)
 11 -->  18 ( 30)
 11 -->  65 ( 11)
 11 -->  86 ( 37)
 11 -->  91 ( 38)
 11 --> 133 ( 39)
 11 --> 134 ( 43)
 12 -->  62 ( 17)
 12 -->  70 ( 22)
 12 --> 114 ( 15)
 12 --> 159 ( 19)
 13 --> 160 ( 33)
 14 --> 167 ( 24)
 15 -->  69 ( 36)
 16 --> 138 ( 21)
 17 -->  52 ( 30)
 18 -->  32 ( 23)
 18 -->  65 ( 16)
 18 -->  68 ( 19)
 18 -->  88 ( 23)
 18 --> 120 ( 28)
 18 --> 132 ( 33)
 18 --> 139 ( 35)
 18 --> 148 ( 32)
 19 -->  44 ( 21)
 20 --> 155 ( 38)
 21 --> 166 ( 16)
 22 -->  93 ( 17)
 23 -->  60 ( 15)
 24 --> 108 ( 16)
 25 -->  74 ( 27)
 26 -->  38 ( 16)
 27 --> 103 ( 12)
 28 -->  96 ( 24)
 29 -->  90 ( 19)
 30 -->  85 ( 32)
 30 -->  86 ( 29)
 30 --> 152 ( 24)
 30 --> 162 ( 37)
 30 --> 170 ( 35)
 30 --> 179 ( 40)
 30 --> 190 ( 32)
 31 --> 193 ( 17)
 32 -->  48 ( 27)
 32 --> 154 ( 16)
 32 --> 162 ( 27)
 32 --> 179 (  3)
 33 -->  28 ( 20)
 34 -->  54 ( 28)
 34 -->  85 ( 32)
 34 --> 145 ( 20)
 34 --> 154 ( 16)
 34 --> 176 ( 40)
 35 --> 156 ( 29)
 36 -->  63 ( 23)
 37 --> 180 ( 38)
 38 -->  82 ( 23)
 39 --> 129 ( 15)
 40 -->  23 ( 35)
 41 -->   7 ( 27)
 41 --> 190 ( 21)
 41 --> 194 ( 34)
 42 -->  65 ( 33)
 42 -->  95 ( 26)
 42 --> 146 ( 29)
 42 --> 188 ( 16)
 43 -->   5 ( 11)
 44 --> 141 ( 21)
 45 -->  77 ( 21)
 46 --> 112 ( 37)
 47 --> 154 ( 26)
 47 --> 163 ( 34)
 47 --> 188 ( 17)
 49 -->  51 ( 16)
 50 -->  97 ( 10)
 51 -->   9 ( 24)
 52 --> 126 ( 37)
 53 -->  34 ( 18)
 53 --> 113 ( 25)
 53 --> 134 ( 35)
 54 --> 134 ( 19)
 55 -->   3 ( 22)
 55 -->  68 ( 18)
 55 --> 118 ( 27)
 55 --> 125 ( 17)
 55 --> 154 (  8)
 56 --> 158 ( 31)
 57 -->  62 ( 36)
 57 --> 129 ( 38)
 57 --> 132 ( 21)
 57 --> 188 ( 25)
 58 -->  22 ( 42)
 59 -->  76 ( 13)
 60 --> 121 ( 10)
 61 -->  49 ( 19)
 62 -->  18 ( 35)
 62 -->  55 ( 17)
 62 --> 105 ( 22)
 62 --> 177 ( 18)
