WEIGHTED DIGRAPH 190 370:
  0 --> 108 ( 20)
  1 -->   4 ( 27)
  2 --> 130 ( 38)
  3 --> 156 ( 28)
  4 --> 118 ( 29)
  5 --> 131 ( 22)
  6 -->  85 ( 40)
  7 -->  52 ( 23)
  7 -->  73 ( 36)
  7 --> 104 ( 18)
  7 --> 138 ( 38)
  7 --> 186 ( 31)
  8 --> 110 ( 26)
  8 --> 130 ( 22)
  8 --> 151 ( 11)
  9 -->  86 ( 26)
  9 --> 186 ( 32)
 10 -->  63 ( 13)
 11 -->  50 ( 19)
 11 -->  94 ( 41)
 11 --> 103 ( 25)
 12 --> 136 ( 31)
 12 --> 162 ( 31)
 13 --> 170 ( 10)
 14 --> 174 ( 12)
 15 -->  31 ( 23)
 15 -->  48 ( 23)
 15 --> 110 ( 23)
 16 --> 102 ( 21)
 17 -->  22 ( 32)
 17 -->  52 ( 34)
 17 -->  86 ( 32)
 18 -->  17 ( 14)
 18 -->  38 ( 33)
 18 -->  40 ( 37)
 18 -->  52 ( 31)
 18 -->  99 ( 13)
 18 --> 121 ( 22)
 18 --> 138 ( 32)
 18 --> 141 ( 17)
 18 --> 186 ( 30)
 19 --> 134 ( 19)
 20 --> 177 ( 24)
 21 -->  27 ( 38)
 21 -->  94 ( 24)
 21 --> 121 ( 27)
 22 -->   8 ( 32)
 22 -->  15 ( 18)
 22 -->  48 ( 10)
 22 -->  58 ( 35)
 22 --> 141 ( 34)
 22 --> 167 ( 23)
 23 -->  59 ( 31)
 24 --> 160 ( 46)
 25 --> 182 ( 25)
 26 -->  61 ( 35)
 27 -->  12 ( 25)
 27 -->  28 ( 19)
 27 -->  29 ( 21)
 28 -->  15 ( 12)
 28 -->  82 ( 24)
 28 --> 117 ( 19)
 28 --> 174 ( 22)
 29 -->  50 ( 30)
 29 --> 117 ( 17)
 30 --> 147 ( 23)
 31 -->  18 ( 28)
 31 --> 136 ( 39)
 32 -->  38 ( 25)
 33 -->  36 ( 33)
 33 -->  38 ( 30)
 33 -->  43 ( 31)
 33 -->  89 ( 20)
 33 --> 120 ( 32)
 34 -->  56 ( 24)
 35 --> 166 ( 24)
 36 -->  12 ( 17)
 36 -->  43 ( 35)
 36 -->  50 ( 27)
 36 -->  58 ( 10)
 37 -->  67 ( 24)
 38 -->  54 ( 31)
 38 -->  76 ( 36)
 38 --> 111 ( 34)
 38 --> 121 ( 31)
 38 --> 178 ( 17)
 39 -->  80 ( 34)
 40 -->  53 ( 23)
 40 --> 184 ( 22)
 41 -->  78 ( 24)
 42 --> 142 ( 31)
 43 -->  89 ( 31)
 43 --> 117 ( 40)
 43 --> 123 ( 33)
 44 -->  30 ( 32)
 45 -->  40 ( 25)
 45 -->  47 ( 29)
 45 -->  75 ( 24)
 45 --> 103 ( 28)
 46 --> 112 ( 24)
 47 -->  58 ( 28)
 47 -->  87 ( 18)
 47 -->  94 ( 17)
 47 --> 150 ( 38)
 47 --> 151 ( 31)
 48 -->  43 ( 19)
 48 -->  53 ( 25)
 48 --> 120 ( 24)
 49 --> 114 ( 24)
 50 -->  18 ( 15)
 50 --> 141 ( 22)
 50 --> 167 ( 23)
 51 --> 171 ( 23)
 52 --> 106 ( 43)
 52 --> 117 ( 23)
 52 --> 120 ( 22)
 52 --> 151 ( 25)
 52 --> 184 ( 24)
 53 -->  11 ( 29)
 53 -->  50 ( 29)
 53 -->  52 ( 26)
 53 -->  99 ( 19)
 53 --> 141 ( 13)
 54 -->  31 ( 11)
 54 -->  53 (  7)
 54 -->  89 ( 25)
 54 --> 148 ( 31)
 54 --> 151 ( 16)
 54 --> 178 ( 15)
 55 -->  28 ( 45)
 56 -->  71 ( 20)
 57 --> 119 ( 34)
 58 -->  53 ( 21)
 59 -->  41 ( 37)
 60 -->  20 ( 22)
 61 -->  25 ( 16)
 62 --> 181 ( 17)
 63 --> 168 ( 33)
 65 -->  98 ( 11)
 66 -->  21 ( 22)
 66 -->  89 ( 28)
 66 --> 110 ( 32)
 66 --> 117 ( 15)
 66 --> 130 ( 35)
 66 --> 162 ( 21)
 67 -->  70 ( 21)
 68 -->  69 ( 29)
 69 -->   7 ( 18)
 70 --> 174 ( 33)
 71 -->  65 ( 32)
 72 --> 164 ( 28)
 73 -->  49 (  9)
 74 -->  34 ( 34)
 75 -->  29 ( 29)
 75 -->  48 ( 13)
 75 -->  66 ( 25)
 75 -->  76 ( 16)
 75 -->  87 ( 31)
 76 -->   7 ( 43)
 76 -->  40 ( 18)
 76 -->  47 ( 24)
 77 --> 139 ( 35)
 78 -->  91 ( 26)
 79 --> 105 ( 18)
 80 --> 175 ( 15)
 81 --> 165 ( 27)
 82 --> 188 ( 16)
 83 -->  19 ( 31)
 84 -->  93 ( 19)
 85 -->  74 ( 25)
 86 -->  36 ( 15)
 86 -->  66 ( 25)
 86 -->  75 ( 21)
 87 -->  50 ( 30)
 87 -->  53 ( 13)
 87 --> 120 ( 24)
 87 --> 186 ( 22)
 88 --> 122 ( 38)
 89 -->  28 ( 24)
 90 --> 115 ( 11)
 91 -->  97 ( 25)
 92 --> 143 ( 23)
 93 -->  52 ( 23)
 94 --> 130 ( 18)
 94 --> 151 ( 24)
 94 --> 162 ( 28)
 94 --> 189 ( 12)
 95 --> 153 ( 22)
 96 -->  14 ( 31)
 97 --> 128 ( 34)
 98 -->  55 ( 43)
 99 -->  22 ( 31)
 99 -->  48 ( 34)
 99 --> 189 ( 34)
100 --> 163 ( 33)
101 --> 149 ( 47)
102 -->  62 ( 22)
103 -->  99 ( 29)
104 -->  21 ( 13)
104 --> 133 ( 14)
105 --> 100 ( 42)
106 -->  95 ( 21)
107 --> 132 ( 27)
108 -->  32 ( 25)
109 -->  79 ( 26)
110 -->  52 ( 24)
110 -->  53 ( 21)
110 -->  87 ( 30)
110 --> 123 ( 36)
110 --> 144 ( 25)
110 --> 162 ( 24)
110 --> 178 ( 27)
111 -->  90 ( 19)
