WEIGHTED DIGRAPH 230 410:
  0 --> 155 ( 20)
  1 -->  84 ( 44)
  2 -->  37 ( 29)
  2 -->  39 ( 38)
  2 --> 116 ( 35)
  2 --> 210 ( 16)
  3 -->  73 ( 38)
  4 --> 117 ( 27)
  5 --> 110 ( 32)
  6 -->  29 ( 30)
  6 -->  41 ( 40)
  6 --> 162 ( 33)
  6 --> 179 ( 27)
  6 --> 206 ( 10)
  7 --> 112 ( 16)
  8 -->  87 ( 16)
  8 --> 123 ( 16)
  9 -->  41 ( 39)
  9 -->  87 ( 17)
  9 --> 119 ( 37)
  9 --> 214 ( 28)
  9 --> 229 ( 33)
 10 -->  39 ( 32)
 11 -->  93 ( 24)
 12 --> 118 ( 32)
 13 -->  22 ( 13)
 14 -->   1 ( 22)
 15 -->  65 ( 34)
 15 --> 106 ( 17)
 15 --> 127 ( 28)
 15 --> 160 ( 16)
 15 --> 206 ( 28)
 16 --> 166 ( 29)
 17 --> 120 ( 27)
 18 --> 137 ( 24)
 19 --> 172 ( 28)
 20 -->  19 ( 20)
 21 --> 216 ( 31)
 22 -->  71 ( 21)
 23 -->  66 ( 32)
 24 -->  15 ( 15)
 24 -->  26 ( 30)
 24 --> 106 ( 25)
 24 --> 179 ( 22)
 24 --> 220 ( 46)
 25 -->  24 ( 24)
 25 -->  77 ( 27)
 25 -->  87 ( 20)
 26 -->   2 ( 22)
 26 -->  33 ( 39)
 26 -->  52 ( 31)
 26 -->  93 ( 17)
 26 --> 106 (  6)
 26 --> 109 ( 38)
 26 --> 143 ( 31)
 27 --> 190 ( 19)
 28 --> 199 ( 29)
 29 --> 160 ( 31)
 29 --> 162 ( 21)
 30 -->  51 ( 31)
 30 -->  61 ( 27)
 30 -->  77 ( 37)
 30 --> 154 ( 18)
 31 --> 224 ( 18)
 32 --> 173 ( 28)
 33 -->  52 ( 30)
 33 -->  80 ( 15)
 33 --> 128 ( 34)
 33 --> 205 ( 15)
 34 --> 162 ( 22)
 35 --> 188 ( 36)
 36 -->  94 ( 31)
 37 -->  15 ( 14)
 37 -->  52 ( 32)
 37 -->  87 ( 43)
 37 --> 156 ( 42)
 38 --> 170 ( 20)
 39 -->  37 ( 29)
 39 -->  47 ( 27)
 39 --> 106 ( 19)
 39 --> 116 ( 38)
 39 --> 229 ( 16)
 40 --> 178 ( 12)
 41 -->  29 ( 47)
 41 -->  30 ( 27)
 41 --> 214 ( 17)
 42 --> 215 ( 25)
 43 -->  36 ( 22)
 44 -->  91 ( 27)
 45 -->  54 ( 27)
 46 --> 132 ( 18)
 47 --> 161 ( 45)
 48 -->  60 ( 33)
 49 --> 163 ( 24)
 50 -->  31 ( 30)
 51 --> 150 ( 31)
 52 -->  77 ( 25)
 52 --> 126 ( 29)
 52 --> 183 ( 38)
 52 --> 221 ( 24)
 53 -->   4 ( 16)
 54 -->  58 ( 16)
 55 --> 100 ( 23)
 56 --> 200 ( 27)
 57 -->  96 ( 11)
 58 --> 175 ( 21)
 59 --> 105 ( 26)
 60 --> 167 ( 20)
 61 -->  24 ( 42)
 61 -->  29 (  7)
 61 --> 140 ( 27)
 62 --> 146 ( 21)
 63 -->  11 ( 40)
 63 -->  89 ( 26)
 63 --> 109 ( 12)
 63 --> 160 ( 28)
 63 --> 227 ( 40)
 64 --> 134 ( 29)
 65 -->   8 ( 33)
 65 -->   9 ( 12)
 65 --> 112 ( 17)
 65 --> 133 ( 17)
 65 --> 210 ( 27)
 66 --> 158 ( 23)
 67 --> 159 ( 39)
 68 -->  86 ( 34)
 69 -->  76 ( 26)
 70 --> 121 ( 19)
 71 -->  46 ( 37)
 72 --> 156 ( 23)
 72 --> 178 ( 14)
 72 --> 179 ( 31)
 72 --> 222 ( 26)
 73 -->  42 ( 20)
 74 -->  20 ( 19)
 75 --> 211 ( 32)
 76 -->  34 ( 19)
 77 -->  33 ( 24)
 77 -->  87 ( 24)
 77 --> 126 ( 40)
 77 --> 205 ( 20)
 78 -->  97 ( 20)
 79 --> 138 ( 43)
 80 -->  26 ( 27)
 80 --> 109 ( 18)
 80 --> 169 ( 18)
 81 -->   6 ( 16)
 81 -->  29 ( 38)
 81 -->  80 ( 30)
 82 -->  18 ( 23)
 83 -->  88 ( 26)
 84 -->  48 ( 21)
 85 --> 198 ( 13)
 86 -->  75 ( 32)
 87 --> 156 ( 35)
 87 --> 162 ( 12)
 88 --> 148 ( 33)
 89 -->  25 ( 19)
 89 -->  26 ( 18)
 89 --> 154 ( 19)
 89 --> 222 ( 17)
 90 --> 164 ( 17)
 91 --> 115 ( 37)
 92 --> 176 ( 29)
 93 -->  65 ( 37)
 93 -->  67 ( 21)
 93 -->  99 (  9)
 93 --> 126 ( 31)
 93 --> 222 ( 42)
 94 --> 149 ( 30)
 95 --> 141 ( 28)
 96 --> 184 ( 20)
 97 -->  32 ( 27)
 98 -->  27 ( 36)
 99 --> 189 ( 15)
100 -->  30 ( 46)
101 -->  90 ( 18)
102 -->  68 ( 28)
103 --> 125 ( 26)
104 --> 180 ( 24)
105 --> 145 ( 27)
106 -->  29 ( 13)
106 -->  63 ( 17)
106 -->  80 ( 28)
106 --> 123 ( 29)
106 --> 162 ( 18)
106 --> 205 ( 10)
106 --> 227 ( 21)
107 -->  59 ( 25)
108 --> 196 ( 38)
109 -->  24 ( 25)
109 --> 156 ( 24)
110 --> 209 ( 27)
111 --> 154 ( 42)
112 -->  24 ( 28)
112 -->  29 ( 38)
112 -->  80 ( 32)
112 -->  92 ( 32)
112 --> 106 ( 11)
112 --> 133 ( 30)
112 --> 154 (  3)
113 --> 136 ( 29)
114 --> 191 ( 18)
115 -->  74 ( 28)
116 -->  41 ( 24)
116 -->  63 ( 26)
116 --> 119 ( 17)
117 --> 114 ( 17)
118 --> 153 ( 36)
119 -->  63 ( 33)
119 -->  89 ( 38)
119 --> 112 ( 27)
119 --> 143 ( 31)
119 --> 174 ( 27)
120 --> 212 ( 34)
121 --> 177 ( 28)
122 --> 208 ( 17)
124 -->  21 ( 21)
125 --> 168 ( 24)
126 -->  26 ( 26)
126 -->  39 ( 39)
126 -->  65 ( 13)
126 --> 119 ( 31)
126 --> 162 ( 30)
126 --> 178 ( 32)
127 -->  56 ( 16)
128 -->  16 ( 26)
128 -->  24 ( 12)
128 -->  25 ( 20)
128 -->  52 ( 22)
128 -->  63 ( 26)
128 -->  72 ( 31)
128 --> 192 ( 15)
128 --> 220 ( 20)
129 -->  38 ( 13)
130 --> 135 ( 17)
131 --> 186 ( 26)
132 -->  50 ( 35)
133 -->  39 ( 24)
133 -->  80 ( 25)
133 --> 205 ( 35)
134 --> 171 ( 40)
135 --> 228 ( 18)
136 --> 103 ( 27)
137 -->   7 ( 35)
138 --> 217 ( 28)
139 -->  45 ( 11)
140 -->   6 ( 29)
140 --> 206 ( 22)
141 -->  28 ( 34)
142 --> 201 ( 17)
143 -->  61 ( 24)
143 --> 112 ( 30)
144 --> 108 ( 31)
145 -->  93 ( 37)
146 --> 221 ( 27)
147 --> 128 ( 21)
148 -->  35 ( 21)
149 -->  79 ( 27)
150 --> 204 ( 20)
151 -->  82 ( 26)
152 -->  12 ( 22)
153 --> 203 ( 22)
154 -->  17 ( 10)
155 -->  23 ( 33)
156 --> 174 ( 13)
156 --> 227 ( 27)
157 -->  10 ( 23)
158 -->  55 ( 28)
159 -->  83 ( 11)
160 -->  41 ( 23)
160 -->  65 ( 14)
160 -->  72 ( 25)
160 --> 169 ( 26)
161 --> 225 ( 37)
162 -->  81 ( 15)
162 --> 143 ( 39)
162 --> 144 ( 24)
162 --> 154 ( 37)
162 --> 205 ( 25)
162 --> 213 ( 31)
163 --> 223 ( 30)
164 --> 113 ( 32)
165 -->  64 ( 19)
166 -->  57 ( 18)
167 --> 197 ( 26)
168 -->  78 ( 36)
169 -->  72 ( 26)
169 --> 119 ( 43)
169 --> 123 ( 23)
169 --> 206 ( 10)
170 --> 219 ( 26)
171 --> 122 ( 29)
172 -->  62 ( 34)
173 --> 182 ( 33)
174 -->  40 ( 26)
174 --> 179 ( 29)
174 --> 210 ( 40)
174 --> 221 ( 21)
175 -->  15 ( 33)
176 --> 181 ( 31)
177 --> 226 ( 29)
178 -->  87 ( 26)
178 --> 140 ( 30)
178 --> 143 ( 25)
178 --> 154 ( 25)
178 --> 179 ( 16)
178 --> 221 ( 23)
179 -->  29 ( 20)
179 -->  37 ( 36)
179 -->  39 ( 31)
179 -->  93 ( 25)
179 --> 205 ( 12)
180 -->  49 ( 20)
181 --> 131 ( 32)
182 --> 202 ( 26)
183 -->   6 ( 29)
183 -->   8 (  7)
183 -->  26 ( 29)
183 -->  39 ( 42)
183 -->  80 ( 31)
183 --> 109 ( 20)
183 --> 133 ( 15)
183 --> 178 ( 18)
183 --> 207 ( 29)
184 --> 139 ( 39)
185 -->   5 (  9)
186 -->  85 ( 17)
187 --> 162 ( 26)
187 --> 179 ( 35)
187 --> 221 ( 25)
188 --> 101 ( 21)
189 --> 185 ( 22)
190 --> 124 ( 22)
191 --> 130 ( 10)
192 -->  37 ( 34)
192 -->  65 ( 14)
192 --> 140 ( 14)
192 --> 154 ( 23)
192 --> 169 ( 35)
192 --> 174 ( 41)
193 --> 147 ( 31)
194 --> 165 ( 26)
195 -->   0 ( 29)
196 --> 104 ( 33)
197 --> 218 ( 45)
198 --> 194 ( 19)
199 -->  43 ( 25)
200 -->  53 ( 24)
201 --> 107 ( 21)
202 -->  69 ( 32)
203 --> 129 ( 25)
204 --> 151 ( 21)
205 -->  11 ( 30)
205 --> 119 ( 20)
