WEIGHTED DIGRAPH 182 362:
  0 --> 106 ( 31)
  1 -->  18 ( 20)
  1 -->  29 ( 34)
  1 -->  31 ( 29)
  1 -->  37 ( 26)
  1 -->  58 ( 28)
  1 -->  63 ( 30)
  1 -->  90 (  6)
  1 --> 123 ( 33)
  1 --> 131 ( 30)
  2 --> 102 ( 32)
  3 --> 172 ( 18)
  4 --> 129 ( 18)
  5 --> 180 ( 31)
  6 --> 121 ( 35)
  7 -->  32 ( 32)
  8 -->  27 ( 27)
  8 -->  34 ( 29)
  8 -->  61 ( 30)
  8 -->  85 ( 34)
  8 --> 137 ( 27)
  9 --> 124 ( 33)
 10 -->  85 ( 22)
 10 --> 110 ( 15)
 11 -->  31 ( 29)
 11 -->  61 ( 22)
 11 --> 181 ( 27)
 12 -->   3 ( 36)
 13 --> 128 ( 23)
 14 -->  13 ( 17)
 15 -->   8 ( 14)
 16 -->  97 ( 25)
 16 --> 137 ( 30)
 17 -->   1 ( 25)
 17 -->  47 ( 34)
 17 --> 176 ( 23)
 18 -->  52 ( 22)
 18 --> 109 ( 23)
 18 --> 121 ( 10)
 18 --> 137 ( 20)
 19 --> 103 ( 28)
 20 -->  98 ( 32)
 21 -->  95 ( 31)
 22 -->  81 ( 16)
 23 --> 143 ( 25)
 24 -->  60 ( 26)
 24 -->  85 ( 18)
 24 -->  99 ( 12)
 24 --> 105 ( 29)
 25 --> 166 ( 28)
 26 -->  36 ( 38)
 27 --> 125 ( 32)
 28 -->  88 ( 19)
 29 -->   8 ( 22)
 29 --> 138 ( 30)
 30 -->  63 ( 23)
 30 --> 114 ( 27)
 30 --> 145 ( 21)
 31 -->  10 ( 21)
 31 --> 142 ( 18)
 31 --> 175 (  5)
 32 --> 116 ( 31)
 33 -->  24 ( 43)
 33 --> 156 (  8)
 34 -->   1 ( 15)
 34 -->  26 ( 33)
 34 -->  36 ( 20)
 34 -->  40 ( 27)
 34 -->  74 ( 32)
 34 -->  78 ( 25)
 35 -->  48 ( 26)
 36 -->  17 ( 25)
 36 --> 115 ( 36)
 37 -->  16 ( 15)
 37 -->  17 ( 24)
 37 --> 105 ( 16)
 37 --> 138 ( 29)
 37 --> 145 ( 34)
 38 -->  91 ( 28)
 39 -->  38 ( 18)
 40 -->  18 ( 27)
 40 -->  26 ( 34)
 40 -->  31 ( 16)
 40 -->  37 ( 26)
 40 -->  89 ( 22)
 40 -->  90 ( 20)
 40 --> 175 ( 33)
 41 --> 108 ( 18)
 42 -->  55 ( 32)
 43 -->  70 ( 24)
 44 -->  93 ( 28)
 45 -->  16 ( 32)
 45 -->  90 ( 11)
