WEIGHTED DIGRAPH 192 372:
  0 -->  77 ( 23)
  1 -->  22 ( 15)
  1 -->  61 ( 23)
  1 -->  90 ( 37)
  1 --> 125 ( 19)
  1 --> 158 ( 31)
  1 --> 169 ( 17)
  2 --> 141 ( 26)
  3 -->  77 ( 41)
  3 -->  84 ( 23)
  3 --> 156 ( 27)
  3 --> 161 ( 29)
  3 --> 175 ( 17)
  4 -->   1 ( 42)
  4 -->  23 ( 21)
  4 --> 172 ( 17)
  5 -->  99 ( 10)
  6 --> 191 ( 36)
  7 -->  19 ( 28)
  8 -->   3 ( 19)
  8 -->  70 ( 18)
  9 -->  24 ( 24)
  9 -->  50 ( 27)
  9 --> 182 ( 22)
 10 -->   8 ( 29)
 10 -->  35 ( 19)
 10 -->  88 ( 36)
 10 --> 157 ( 35)
 11 -->   9 ( 16)
 11 -->  87 ( 25)
 11 --> 157 ( 43)
 12 -->   3 ( 15)
 12 -->  24 ( 20)
 12 --> 158 ( 25)
 13 --> 155 ( 19)
 14 --> 118 ( 15)
 15 --> 180 ( 17)
 16 -->   8 ( 29)
 16 -->  10 ( 19)
 16 -->  54 ( 37)
 16 -->  87 ( 35)
 16 --> 182 ( 21)
 17 -->  65 ( 37)
 18 -->  17 ( 28)
 19 --> 171 ( 20)
 20 -->  53 ( 16)
 21 -->  70 ( 25)
 21 -->  87 ( 21)
 21 --> 109 ( 35)
 21 --> 150 ( 24)
 21 --> 158 ( 15)
 21 --> 165 ( 33)
 22 -->  37 ( 24)
 22 -->  68 ( 24)
 22 -->  85 ( 22)
 22 --> 175 ( 27)
 23 -->  54 ( 28)
 23 -->  61 ( 12)
 23 -->  70 ( 36)
 23 -->  88 ( 34)
 23 --> 109 ( 18)
 23 --> 110 ( 27)
 23 --> 113 ( 30)
 23 --> 172 ( 41)
 24 -->  32 ( 36)
 24 -->  70 ( 21)
 24 -->  85 ( 31)
 24 --> 182 ( 23)
 25 -->  13 ( 33)
 26 -->   3 ( 36)
 27 -->  79 ( 21)
 28 --> 117 ( 26)
 29 --> 115 ( 25)
 30 -->  43 ( 34)
 31 --> 128 ( 19)
 32 -->  16 ( 33)
 32 -->  23 ( 33)
 33 --> 129 ( 25)
 34 --> 126 ( 19)
 35 -->  12 ( 12)
 35 -->  32 ( 39)
 36 --> 137 ( 34)
 37 -->  34 ( 36)
 37 -->  84 (  9)
 37 --> 122 ( 14)
 37 --> 168 ( 34)
 38 --> 166 ( 30)
 39 -->  37 ( 31)
 39 -->  70 ( 12)
 39 --> 157 ( 30)
 40 -->  36 ( 25)
 41 -->   0 ( 33)
 42 --> 124 ( 26)
 43 --> 150 ( 36)
 44 -->  96 (  6)
 45 --> 190 ( 14)
 46 --> 147 ( 27)
 47 --> 107 (  9)
 48 -->  89 ( 36)
 49 --> 185 ( 22)
 50 --> 114 ( 32)
 50 --> 188 ( 20)
 51 --> 143 (  3)
 52 --> 119 ( 28)
 53 --> 130 ( 38)
 54 -->  10 ( 23)
 54 -->  88 ( 24)
 54 --> 140 ( 33)
 54 --> 169 ( 37)
 54 --> 170 ( 32)
 54 --> 175 ( 22)
 55 --> 100 ( 34)
 56 -->  59 ( 20)
 57 -->  74 ( 22)
 58 --> 146 (  8)
 59 -->  25 ( 37)
 60 -->  56 ( 29)
 61 -->  21 ( 41)
 61 --> 152 ( 32)
 62 --> 183 ( 23)
 63 -->  91 ( 20)
 64 -->  78 ( 36)
 65 --> 162 ( 12)
 66 -->  38 ( 33)
 67 -->   3 ( 35)
 67 -->  16 ( 37)
 68 -->  54 ( 21)
 68 -->  83 ( 13)
 68 --> 104 ( 35)
 68 --> 122 ( 19)
 68 --> 125 ( 12)
 68 --> 179 ( 22)
 69 --> 178 ( 17)
 70 -->  12 ( 38)
 70 -->  32 ( 18)
 70 -->  35 ( 31)
 70 -->  88 ( 26)
 70 --> 125 ( 28)
 71 --> 149 ( 36)
 72 --> 106 ( 20)
 73 -->  12 ( 34)
 73 -->  70 ( 16)
 73 -->  88 ( 18)
 73 --> 145 ( 12)
