WEIGHTED DIGRAPH 194 374:
  0 --> 120 ( 31)
  1 -->   7 ( 25)
  2 -->  27 ( 18)
  2 -->  52 ( 14)
  2 -->  85 ( 24)
  2 -->  88 ( 26)
  2 --> 132 ( 21)
  2 --> 180 ( 31)
  3 -->  11 ( 26)
  3 --> 111 ( 29)
  3 --> 184 ( 32)
  4 -->  82 ( 23)
  5 -->  58 ( 18)
  6 --> 154 ( 24)
  7 -->  87 ( 38)
  8 -->  12 ( 22)
  8 --> 130 ( 21)
  8 --> 134 ( 27)
  8 --> 181 (  6)
  9 --> 161 ( 25)
 10 -->  70 ( 20)
 10 --> 141 ( 15)
 10 --> 152 ( 31)
 10 --> 169 ( 11)
 10 --> 177 ( 40)
 10 --> 189 ( 27)
 11 -->  34 ( 32)
 11 --> 143 ( 26)
 11 --> 190 ( 25)
 12 --> 163 ( 35)
 13 --> 187 ( 21)
 14 -->  44 ( 35)
 14 --> 137 ( 38)
 14 --> 163 ( 31)
 15 --> 116 ( 18)
 15 --> 141 ( 24)
 16 -->  95 ( 18)
 17 -->  13 ( 22)
 18 -->  12 ( 25)
 18 --> 144 ( 31)
 18 --> 169 ( 14)
 19 -->  65 ( 25)
 20 -->  59 ( 18)
 21 -->  42 ( 25)
 22 --> 149 ( 35)
 23 -->  71 ( 19)
 24 -->  34 ( 35)
 24 -->  52 ( 15)
 24 -->  61 ( 16)
 25 -->  21 ( 34)
 26 -->  84 ( 24)
 27 -->  36 ( 34)
 27 -->  80 ( 14)
 28 -->  98 ( 27)
 29 --> 168 ( 24)
 30 -->  56 ( 23)
 31 -->  26 ( 28)
 32 --> 151 ( 17)
 33 -->  50 (  9)
 34 -->  27 ( 27)
 34 --> 111 ( 20)
 34 --> 144 ( 29)
 35 --> 121 ( 15)
 36 -->  51 ( 36)
 36 --> 182 ( 24)
 36 --> 184 ( 14)
 36 --> 185 ( 31)
 37 -->  90 ( 29)
 38 -->  33 ( 28)
 39 -->  93 ( 36)
 40 -->  96 (  9)
 41 -->  61 ( 19)
 41 --> 108 ( 36)
 42 -->   1 ( 21)
 43 --> 127 ( 27)
 44 -->  52 ( 32)
 44 -->  61 ( 22)
 44 --> 110 ( 28)
 45 -->   8 ( 21)
 45 -->  10 ( 24)
 45 -->  18 ( 16)
 45 -->  36 ( 19)
 45 --> 110 ( 12)
 45 --> 135 ( 28)
 45 --> 141 ( 14)
 45 --> 165 ( 19)
 45 --> 175 ( 35)
 45 --> 190 ( 35)
 46 --> 191 ( 23)
 47 -->  70 ( 48)
 48 -->  38 ( 33)
 49 --> 123 ( 29)
 50 -->  94 ( 31)
 51 -->  12 ( 19)
 51 -->  34 ( 34)
 51 -->  69 ( 29)
 51 --> 104 ( 39)
 51 --> 111 ( 24)
 51 --> 114 ( 30)
