WEIGHTED DIGRAPH 172 352:
  0 -->  97 ( 18)
  1 -->  35 ( 24)
  1 -->  81 ( 23)
  2 --> 147 ( 25)
  3 --> 111 ( 22)
  4 --> 157 ( 22)
  4 --> 161 ( 27)
  5 --> 103 ( 45)
  6 -->   4 ( 22)
  6 -->   9 ( 20)
  6 -->  55 ( 28)
  6 --> 101 ( 22)
  6 --> 157 ( 43)
  7 -->  27 ( 28)
  8 --> 116 ( 14)
  9 -->  24 ( 29)
  9 --> 114 ( 32)
  9 --> 142 ( 23)
  9 --> 143 ( 38)
  9 --> 161 ( 31)
 10 --> 148 (  9)
 11 -->  40 ( 36)
 12 -->  53 ( 37)
 13 --> 165 ( 25)
 14 -->  61 ( 40)
 14 -->  68 ( 27)
 14 --> 131 ( 27)
 14 --> 153 ( 19)
 15 -->  96 ( 27)
 16 -->   9 ( 27)
 17 -->  21 ( 21)
 17 -->  48 ( 24)
 17 -->  86 ( 28)
 17 --> 162 ( 34)
 18 --> 138 ( 11)
 19 -->  98 ( 17)
 19 --> 109 ( 23)
 20 -->  57 ( 19)
 21 -->  28 ( 25)
 21 -->  55 ( 24)
 21 -->  59 ( 10)
 21 --> 109 ( 33)
 21 --> 114 ( 37)
 21 --> 157 ( 26)
 22 -->  85 ( 21)
 23 --> 120 ( 18)
 23 --> 143 ( 30)
 23 --> 146 ( 30)
 23 --> 162 ( 19)
 24 --> 118 ( 28)
 25 --> 100 ( 26)
 26 --> 132 ( 15)
 27 --> 124 ( 31)
 28 -->  32 ( 18)
 29 -->  47 ( 40)
 30 -->  58 ( 35)
 31 -->  80 ( 25)
 32 -->  22 ( 30)
 33 -->  50 ( 29)
 34 -->  81 ( 24)
 35 -->  17 ( 12)
 35 -->  19 ( 20)
 35 --> 125 ( 39)
 35 --> 128 ( 19)
 35 --> 157 ( 29)
 36 -->  38 ( 25)
 36 -->  62 ( 44)
 36 --> 109 ( 30)
 36 --> 133 ( 12)
 36 --> 156 ( 28)
 37 -->  52 ( 28)
 37 -->  78 ( 10)
 37 --> 161 ( 22)
 38 -->  14 ( 24)
 38 -->  62 ( 33)
 38 -->  70 ( 18)
 38 --> 125 ( 37)
 38 --> 127 (  4)
 38 --> 132 ( 24)
 38 --> 154 ( 16)
 38 --> 157 ( 43)
 38 --> 162 ( 15)
 39 -->   4 ( 34)
 39 -->  38 ( 25)
 39 -->  61 ( 37)
 39 -->  70 ( 20)
 39 --> 115 ( 17)
 39 --> 138 ( 12)
 40 --> 159 ( 25)
 41 -->  84 ( 34)
 42 -->  61 ( 42)
 42 --> 115 ( 29)
 43 -->  94 ( 19)
 44 --> 154 ( 24)
 45 -->  92 ( 42)
 46 --> 102 ( 21)
 47 -->  49 ( 35)
 48 -->  35 ( 27)
 48 --> 105 ( 20)
 48 --> 138 ( 32)
 49 -->  25 ( 13)
 50 -->  80 ( 33)
 51 --> 164 ( 16)
 52 -->  73 ( 40)
 53 -->  82 ( 10)
 54 -->  63 ( 22)
 55 -->   1 ( 24)
 55 -->  35 ( 38)
 55 -->  62 ( 24)
 55 -->  80 (  9)
 55 --> 157 ( 22)
 56 --> 126 ( 34)
 57 --> 109 ( 23)
 58 -->  67 ( 29)
 59 --> 114 ( 32)
 59 --> 157 ( 26)
 59 --> 162 ( 30)
 60 -->  90 ( 27)
 61 -->  37 ( 19)
 61 -->  70 ( 33)
 61 --> 106 ( 17)
 61 --> 132 (  1)
 62 -->   9 ( 14)
 62 -->  70 ( 39)
 62 -->  78 ( 18)
 62 -->  79 ( 23)
 62 --> 101 ( 17)
 62 --> 125 ( 27)
 63 -->  43 ( 39)
 64 -->  21 ( 22)
 65 --> 168 ( 38)
 66 --> 122 (  8)
 66 --> 138 ( 16)
 66 --> 162 ( 37)
 67 --> 139 ( 23)
 68 -->  17 ( 10)
 68 -->  35 ( 26)
 68 -->  39 ( 24)
 68 --> 105 ( 27)
 68 --> 145 ( 23)
 68 --> 146 ( 27)
 69 -->  83 ( 14)
 70 -->  59 ( 27)
 70 -->  78 ( 18)
 70 --> 138 ( 27)
 71 -->  14 ( 16)
 72 -->  44 ( 22)
 73 -->  93 ( 32)
 74 -->  46 ( 27)
 75 --> 166 ( 25)
 76 --> 112 ( 13)
 77 -->   8 ( 30)
 78 -->  71 ( 20)
 78 --> 122 ( 27)
 78 --> 133 ( 17)
