WEIGHTED DIGRAPH 160 340:
  0 -->  74 ( 31)
  1 --> 117 ( 29)
  2 -->  31 ( 30)
  2 -->  63 ( 37)
  2 -->  66 ( 24)
  2 --> 110 ( 33)
  2 --> 118 ( 29)
  2 --> 156 ( 29)
  3 --> 123 ( 21)
  4 -->  62 ( 36)
  5 -->  70 ( 23)
  6 -->  15 ( 28)
  7 -->  40 ( 18)
  7 --> 106 ( 22)
  7 --> 154 ( 15)
  8 -->   5 ( 24)
  9 -->  26 ( 34)
  9 -->  33 ( 16)
  9 -->  63 ( 16)
  9 -->  79 ( 14)
  9 --> 115 ( 23)
 10 -->  51 ( 21)
 11 -->  41 ( 24)
 12 -->  22 ( 14)
 13 -->  75 (  9)
 14 --> 110 ( 37)
 14 --> 151 ( 22)
 14 --> 155 ( 28)
 15 -->  54 ( 32)
 16 --> 129 ( 41)
 17 -->  92 (  8)
 18 -->  32 ( 21)
 18 --> 115 ( 24)
 18 --> 156 ( 34)
 19 -->   0 ( 25)
 20 -->  19 ( 15)
 21 -->  65 ( 23)
 22 -->  24 ( 24)
 23 -->  57 ( 32)
 24 --> 150 (  9)
 25 --> 147 ( 17)
 26 -->  49 ( 26)
 26 --> 110 ( 26)
 26 --> 120 ( 38)
 27 -->   2 ( 42)
 27 -->  18 ( 22)
 27 -->  30 ( 32)
 27 -->  35 ( 26)
 27 -->  79 ( 32)
 27 --> 100 ( 36)
 28 -->  67 ( 14)
 28 -->  73 ( 14)
 28 -->  88 ( 23)
 28 --> 103 ( 22)
 28 --> 107 ( 33)
 28 --> 112 ( 38)
 28 --> 120 ( 31)
 29 --> 159 ( 40)
 30 -->  53 ( 20)
 31 -->   7 ( 19)
 31 --> 103 ( 34)
 31 --> 115 ( 19)
 31 --> 120 ( 17)
 31 --> 157 ( 22)
 32 -->   2 ( 16)
 32 -->   7 ( 22)
 32 -->  42 ( 23)
 32 --> 103 ( 39)
 33 -->  26 ( 28)
 33 -->  31 ( 19)
 33 -->  88 ( 25)
 33 --> 103 ( 27)
 33 --> 142 ( 32)
 34 -->  27 ( 25)
 35 -->  85 ( 22)
 36 -->  34 ( 20)
 37 --> 148 ( 20)
 38 -->  44 ( 14)
 39 -->  20 ( 27)
 40 -->  47 ( 14)
 40 -->  77 ( 23)
 41 --> 124 ( 29)
 42 -->  18 ( 31)
 42 -->  33 (  6)
 42 --> 103 ( 21)
 42 --> 106 ( 24)
 42 --> 143 ( 29)
 43 --> 132 ( 24)
 44 --> 130 (  6)
 45 -->  37 ( 43)
 46 -->  10 ( 36)
 47 -->  31 ( 23)
 47 -->  63 ( 26)
 47 -->  76 ( 20)
 47 --> 103 ( 26)
 47 --> 114 ( 30)
 48 -->  23 ( 25)
 48 --> 138 ( 26)
 49 -->  14 ( 22)
 49 -->  31 ( 29)
 49 -->  73 ( 26)
 49 --> 118 ( 36)
 50 -->  48 ( 37)
 50 --> 100 ( 33)
 50 --> 157 ( 37)
 51 --> 100 ( 20)
 52 -->  26 ( 30)
 52 -->  79 ( 26)
 52 -->  80 ( 26)
 52 --> 100 ( 39)
 52 --> 104 ( 28)
 52 --> 120 ( 26)
 52 --> 156 (  9)
 53 -->  55 ( 27)
 54 -->  59 (  8)
 55 -->  58 ( 21)
 56 -->  14 ( 35)
 56 -->  28 ( 18)
 56 -->  48 ( 40)
 56 -->  69 ( 29)
 56 -->  76 ( 40)
 56 --> 139 ( 44)
 57 -->  95 ( 29)
 58 -->  78 ( 36)
 59 -->  60 ( 28)
 60 -->  45 ( 15)
 61 -->  14 ( 31)
 61 -->  69 ( 21)
 61 -->  82 ( 26)
 62 -->  16 (  9)
 64 --> 128 ( 36)
 65 -->  71 ( 33)
 66 -->  42 ( 17)
 66 -->  50 ( 22)
 66 --> 125 ( 27)
 66 --> 140 ( 23)
 67 --> 104 ( 12)
 67 --> 140 ( 20)
 68 --> 146 ( 30)
 69 -->   2 ( 32)
 69 -->  32 ( 25)
 69 -->  93 ( 18)
 69 --> 126 ( 25)
 69 --> 158 ( 35)
 70 -->  29 ( 17)
 71 --> 144 ( 19)
 72 --> 116 ( 26)
 73 -->  40 ( 33)
 73 --> 106 (  6)
 73 --> 118 ( 31)
 74 -->   3 ( 30)
 75 -->  83 ( 23)
 76 -->   9 ( 10)
 76 -->  26 ( 40)
 76 -->  32 ( 31)
 76 -->  79 ( 38)
 76 --> 100 ( 32)
 76 --> 114 ( 17)
 76 --> 120 ( 17)
 76 --> 126 ( 30)
 77 -->  12 ( 31)
 78 --> 126 ( 28)
 79 -->  47 ( 39)
 79 -->  66 ( 22)
 79 -->  88 ( 25)
 79 -->  91 ( 12)
 79 --> 120 ( 23)
 79 --> 151 ( 36)
 79 --> 154 ( 29)
 81 --> 101 ( 19)
 82 -->  63 ( 21)
 82 --> 107 ( 23)
 82 --> 138 ( 13)
 83 -->  39 ( 28)
 84 -->  94 ( 15)
 85 -->  90 ( 27)
 86 -->  96 ( 32)
 87 -->  81 ( 24)
 88 -->   9 ( 23)
 89 -->  13 ( 35)
 90 --> 122 ( 35)
 91 -->  52 ( 21)
 91 -->  67 ( 31)
 91 --> 106 ( 21)
 92 -->  46 ( 27)
 93 -->   2 ( 36)
 93 -->  27 ( 33)
 93 -->  42 ( 31)
 93 --> 114 ( 22)
 93 --> 153 ( 17)
 94 --> 145 ( 16)
 95 --> 152 ( 30)
 96 -->  72 ( 11)
 97 --> 116 (  8)
 98 -->   4 ( 27)
 99 --> 100 ( 34)
100 -->   7 ( 21)
100 -->  63 ( 39)
100 -->  79 ( 29)
100 -->  89 ( 27)
100 -->  93 ( 19)
100 --> 137 ( 32)
101 -->  38 ( 20)
102 -->  88 ( 32)
103 -->  26 ( 13)
104 --> 143 ( 38)
104 --> 151 ( 19)
105 --> 143 ( 16)
106 -->   9 ( 25)
106 -->  66 ( 15)
106 -->  69 ( 25)
106 --> 100 ( 31)
106 --> 114 ( 23)
106 --> 116 ( 19)
106 --> 118 ( 29)
106 --> 125 ( 14)
106 --> 157 ( 20)
107 -->  67 ( 14)
107 --> 116 ( 16)
107 --> 139 ( 32)
107 --> 140 ( 22)
108 --> 149 (  5)
109 --> 119 ( 29)
110 --> 107 ( 14)
110 --> 154 ( 20)
111 --> 113 ( 30)
112 --> 143 ( 27)
112 --> 155 ( 31)
113 -->  48 ( 31)
114 -->  18 ( 35)
114 -->  48 ( 24)
114 -->  69 ( 35)
114 --> 153 ( 33)
115 -->   2 ( 36)
115 -->   7 ( 22)
115 -->  82 ( 15)
115 -->  93 ( 14)
115 --> 104 (  7)
116 -->  25 ( 31)
116 --> 125 ( 32)
116 --> 142 ( 22)
117 --> 108 ( 23)
118 -->  33 ( 23)
118 -->  47 ( 16)
118 --> 154 ( 22)
119 -->  43 ( 24)
120 -->   2 ( 31)
120 -->  14 ( 38)
120 -->  33 ( 24)
120 -->  47 ( 16)
120 -->  56 ( 22)
120 --> 126 ( 22)
120 --> 158 ( 15)
121 -->  64 ( 37)
122 -->  17 ( 17)
123 -->  27 ( 33)
124 -->  86 ( 18)
125 -->  52 ( 37)
125 -->  73 ( 29)
125 --> 155 ( 31)
125 --> 157 ( 21)
126 -->  49 ( 10)
126 -->  79 ( 25)
126 --> 110 ( 37)
126 --> 131 ( 32)
127 -->   1 ( 24)
128 --> 141 ( 28)
129 --> 109 ( 16)
130 -->  99 ( 33)
131 --> 135 ( 29)
132 --> 105 ( 28)
133 -->  40 ( 34)
134 -->  84 ( 27)
135 -->  68 ( 27)
136 --> 134 (  9)
137 --> 121 ( 29)
138 -->   9 ( 13)
138 -->  52 ( 33)
138 --> 104 ( 32)
138 --> 139 ( 26)
139 -->   2 ( 20)
139 --> 102 ( 37)
139 --> 158 ( 11)
140 -->   2 ( 20)
140 --> 118 ( 12)
141 -->  11 ( 25)
142 -->  50 ( 27)
142 -->  61 ( 15)
143 -->   8 ( 26)
143 -->  32 ( 15)
143 -->  47 ( 26)
143 -->  80 ( 33)
143 -->  93 ( 41)
143 --> 107 ( 32)
143 --> 115 ( 14)
143 --> 151 ( 23)
144 --> 133 ( 29)
145 -->  36 ( 31)
146 --> 136 ( 24)
147 -->  87 ( 24)
148 -->  98 ( 31)
149 -->   6 ( 37)
150 --> 111 ( 30)
151 -->  40 ( 23)
151 -->  73 ( 25)
151 --> 100 ( 12)
152 -->  21 ( 31)
153 -->  31 ( 37)
153 -->  97 ( 18)
153 --> 107 ( 35)
153 --> 143 ( 31)
154 -->  48 ( 42)
154 -->  80 ( 25)
154 -->  93 ( 22)
154 --> 102 ( 21)
154 --> 155 ( 32)
155 -->  33 ( 36)
155 -->  52 ( 34)
155 -->  67 ( 32)
155 -->  88 ( 13)
155 --> 102 ( 33)
155 --> 114 ( 20)
155 --> 139 ( 14)
155 --> 151 ( 23)
156 -->  48 ( 16)
156 -->  69 ( 20)
156 --> 127 ( 15)
156 --> 138 ( 38)
156 --> 140 ( 14)
156 --> 143 ( 35)
156 --> 155 ( 23)
157 --> 116 ( 21)
158 -->  27 ( 21)
158 -->  33 ( 40)
158 -->  47 ( 38)
158 -->  56 ( 23)
158 -->  76 ( 28)
158 --> 110 ( 17)
158 --> 157 ( 29)
159 --> 156 ( 22)
