WEIGHTED DIGRAPH 234 414:
  0 -->  93 ( 32)
  0 --> 117 ( 28)
  0 --> 187 ( 41)
  0 --> 220 ( 27)
  0 --> 232 ( 16)
  1 --> 224 ( 37)
  2 -->  84 ( 37)
  3 -->   4 (  9)
  4 -->  58 ( 42)
  5 -->   7 ( 12)
  5 --> 128 ( 23)
  5 --> 154 ( 24)
  5 --> 228 ( 17)
  5 --> 232 ( 20)
  6 -->  76 ( 14)
  7 --> 152 ( 27)
  7 --> 154 ( 46)
  7 --> 207 ( 32)
  7 --> 215 ( 18)
  8 -->  65 ( 26)
  9 -->  95 ( 31)
 10 --> 110 ( 19)
 11 --> 140 ( 18)
 12 --> 121 ( 39)
 13 --> 192 ( 15)
 14 --> 173 ( 17)
 15 --> 130 ( 17)
 16 -->  46 ( 13)
 16 --> 120 ( 27)
 16 --> 149 ( 37)
 17 -->  56 ( 18)
 18 --> 108 ( 16)
 19 --> 198 ( 33)
 20 --> 175 ( 24)
 21 -->   3 ( 18)
 22 --> 195 ( 20)
 23 -->  38 ( 19)
 24 --> 149 ( 35)
 24 --> 158 (  3)
 24 --> 209 ( 44)
 24 --> 223 ( 23)
 25 -->  50 ( 16)
 26 -->  60 ( 22)
 26 --> 103 ( 23)
 26 --> 138 ( 36)
 26 --> 183 ( 19)
 27 --> 106 ( 36)
 28 -->  19 ( 12)
 29 --> 102 ( 34)
 29 --> 153 ( 16)
 30 --> 135 ( 29)
 31 --> 207 ( 31)
 31 --> 211 ( 34)
 32 -->  71 ( 17)
 33 -->  83 ( 35)
 34 --> 112 ( 21)
 35 -->  73 ( 30)
 36 -->  96 ( 31)
 37 --> 145 ( 22)
 38 --> 230 ( 20)
 39 -->  98 ( 44)
 39 --> 138 ( 22)
 39 --> 220 ( 37)
 40 -->  97 ( 25)
 41 -->  29 ( 34)
 41 --> 127 ( 41)
 41 --> 156 ( 22)
 41 --> 201 ( 21)
 42 --> 185 ( 31)
 43 -->  55 (  7)
 43 --> 134 ( 12)
 43 --> 206 ( 46)
 43 --> 231 ( 16)
 44 --> 147 ( 21)
 45 -->  51 ( 35)
 46 -->   0 ( 24)
 46 -->  26 ( 16)
 46 -->  57 ( 10)
