WEIGHTED DIGRAPH 204 384:
  0 --> 172 ( 38)
  1 --> 103 ( 33)
  2 -->  19 ( 16)
  2 -->  65 ( 16)
  2 --> 101 ( 20)
  2 --> 139 ( 34)
  2 --> 174 ( 34)
  2 --> 184 ( 26)
  3 --> 115 ( 29)
  4 -->  68 ( 31)
  5 -->  21 ( 23)
  5 -->  67 ( 31)
  5 -->  99 ( 24)
  5 --> 100 ( 23)
  6 -->   3 ( 28)
  7 -->  75 ( 26)
  8 -->  77 ( 26)
  9 -->  15 ( 21)
 10 -->  22 ( 17)
 11 -->  45 ( 28)
 12 -->  52 ( 21)
 12 --> 130 ( 27)
 13 -->  67 ( 31)
 13 --> 118 ( 29)
 14 --> 109 ( 11)
 15 --> 165 ( 37)
 16 --> 131 ( 21)
 17 -->  21 ( 11)
 18 --> 111 ( 24)
 19 -->  24 ( 13)
 19 -->  67 ( 22)
 19 -->  75 ( 25)
 19 --> 155 ( 36)
 19 --> 181 ( 32)
 20 -->  92 ( 25)
 21 -->  12 ( 27)
 21 -->  73 (  7)
 21 -->  81 ( 15)
 21 -->  93 ( 28)
 21 --> 181 ( 25)
 21 --> 190 ( 30)
 22 -->  37 ( 20)
 23 --> 106 ( 38)
 24 -->  46 ( 27)
 24 --> 194 ( 22)
 25 --> 186 ( 35)
 26 -->  32 ( 17)
 26 -->  52 ( 14)
 26 -->  65 ( 37)
 26 -->  96 ( 24)
 26 --> 187 ( 37)
 27 -->  82 ( 31)
 28 -->  72 ( 19)
 30 --> 168 ( 29)
 31 --> 123 ( 24)
 32 -->  68 ( 35)
 32 --> 142 ( 35)
 33 -->  23 ( 11)
 34 -->  29 ( 12)
 34 -->  75 ( 18)
 34 -->  96 ( 30)
 34 -->  99 ( 40)
 34 --> 155 ( 27)
 35 -->  48 ( 31)
 36 --> 144 ( 22)
 37 --> 104 ( 28)
 38 --> 158 ( 36)
 39 -->   2 ( 25)
 39 -->  93 ( 32)
 39 --> 139 ( 22)
 39 --> 174 ( 34)
 40 --> 150 ( 25)
 41 -->  71 ( 31)
 41 --> 198 ( 38)
 42 --> 110 ( 15)
 43 --> 160 ( 22)
 44 --> 161 ( 25)
 45 --> 189 ( 13)
 46 -->  12 ( 20)
 46 -->  65 ( 32)
 46 -->  79 ( 41)
 46 -->  93 ( 22)
 46 --> 100 ( 20)
 46 --> 188 ( 15)
 46 --> 194 ( 17)
 47 -->  60 ( 18)
 48 -->   8 ( 31)
 49 -->  10 ( 19)
 50 -->  43 ( 31)
 51 -->  52 ( 25)
 51 --> 140 ( 19)
 52 -->  13 ( 25)
 52 -->  63 ( 44)
