WEIGHTED DIGRAPH 246 426:
  0 -->  34 ( 27)
  0 -->  38 ( 12)
  0 --> 129 ( 16)
  0 --> 200 ( 23)
  0 --> 218 ( 21)
  0 --> 224 ( 25)
  1 -->  78 ( 18)
  2 --> 153 ( 26)
  3 --> 151 ( 25)
  3 --> 172 ( 25)
  3 --> 223 ( 39)
  3 --> 228 ( 21)
  3 --> 240 ( 42)
  4 --> 202 ( 17)
  4 --> 234 ( 14)
  4 --> 241 ( 21)
  5 --> 131 ( 17)
  6 --> 179 ( 28)
  7 -->   4 ( 32)
  7 -->  39 ( 38)
  7 -->  73 (  7)
  7 -->  79 ( 34)
  7 --> 127 ( 30)
  7 --> 151 (  2)
  7 --> 181 (  3)
  8 --> 186 ( 25)
  9 --> 110 ( 26)
 10 --> 136 ( 31)
 11 -->  96 ( 21)
 12 --> 100 ( 27)
 13 --> 105 ( 13)
 14 --> 158 ( 37)
 15 --> 143 ( 37)
 16 -->  12 ( 22)
 17 --> 245 ( 24)
 18 --> 101 ( 29)
 19 -->  94 ( 22)
 20 --> 127 ( 26)
 21 -->  50 ( 37)
 22 --> 208 ( 27)
 23 --> 199 ( 27)
 24 -->  58 ( 35)
 25 --> 139 ( 31)
 26 --> 207 ( 15)
 27 --> 211 ( 20)
 28 --> 126 ( 11)
 29 --> 168 ( 32)
 30 --> 103 ( 23)
 30 --> 106 ( 32)
 30 --> 151 ( 28)
 30 --> 212 ( 25)
 30 --> 218 ( 27)
 30 --> 228 ( 34)
 31 --> 123 ( 18)
 32 -->  92 ( 25)
 33 -->  29 ( 33)
 35 -->   4 ( 32)
 35 -->  57 ( 25)
 35 -->  70 ( 34)
 35 --> 113 ( 28)
 35 --> 224 ( 15)
 36 -->   4 ( 21)
 36 -->  53 ( 19)
 36 --> 172 ( 36)
 36 --> 185 ( 23)
 36 --> 235 ( 28)
 37 --> 204 ( 10)
 38 -->  42 (  4)
 38 --> 222 ( 30)
 40 -->  72 ( 28)
 41 -->  48 ( 10)
 42 -->  24 ( 26)
 42 -->  89 ( 37)
 42 -->  98 ( 17)
 42 --> 112 ( 32)
 42 --> 120 ( 14)
 42 --> 239 ( 19)
 43 --> 236 (  9)
 44 --> 128 ( 39)
 45 --> 205 ( 21)
 46 --> 187 ( 34)
 47 --> 117 ( 30)
 48 --> 152 ( 21)
 49 --> 219 ( 28)
 50 --> 121 ( 32)
 51 --> 148 ( 15)
 52 -->  82 ( 19)
 53 --> 166 ( 28)
 54 -->   9 ( 28)
 55 --> 180 ( 10)
 56 --> 135 ( 29)
 57 -->  39 ( 19)
 57 --> 120 ( 18)
 57 --> 183 ( 25)
 57 --> 209 ( 33)
 58 -->  36 ( 44)
 58 --> 127 ( 16)
 58 --> 129 ( 17)
 58 --> 191 (  8)
 58 --> 200 ( 38)
 59 --> 163 ( 12)
 60 -->  61 ( 15)
 61 --> 220 ( 17)
 62 -->  14 ( 28)
 63 --> 141 ( 37)
 64 -->  97 ( 23)
 65 --> 114 ( 20)
 66 -->   0 ( 28)
 66 -->  70 ( 38)
 66 -->  79 ( 15)
 66 --> 151 ( 33)
 66 --> 185 ( 38)
 66 --> 200 ( 28)
 66 --> 212 ( 24)
 66 --> 239 ( 34)
 67 --> 122 ( 43)
 68 --> 243 ( 18)
 69 --> 188 ( 27)
 70 -->  38 ( 27)
 70 -->  98 ( 21)
 70 --> 194 ( 26)
 71 -->  52 ( 23)
 72 --> 149 ( 31)
 73 -->  30 ( 24)
 73 --> 107 ( 20)
 73 --> 154 ( 25)
 73 --> 200 ( 35)
 73 --> 209 ( 17)
 73 --> 233 ( 15)
 74 --> 124 ( 36)
 75 -->  35 ( 19)
 75 -->  38 ( 11)
 75 -->  98 ( 28)
 75 --> 218 ( 12)
 76 -->  26 ( 31)
 77 -->   0 ( 34)
 77 -->  57 ( 20)
 77 -->  86 ( 30)
 77 -->  98 ( 15)
 77 --> 113 ( 29)
 77 --> 151 ( 22)
 78 --> 115 ( 37)
 79 -->   4 ( 36)
 79 -->  20 ( 25)
 79 -->  77 ( 33)
 79 -->  98 ( 15)
 79 --> 154 ( 17)
 80 -->  40 (  4)
 81 -->  28 ( 27)
 81 -->  57 ( 31)
 81 -->  63 ( 19)
 81 -->  89 ( 16)
 81 --> 129 ( 28)
 81 --> 194 ( 33)
 82 -->  49 ( 31)
 83 -->  64 ( 20)
 84 --> 215 ( 32)
 85 --> 217 ( 29)
 86 -->  24 ( 34)
 86 -->  75 ( 13)
 86 --> 185 ( 36)
 87 -->  37 ( 17)
 88 --> 119 ( 22)
 89 -->   3 ( 13)
 89 -->  34 ( 45)
 89 --> 191 ( 28)
 90 --> 232 ( 10)
 91 --> 169 ( 38)
 92 -->  38 ( 33)
 93 --> 178 ( 33)
 94 -->   3 ( 32)
 95 -->   6 ( 18)
 96 -->  21 ( 30)
 97 --> 229 ( 34)
 98 --> 119 ( 16)
 98 --> 161 ( 25)
 98 --> 203 ( 30)
 99 -->  11 ( 18)
100 --> 108 ( 36)
101 --> 133 ( 38)
102 --> 170 ( 18)
103 -->   4 ( 17)
103 -->  57 ( 24)
103 --> 228 ( 29)
103 --> 233 ( 20)
104 -->   8 ( 37)
105 --> 198 ( 26)
106 -->  42 ( 18)
106 -->  70 ( 27)
106 --> 103 ( 45)
106 --> 218 ( 30)
106 --> 228 ( 26)
107 -->  38 ( 22)
107 -->  42 ( 34)
107 -->  70 ( 30)
107 --> 120 ( 24)
107 --> 154 ( 22)
107 --> 218 ( 29)
107 --> 233 ( 33)
108 --> 237 ( 27)
109 --> 225 ( 13)
110 -->  45 ( 23)
111 -->  74 ( 27)
112 -->  36 ( 27)
112 -->  75 ( 21)
112 -->  77 ( 23)
112 --> 127 ( 39)
112 --> 154 ( 18)
112 --> 212 ( 21)
113 -->   3 ( 32)
114 -->  99 ( 37)
115 --> 146 ( 33)
116 -->  32 ( 19)
117 --> 102 ( 29)
118 --> 184 ( 14)
119 -->   0 ( 15)
119 -->  59 ( 21)
119 --> 120 ( 18)
119 --> 191 ( 22)
119 --> 194 ( 19)
119 --> 218 ( 18)
120 -->  70 ( 10)
120 -->  75 ( 16)
120 -->  98 ( 26)
120 --> 138 ( 11)
120 --> 159 ( 41)
120 --> 240 ( 16)
121 --> 197 ( 32)
122 --> 132 ( 40)
123 --> 111 ( 28)
124 -->  62 ( 14)
125 -->  76 ( 32)
126 --> 201 ( 16)
128 -->  23 ( 34)
129 -->  34 ( 22)
129 -->  35 ( 21)
129 -->  39 ( 34)
129 -->  79 ( 13)
129 -->  98 ( 26)
129 --> 200 ( 22)
130 -->  93 ( 18)
131 --> 147 ( 13)
132 -->  81 ( 12)
133 -->  27 ( 11)
134 -->  30 ( 21)
134 -->  39 ( 30)
134 -->  70 ( 27)
134 -->  73 ( 26)
135 -->  46 ( 38)
136 -->  33 ( 16)
137 --> 144 ( 35)
138 --> 242 ( 33)
139 --> 164 ( 18)
140 --> 165 ( 18)
141 -->  68 ( 32)
142 --> 157 ( 17)
143 --> 192 ( 33)
144 -->  43 ( 17)
145 -->  71 ( 24)
146 --> 162 ( 19)
147 -->  25 ( 28)
148 --> 137 ( 29)
