WEIGHTED DIGRAPH 210 390:
  0 -->  45 ( 25)
  0 -->  84 ( 23)
  0 --> 105 ( 16)
  0 --> 129 ( 31)
  0 --> 139 ( 22)
  0 --> 191 ( 23)
  1 --> 131 ( 27)
  2 -->  71 ( 24)
  3 -->  58 ( 17)
  4 --> 170 ( 28)
  5 -->  43 ( 43)
  5 -->  49 ( 27)
  5 -->  68 ( 24)
  5 --> 165 ( 41)
  6 -->   1 ( 24)
  7 -->  98 ( 32)
  8 -->  13 ( 32)
  9 -->  52 ( 16)
  9 -->  78 ( 42)
  9 --> 129 ( 16)
  9 --> 139 ( 20)
  9 --> 191 ( 30)
 10 --> 190 ( 21)
 11 -->   5 ( 16)
 11 -->  40 ( 13)
 11 -->  70 ( 30)
 11 -->  72 ( 25)
 12 -->  19 ( 25)
 13 --> 128 ( 17)
 14 --> 164 ( 19)
 15 --> 156 ( 22)
 16 --> 142 ( 23)
 17 -->  91 ( 19)
 18 -->  59 ( 32)
 19 --> 139 ( 15)
 20 -->  92 ( 25)
 21 --> 162 ( 22)
 22 -->   9 ( 23)
 22 -->  35 ( 30)
 22 -->  42 ( 41)
 22 --> 191 ( 37)
 22 --> 205 ( 15)
 23 --> 161 ( 24)
 23 --> 167 ( 27)
 24 --> 208 ( 25)
 25 -->   0 ( 30)
 25 -->  68 ( 27)
 25 -->  84 ( 24)
 25 --> 185 ( 19)
 26 --> 130 ( 13)
 27 -->   0 ( 12)
 27 -->   5 ( 21)
 27 -->  33 ( 24)
 27 -->  43 ( 18)
 27 -->  60 ( 24)
 27 -->  79 ( 43)
 27 --> 149 ( 31)
 28 -->  23 ( 19)
 28 -->  38 ( 23)
 28 --> 168 ( 31)
 29 --> 184 ( 29)
 30 -->  82 ( 19)
 31 --> 133 ( 44)
 32 --> 166 ( 20)
 33 -->  54 ( 23)
 34 -->  41 ( 17)
 35 -->  81 ( 14)
 35 --> 188 ( 27)
 36 --> 138 ( 15)
 37 -->   3 ( 14)
 38 -->  45 ( 32)
 38 -->  70 ( 14)
 38 -->  78 ( 25)
 38 --> 168 ( 42)
 38 --> 189 ( 27)
