WEIGHTED DIGRAPH 212 392:
  0 -->  16 ( 33)
  1 --> 151 ( 26)
  2 -->  43 ( 32)
  3 -->   8 ( 32)
  4 -->  46 ( 14)
  5 -->  74 ( 38)
  6 -->  26 ( 33)
  6 -->  38 ( 44)
  6 -->  41 ( 28)
  6 -->  44 ( 22)
  6 -->  48 ( 29)
  6 -->  79 ( 30)
  6 --> 100 ( 17)
  6 --> 105 ( 32)
  7 -->  11 ( 27)
  8 -->  18 ( 27)
  8 -->  34 ( 16)
  8 --> 116 ( 26)
  8 --> 129 ( 25)
  8 --> 159 ( 28)
  9 --> 199 ( 37)
 10 -->   8 ( 27)
 10 -->  66 ( 36)
 10 -->  71 ( 28)
 10 --> 175 ( 27)
 11 -->  22 ( 36)
 12 --> 208 ( 23)
 13 -->  16 ( 28)
 13 -->  57 ( 34)
 14 --> 146 ( 24)
 15 -->  58 ( 26)
 16 -->  28 (  7)
 16 -->  44 ( 32)
 16 -->  62 ( 27)
 16 -->  71 ( 26)
 16 -->  94 ( 25)
 16 -->  99 ( 16)
 17 --> 160 ( 29)
 18 --> 203 ( 15)
 19 --> 148 ( 35)
 20 --> 181 ( 29)
 21 -->  14 ( 32)
 21 -->  39 ( 20)
 21 -->  44 ( 30)
 22 -->  25 ( 13)
 23 --> 124 ( 10)
 24 --> 158 (  7)
 25 -->  51 ( 22)
 26 -->  38 ( 31)
 26 -->  44 ( 31)
 26 -->  90 ( 38)
 26 --> 149 ( 24)
 26 --> 161 ( 18)
 27 --> 167 ( 21)
 28 -->  10 ( 14)
 28 -->  68 ( 25)
 28 -->  93 (  9)
 28 --> 112 ( 21)
 29 -->  38 ( 36)
 29 --> 161 ( 29)
 29 --> 179 ( 15)
 30 -->  20 ( 20)
 31 --> 150 ( 27)
 32 -->  52 ( 16)
 33 --> 201 ( 18)
 34 -->  49 ( 34)
 34 --> 104 ( 25)
 34 --> 117 ( 15)
 34 --> 207 ( 32)
 35 --> 155 ( 33)
 36 -->   3 ( 26)
 37 -->   9 ( 28)
 38 --> 117 ( 15)
 38 --> 166 ( 17)
 39 --> 100 ( 29)
 39 --> 108 ( 38)
 39 --> 138 ( 29)
 39 --> 187 ( 19)
 40 -->  88 ( 24)
 41 --> 179 ( 20)
 42 -->  16 ( 43)
 42 -->  28 ( 36)
 42 -->  41 ( 20)
 42 -->  81 ( 35)
 42 --> 142 ( 22)
 42 --> 166 ( 26)
 43 -->  72 ( 27)
 44 -->  89 ( 31)
 44 --> 129 ( 18)
 44 --> 159 ( 30)
 45 -->  24 ( 29)
 46 --> 137 (  7)
 47 --> 180 ( 36)
 48 -->  16 ( 19)
 48 --> 101 ( 24)
 48 --> 108 ( 43)
 48 --> 179 ( 12)
 49 -->  42 ( 14)
 49 -->  71 ( 19)
 49 -->  73 ( 31)
 49 --> 102 ( 31)
 49 --> 141 ( 21)
 50 -->  37 ( 21)
 51 --> 188 ( 31)
 52 -->  31 ( 30)
 53 --> 209 ( 22)
 54 --> 106 ( 19)
 55 --> 147 ( 19)
 56 --> 114 ( 26)
 57 -->  41 ( 24)
 57 -->  44 ( 22)
 57 --> 129 ( 36)
 57 --> 135 ( 21)
 57 --> 187 ( 26)
 58 --> 128 ( 27)
 59 --> 163 ( 24)
 60 --> 113 ( 34)
 61 --> 127 ( 23)
 62 -->  83 ( 22)
 62 --> 102 ( 32)
 62 --> 112 ( 32)
 62 --> 129 ( 43)
 62 --> 166 ( 21)
 62 --> 187 ( 32)
 63 -->  68 ( 17)
 64 --> 100 ( 26)
 65 --> 136 ( 31)
 66 --> 103 ( 26)
 66 --> 108 ( 29)
 67 -->  30 ( 32)
 68 -->   8 ( 25)
 68 -->  29 ( 28)
 68 -->  73 ( 29)
 68 -->  97 ( 18)
 68 --> 109 (  6)
 68 --> 142 ( 20)
 68 --> 177 ( 18)
 69 --> 204 ( 24)
 70 -->  23 ( 31)
 71 -->  83 ( 32)
 71 --> 100 ( 37)
 71 --> 117 ( 31)
 71 --> 185 ( 19)
 72 -->   7 ( 30)
 73 -->  13 ( 23)
 73 -->  48 ( 32)
 73 -->  64 ( 30)
 73 -->  82 ( 32)
 73 --> 101 ( 29)
 73 --> 142 ( 33)
 73 --> 177 ( 21)
 74 -->  61 ( 25)
 75 -->   8 ( 24)
 75 -->  26 ( 12)
 75 -->  34 ( 10)
 75 -->  73 ( 24)
 75 -->  79 ( 16)
 75 --> 159 ( 43)
 75 --> 161 ( 37)
 76 -->  19 ( 39)
 77 --> 153 ( 16)
 78 --> 141 ( 30)
 79 -->  21 ( 44)
 79 --> 108 ( 12)
 79 --> 194 ( 32)
 80 --> 210 ( 36)
 81 --> 193 ( 30)
 82 -->   6 ( 16)
 82 -->  26 ( 25)
 82 --> 105 ( 28)
 82 --> 138 ( 26)
 83 -->  29 ( 30)
 83 -->  73 ( 32)
 83 --> 116 ( 38)
 83 --> 129 ( 39)
 83 --> 170 ( 31)
 84 -->  87 ( 40)
 85 --> 120 ( 24)
 86 -->  33 ( 25)
 87 -->   0 ( 29)
 88 --> 196 ( 36)
 90 -->  34 ( 28)
 90 -->  73 ( 23)
 90 -->  93 ( 11)
 90 --> 197 ( 29)
 91 -->  56 ( 34)
 92 -->  15 ( 30)
 93 -->  34 ( 14)
 93 --> 161 ( 23)
 93 --> 179 ( 31)
 93 --> 185 ( 11)
 94 --> 178 ( 18)
 95 --> 176 ( 11)
 96 --> 110 ( 33)
 97 -->  76 ( 29)
 98 --> 143 ( 13)
 99 --> 118 ( 10)
100 -->  16 ( 34)
100 -->  75 ( 36)
101 -->  28 ( 11)
101 --> 161 ( 24)
102 -->  79 ( 34)
102 --> 141 ( 23)
102 --> 142 ( 24)
103 -->  82 ( 27)
103 --> 101 ( 10)
103 --> 197 ( 35)
104 -->  29 ( 26)
104 --> 103 ( 14)
104 --> 207 ( 24)
105 -->   8 ( 36)
105 -->  10 ( 21)
105 -->  68 ( 24)
105 -->  71 ( 21)
105 --> 101 ( 39)
105 --> 125 ( 29)
105 --> 138 ( 27)
105 --> 179 ( 17)
106 -->   2 ( 29)
107 -->  59 ( 27)
108 -->   8 ( 20)
108 -->  21 ( 19)
108 --> 100 ( 27)
108 --> 116 ( 25)
108 --> 170 ( 22)
109 --> 122 ( 31)
110 -->  63 ( 17)
111 -->  50 ( 32)
112 -->  44 ( 10)
112 -->  71 ( 35)
112 --> 170 ( 30)
113 -->  91 ( 21)
114 -->  10 (  8)
115 --> 200 ( 20)
116 -->  79 ( 37)
116 --> 104 ( 22)
116 --> 139 ( 19)
116 --> 185 ( 40)
116 --> 187 (  4)
117 --> 129 ( 18)
117 --> 185 ( 37)
117 --> 187 ( 30)
118 -->  54 ( 19)
119 -->  40 ( 30)
120 --> 144 ( 10)
121 --> 132 ( 33)
122 --> 162 ( 30)
123 --> 189 ( 31)
124 --> 131 ( 17)
125 -->  41 ( 19)
125 -->  57 ( 18)
125 -->  90 ( 17)
125 --> 103 ( 33)
125 --> 149 ( 27)
125 --> 161 ( 27)
125 --> 197 ( 20)
126 -->  85 ( 40)
127 -->  77 ( 29)
128 --> 172 ( 30)
129 -->  26 ( 24)
129 -->  66 ( 39)
129 --> 108 ( 33)
129 --> 125 ( 39)
129 --> 185 ( 16)
129 --> 194 ( 25)
130 --> 152 ( 30)
131 -->  21 ( 28)
132 -->  60 ( 22)
133 --> 211 ( 39)
134 --> 205 ( 18)
135 -->  27 ( 15)
136 -->  92 ( 28)
137 --> 107 ( 26)
138 -->  13 ( 31)
138 -->  38 ( 28)
138 -->  49 ( 19)
138 -->  68 ( 23)
138 --> 179 ( 13)
138 --> 185 ( 24)
139 -->   6 ( 23)
139 -->  13 ( 20)
139 --> 112 ( 13)
139 --> 142 ( 30)
140 -->  93 ( 22)
140 --> 108 ( 23)
140 --> 129 ( 30)
140 --> 159 ( 24)
141 -->   6 ( 24)
141 -->  10 ( 25)
141 -->  28 ( 14)
141 --> 108 ( 18)
141 --> 171 ( 23)
142 -->  64 ( 23)
142 -->  75 ( 20)
142 --> 185 ( 23)
142 --> 197 ( 21)
143 -->  67 ( 22)
144 -->  16 ( 29)
145 --> 133 ( 27)
146 -->  45 ( 16)
147 --> 186 ( 37)
148 -->  35 ( 21)
149 -->  13 ( 18)
149 -->  39 ( 40)
149 -->  93 ( 25)
149 --> 101 ( 19)
149 --> 140 ( 17)
149 --> 177 ( 30)
149 --> 187 ( 21)
150 --> 119 ( 23)
151 -->  47 ( 13)
152 --> 154 ( 31)
153 --> 192 ( 33)
154 --> 165 ( 31)
155 -->  53 ( 18)
156 -->  84 ( 36)
157 -->   1 ( 22)
158 --> 182 ( 24)
159 -->  79 ( 35)
159 --> 125 ( 24)
159 --> 149 ( 36)
159 --> 179 ( 22)
160 -->  86 ( 32)
162 --> 123 ( 27)
163 --> 121 ( 32)
164 -->  36 ( 23)
165 -->  80 ( 22)
166 -->  28 ( 22)
166 -->  41 ( 34)
166 -->  89 ( 34)
166 --> 141 ( 11)
167 --> 145 ( 30)
168 --> 157 ( 28)
169 -->  65 ( 20)
170 -->   8 ( 27)
170 -->  68 ( 11)
170 -->  71 ( 33)
170 -->  93 ( 17)
170 --> 177 ( 20)
171 --> 183 ( 40)
172 -->  98 ( 25)
173 --> 130 ( 22)
174 --> 168 (  8)
175 --> 111 ( 23)
176 --> 206 ( 37)
177 -->  41 ( 32)
177 --> 187 ( 32)
178 --> 169 ( 15)
179 -->   8 ( 19)
179 --> 103 ( 15)
179 --> 142 ( 30)
180 -->  70 ( 24)
181 -->  78 ( 25)
182 -->  17 ( 18)
183 -->  12 ( 13)
184 -->  96 ( 22)
185 -->   6 ( 26)
185 -->  13 ( 38)
185 -->  42 ( 17)
185 -->  68 ( 34)
185 --> 207 ( 34)
186 -->  32 ( 39)
187 -->  42 ( 24)
187 --> 140 ( 28)
188 --> 184 ( 24)
189 --> 115 ( 31)
190 -->  57 ( 35)
191 -->  69 ( 25)
192 -->  68 ( 19)
193 --> 202 ( 25)
194 -->  64 ( 26)
195 --> 164 ( 26)
196 --> 190 ( 37)
197 -->  68 ( 28)
197 --> 170 ( 17)
198 --> 195 ( 22)
199 --> 198 ( 30)
200 -->  55 ( 39)
201 -->  42 ( 17)
202 -->  95 ( 31)
203 --> 134 ( 33)
204 --> 156 ( 32)
205 -->   4 ( 40)
206 --> 174 ( 26)
207 -->  21 ( 17)
207 -->  79 ( 19)
207 --> 108 ( 28)
207 --> 161 ( 21)
208 --> 191 ( 11)
209 --> 173 ( 30)
210 --> 126 ( 28)
211 -->   5 ( 29)
