WEIGHTED DIGRAPH 184 364:
  0 --> 120 ( 12)
  1 --> 132 ( 29)
  2 --> 141 ( 22)
  3 --> 164 ( 21)
  4 -->  79 ( 26)
  5 -->  15 ( 26)
  5 -->  52 ( 27)
  5 --> 124 ( 28)
  5 --> 145 ( 26)
  5 --> 151 ( 18)
  5 --> 168 ( 26)
  5 --> 173 ( 39)
  6 -->   8 ( 23)
  7 --> 148 ( 28)
  8 -->  99 ( 42)
  9 -->  77 ( 29)
 10 -->  15 ( 35)
 10 -->  46 ( 27)
 10 --> 144 ( 31)
 11 -->  33 ( 22)
 12 --> 116 ( 41)
 13 -->  26 ( 42)
 14 --> 140 ( 30)
 15 -->   0 ( 29)
 16 --> 160 ( 16)
 17 --> 172 ( 32)
 18 -->  52 ( 31)
 18 -->  95 ( 27)
 18 --> 123 ( 28)
 18 --> 129 ( 21)
 18 --> 183 ( 27)
 19 -->  28 ( 28)
 20 --> 133 ( 32)
 20 --> 154 ( 23)
 20 --> 173 ( 22)
 21 -->  81 ( 18)
 21 --> 123 ( 19)
 21 --> 142 ( 39)
 22 -->  96 ( 40)
 23 --> 126 ( 25)
 24 -->  17 ( 24)
 25 --> 153 ( 41)
 26 -->  43 ( 18)
 26 -->  46 (  9)
 26 -->  56 ( 30)
 26 --> 112 ( 32)
 26 --> 118 ( 33)
 26 --> 123 ( 18)
 26 --> 124 ( 19)
 26 --> 136 ( 25)
 26 --> 154 ( 15)
 26 --> 167 ( 27)
 26 --> 173 ( 21)
 27 -->  26 ( 29)
 27 -->  39 ( 30)
 27 --> 135 ( 28)
 27 --> 154 ( 30)
 28 -->  15 ( 29)
 28 -->  61 ( 32)
 28 -->  97 ( 16)
 28 --> 134 ( 19)
 29 -->  51 ( 30)
 29 --> 144 ( 18)
 29 --> 147 ( 29)
 30 --> 149 ( 26)
 31 -->  24 ( 27)
 32 -->  71 ( 29)
 33 -->  15 ( 25)
 33 -->  18 ( 31)
 33 -->  64 ( 24)
 33 --> 122 ( 16)
