WEIGHTED DIGRAPH 184 364:
  0 --> 111 (  8)
  1 -->  50 ( 20)
  2 -->  83 ( 27)
  3 --> 162 ( 32)
  4 -->  11 ( 27)
  4 -->  32 ( 13)
  4 -->  59 ( 20)
  4 --> 104 ( 30)
  4 --> 150 ( 16)
  5 -->  96 ( 34)
  5 --> 112 ( 24)
  6 -->  11 ( 26)
  6 -->  31 ( 30)
  6 --> 160 ( 25)
  7 -->  88 ( 24)
  8 -->  30 ( 11)
  9 -->  77 ( 36)
  9 -->  92 ( 37)
  9 -->  95 ( 15)
  9 -->  97 ( 25)
  9 --> 154 ( 30)
 10 --> 128 ( 28)
 11 -->  33 (  8)
 11 --> 150 ( 26)
 12 -->   5 ( 27)
 12 -->  32 ( 12)
 12 -->  36 ( 41)
 12 -->  74 ( 25)
 12 -->  89 ( 19)
 12 --> 114 ( 12)
 12 --> 127 ( 24)
 13 -->  31 ( 24)
 13 -->  76 ( 41)
 13 --> 154 ( 34)
 13 --> 179 ( 18)
 14 -->  12 ( 20)
 15 -->  93 ( 22)
 15 -->  96 ( 35)
 15 --> 108 ( 24)
 15 --> 141 ( 10)
 15 --> 156 ( 18)
 15 --> 171 ( 44)
 16 --> 167 ( 32)
 17 --> 129 ( 20)
 18 -->  73 ( 43)
 19 --> 142 ( 27)
 20 -->  24 ( 29)
 21 -->   7 ( 22)
 22 -->  42 ( 35)
 22 -->  79 ( 38)
 22 -->  92 ( 29)
 22 -->  97 ( 27)
 22 --> 139 ( 17)
 23 -->  15 ( 24)
 23 -->  31 ( 25)
 23 -->  32 ( 22)
 23 --> 180 ( 34)
 24 -->  44 ( 31)
 25 -->   6 ( 31)
 25 -->  53 ( 22)
 25 -->  95 ( 18)
 25 --> 104 ( 19)
 25 --> 161 ( 18)
 26 --> 131 ( 12)
 27 --> 114 ( 17)
 28 -->  78 ( 29)
 29 -->  81 ( 18)
 30 --> 164 ( 33)
 31 -->  52 ( 24)
 31 -->  55 ( 26)
 31 -->  79 ( 20)
 31 --> 118 ( 22)
 32 -->  13 ( 35)
 32 -->  52 ( 28)
 32 -->  97 ( 36)
 33 -->  12 ( 29)
 33 -->  15 ( 21)
 33 -->  49 ( 38)
 33 --> 135 ( 20)
 33 --> 156 ( 21)
 33 --> 183 ( 30)
 34 -->  52 ( 33)
 34 -->  79 ( 15)
 34 --> 135 ( 19)
 34 --> 141 ( 15)
 35 --> 149 ( 37)
 36 --> 113 (  8)
 37 -->  18 ( 29)
 38 --> 145 ( 18)
 39 -->   4 ( 31)
 39 -->  52 ( 30)
 39 --> 150 ( 33)
 39 --> 177 ( 13)
 40 -->  86 ( 24)
 41 -->  71 ( 23)
 42 -->  13 ( 24)
 43 --> 121 ( 22)
 44 --> 119 ( 13)
 45 -->  38 ( 17)
 46 -->  82 ( 37)
 47 --> 140 ( 37)
 48 --> 146 ( 32)
 49 -->  12 ( 19)
 49 -->  76 ( 30)
 49 --> 127 ( 23)
 49 --> 177 ( 34)
 50 -->  68 ( 25)
 51 --> 134 ( 31)
 52 -->  74 ( 15)
 52 -->  97 ( 17)
 52 --> 154 ( 47)
 52 --> 180 ( 18)
 53 -->  29 ( 28)
 55 -->  33 ( 18)
 55 -->  52 ( 23)
 55 -->  92 ( 27)
 55 --> 135 ( 21)
 55 --> 161 ( 12)
 55 --> 174 (  8)
 56 -->  35 ( 14)
 58 -->  99 ( 23)
 59 -->  12 ( 25)
 59 -->  42 ( 38)
 59 -->  55 ( 31)
 59 -->  79 ( 18)
 59 -->  89 ( 28)
 59 --> 117 (  8)
 59 --> 154 ( 22)
 59 --> 176 ( 22)
 59 --> 178 ( 34)
 60 -->  41 ( 28)
 61 --> 148 ( 25)
 62 -->  92 ( 30)
 63 --> 181 ( 28)
 64 --> 169 ( 19)
 65 --> 137 ( 33)
 66 --> 157 ( 31)
 67 -->  92 ( 12)
 68 -->  90 ( 17)
 69 -->   8 ( 19)
 70 -->  75 ( 18)
 71 --> 133 ( 22)
 72 -->  40 ( 21)
 73 -->  94 ( 22)
 74 -->   9 ( 30)
 74 -->  13 ( 34)
 74 -->  39 ( 21)
 74 --> 118 ( 19)
 74 --> 127 ( 15)
 74 --> 150 (  7)
 74 --> 156 ( 40)
 75 --> 107 ( 25)
 76 -->   4 ( 23)
 76 -->  79 ( 18)
 76 --> 150 ( 24)
 76 --> 171 ( 10)
 76 --> 175 ( 20)
 77 --> 112 ( 20)
 77 --> 154 ( 31)
 78 -->  66 ( 16)
 79 -->  15 ( 14)
 79 -->  32 ( 26)
 79 -->  57 ( 31)
 79 --> 112 ( 29)
 79 --> 165 ( 25)
 79 --> 183 ( 46)
 80 --> 102 ( 37)
 81 -->   2 ( 39)
 82 --> 143 ( 29)
 83 -->  80 ( 34)
 84 --> 105 ( 32)
 85 --> 132 ( 27)
 86 --> 125 ( 41)
 87 -->  48 ( 30)
 88 --> 147 ( 25)
 89 -->  55 ( 23)
 89 -->  79 ( 23)
 90 --> 101 ( 31)
 91 --> 109 ( 45)
 92 -->   0 (  8)
 92 -->  58 ( 31)
 92 -->  95 ( 30)
 92 --> 114 ( 30)
 92 --> 127 ( 35)
 92 --> 180 ( 39)
 93 -->  55 ( 34)
 93 -->  57 ( 38)
 93 --> 118 ( 16)
 93 --> 161 ( 13)
 94 --> 122 ( 47)
 95 -->  11 ( 30)
 96 -->  12 ( 22)
 96 -->  52 ( 26)
 96 --> 150 ( 19)
 97 -->  55 ( 26)
 97 -->  79 ( 30)
 97 --> 178 ( 28)
 97 --> 179 ( 20)
 98 -->  60 ( 29)
 99 --> 124 ( 28)
100 --> 170 ( 27)
101 --> 159 ( 22)
102 --> 173 ( 37)
103 -->  65 ( 22)
104 -->  13 ( 20)
104 -->  52 (  6)
104 -->  89 ( 31)
104 --> 177 ( 32)
104 --> 183 ( 13)
105 --> 153 (  7)
106 --> 163 ( 26)
107 -->  51 ( 17)
108 -->  57 ( 25)
108 -->  59 ( 19)
108 -->  95 ( 27)
108 --> 179 ( 26)
109 --> 152 ( 16)
110 --> 138 ( 24)
111 -->  21 ( 24)
112 -->  52 ( 25)
112 --> 154 ( 40)
112 --> 160 ( 10)
112 --> 170 ( 15)
113 --> 110 ( 17)
114 -->   1 ( 19)
114 -->  95 ( 14)
114 -->  96 ( 35)
