WEIGHTED DIGRAPH 206 386:
  0 -->  46 ( 13)
  0 --> 180 ( 35)
  0 --> 196 ( 30)
  1 -->  17 ( 37)
  1 -->  65 ( 32)
  1 --> 123 ( 34)
  1 --> 170 ( 29)
  2 -->   7 ( 37)
  2 -->  28 ( 17)
  2 --> 196 ( 28)
  3 -->  17 ( 39)
  3 -->  43 ( 31)
  3 -->  74 ( 32)
  3 -->  81 ( 11)
  3 --> 100 ( 43)
  3 --> 114 ( 23)
  3 --> 169 ( 35)
  3 --> 170 ( 19)
  4 --> 162 ( 19)
  5 --> 185 ( 24)
  6 --> 150 ( 21)
  7 -->  38 ( 19)
  7 -->  40 ( 25)
  7 -->  43 ( 25)
  7 -->  96 ( 26)
  7 --> 107 ( 27)
  7 --> 123 ( 28)
  7 --> 153 ( 24)
  7 --> 197 (  7)
  8 --> 186 ( 28)
  9 -->  59 ( 31)
  9 -->  65 ( 14)
 10 -->  13 ( 28)
 11 --> 129 ( 29)
 12 -->  99 ( 16)
 13 --> 195 ( 29)
 14 --> 120 ( 30)
 15 -->  92 ( 25)
 16 -->  42 ( 18)
 17 -->  35 ( 35)
 17 -->  59 ( 34)
 17 -->  80 ( 14)
 17 -->  87 (  8)
 17 --> 116 ( 22)
 17 --> 153 ( 31)
 17 --> 193 ( 33)
 18 -->  17 ( 12)
 19 -->  76 ( 20)
 20 -->  79 ( 19)
 21 --> 104 ( 20)
 22 -->  35 ( 23)
 22 -->  48 ( 30)
 22 -->  72 ( 37)
 22 -->  87 ( 30)
 22 -->  96 ( 35)
 22 --> 147 ( 23)
 22 --> 153 ( 15)
 22 --> 173 ( 46)
 23 --> 112 ( 24)
 23 --> 175 ( 25)
 24 --> 204 ( 25)
 25 --> 168 ( 33)
 26 -->  84 ( 25)
 27 -->  11 ( 23)
 28 --> 105 ( 22)
 28 --> 112 (  9)
 28 --> 114 ( 48)
 29 --> 137 ( 30)
 30 --> 139 ( 17)
 31 -->  78 ( 37)
 32 --> 127 ( 24)
 33 -->  36 ( 24)
 34 --> 190 ( 31)
 35 --> 114 ( 30)
 35 --> 122 ( 36)
 35 --> 170 ( 18)
 35 --> 181 ( 23)
 36 -->   6 ( 20)
 37 -->  16 ( 20)
 38 -->  35 ( 27)
 38 --> 161 ( 28)
 38 --> 196 ( 18)
 39 --> 172 ( 22)
 40 -->  56 ( 14)
 40 -->  96 ( 34)
 41 --> 126 ( 35)
 42 -->  70 ( 26)
 43 -->   9 ( 12)
 43 -->  22 ( 24)
 43 -->  59 ( 46)
 43 -->  65 ( 41)
 43 --> 110 ( 27)
 43 --> 136 ( 35)
 44 -->  50 ( 27)
 45 -->  86 ( 27)
 46 -->  14 ( 29)
 46 -->  48 ( 25)
 46 --> 112 ( 39)
 46 --> 116 ( 17)
 46 --> 169 ( 32)
 46 --> 170 ( 31)
 46 --> 202 ( 20)
 47 --> 134 ( 28)
 48 -->   4 ( 37)
 48 --> 147 ( 24)
 49 -->  51 ( 21)
 50 -->  46 ( 17)
 51 -->  10 ( 33)
 52 -->  69 ( 28)
 53 -->   7 ( 16)
 53 -->  57 ( 34)
 53 --> 205 ( 20)
 54 --> 169 ( 26)
 55 -->  45 ( 35)
 56 -->   3 ( 29)
 56 --> 105 ( 24)
 56 --> 161 ( 32)
 56 --> 170 ( 31)
 56 --> 181 ( 41)
 57 -->  35 ( 24)
 57 --> 123 ( 22)
 57 --> 135 ( 35)
 57 --> 154 ( 31)
 58 --> 125 ( 20)
 59 -->  81 ( 19)
 59 --> 135 ( 14)
 59 --> 170 ( 16)
 59 --> 203 (  6)
 60 --> 141 ( 31)
 61 -->  66 ( 27)
 62 -->  52 ( 26)
 63 -->  68 ( 16)
 64 --> 133 ( 31)
 65 -->  14 ( 16)
 65 -->  59 ( 27)
 65 --> 105 ( 30)
 65 --> 200 ( 25)
 66 --> 148 ( 21)
 67 --> 108 ( 17)
 68 --> 164 ( 28)
 69 -->  27 ( 25)
 70 --> 149 (  8)
 71 --> 167 ( 25)
 72 -->  90 ( 19)
 73 --> 188 ( 15)
 74 -->  17 ( 38)
 74 -->  33 ( 34)
 74 -->  46 ( 36)
 74 --> 105 ( 36)
 74 --> 165 ( 35)
 74 --> 166 ( 26)
 74 --> 181 ( 28)
 74 --> 198 ( 21)
 75 -->  83 ( 25)
 76 -->  37 ( 10)
 77 --> 102 ( 28)
 78 --> 145 ( 42)
 79 --> 117 ( 26)
 80 -->  20 ( 34)
 80 --> 120 ( 25)
 80 --> 135 ( 27)
 81 -->   9 ( 33)
 81 --> 116 ( 21)
 81 --> 122 ( 27)
 82 --> 159 ( 33)
 83 -->  41 ( 36)
 84 -->   5 ( 18)
 85 --> 182 ( 35)
 86 --> 106 ( 43)
 87 -->  35 ( 16)
 87 -->  38 ( 31)
 87 -->  48 ( 38)
 87 -->  80 ( 30)
 87 --> 110 ( 26)
 87 --> 120 ( 23)
 87 --> 165 ( 19)
 87 --> 180 ( 28)
 87 --> 196 ( 45)
 88 -->  98 ( 25)
 89 --> 160 ( 17)
 90 --> 103 ( 27)
 91 -->  67 ( 41)
 92 --> 112 (  9)
 93 -->  64 ( 24)
 94 -->  71 ( 37)
 95 -->   9 (  8)
 95 -->  43 ( 25)
 95 --> 100 ( 32)
 95 --> 170 ( 16)
 95 --> 181 ( 35)
 96 -->  35 ( 33)
 96 --> 170 ( 16)
 97 --> 201 ( 21)
 98 -->  85 ( 30)
 99 --> 174 ( 31)
100 -->   7 ( 31)
100 --> 110 ( 28)
100 --> 161 ( 43)
100 --> 196 ( 10)
101 --> 184 ( 19)
102 --> 118 ( 42)
103 -->   8 ( 25)
104 -->  55 ( 27)
105 -->  35 ( 30)
105 -->  87 ( 16)
105 --> 181 ( 32)
106 --> 192 ( 15)
107 -->   0 ( 33)
107 -->  40 ( 27)
107 --> 105 (  9)
107 --> 116 ( 29)
107 --> 166 ( 28)
108 -->  47 ( 35)
109 --> 111 ( 14)
110 -->  38 ( 29)
110 -->  46 ( 20)
110 -->  74 ( 21)
111 -->  26 ( 26)
112 -->   0 ( 23)
112 --> 100 ( 14)
112 --> 144 ( 34)
112 --> 173 ( 20)
113 -->  93 ( 10)
114 -->  57 ( 31)
114 -->  80 ( 32)
114 --> 122 ( 36)
114 --> 197 ( 23)
115 -->  74 ( 38)
116 -->  48 ( 21)
116 -->  87 ( 23)
116 --> 135 ( 28)
116 --> 161 ( 22)
116 --> 173 ( 40)
117 --> 132 ( 29)
118 --> 163 ( 25)
119 -->  65 ( 26)
120 --> 112 ( 15)
120 --> 136 ( 12)
120 --> 169 ( 41)
121 -->  48 ( 22)
122 -->  17 ( 16)
122 -->  28 ( 17)
122 --> 197 ( 24)
123 -->  17 ( 14)
123 -->  43 ( 15)
123 --> 135 ( 35)
124 -->  18 ( 21)
125 -->  34 ( 32)
126 -->  32 ( 18)
127 --> 158 ( 30)
128 -->  80 ( 32)
129 --> 189 (  5)
130 -->  57 ( 24)
130 --> 131 ( 28)
130 --> 153 ( 13)
130 --> 203 ( 23)
131 --> 101 ( 33)
132 --> 140 ( 16)
133 -->  54 ( 36)
134 --> 138 ( 27)
135 -->   9 ( 14)
135 --> 203 ( 23)
136 -->  38 ( 18)
136 -->  57 ( 14)
136 -->  96 ( 32)
136 --> 107 ( 33)
136 --> 175 ( 40)
137 --> 121 ( 21)
138 -->  19 ( 19)
139 --> 146 ( 30)
140 --> 191 ( 33)
141 -->  30 ( 33)
142 -->  15 ( 38)
143 --> 110 ( 34)
143 --> 136 ( 24)
143 --> 175 ( 35)
144 --> 194 ( 26)
145 -->  25 ( 24)
146 -->  29 ( 27)
147 -->   9 ( 38)
147 -->  17 ( 33)
147 --> 143 ( 23)
148 --> 178 ( 15)
149 --> 199 ( 41)
150 -->  88 ( 24)
151 -->   3 ( 28)
151 --> 116 ( 15)
151 --> 166 ( 33)
151 --> 169 ( 38)
152 --> 113 ( 28)
153 -->   1 ( 29)
153 --> 147 ( 28)
154 -->  74 ( 18)
154 --> 114 ( 26)
154 --> 161 ( 26)
154 --> 175 ( 31)
154 --> 180 ( 16)
155 -->  60 ( 20)
156 --> 176 ( 24)
157 -->  61 ( 11)
158 -->  12 ( 28)
159 --> 119 ( 19)
160 --> 142 ( 27)
161 --> 105 ( 26)
161 --> 143 ( 24)
162 -->  91 ( 20)
163 -->  22 ( 22)
164 --> 130 (  5)
165 -->  59 ( 35)
165 -->  96 ( 28)
165 --> 170 ( 21)
165 --> 181 ( 34)
166 -->  40 ( 30)
166 -->  59 ( 25)
166 --> 170 ( 35)
167 --> 152 ( 23)
168 --> 177 ( 36)
169 -->  21 ( 29)
169 -->  81 ( 18)
169 -->  95 ( 32)
169 --> 100 ( 14)
169 --> 153 ( 19)
170 -->  65 ( 15)
170 --> 105 ( 30)
171 -->  82 ( 38)
172 --> 187 ( 29)
173 -->   0 ( 24)
173 -->  48 ( 29)
173 -->  81 ( 18)
173 -->  87 ( 27)
173 --> 100 ( 22)
173 --> 169 ( 41)
173 --> 203 ( 14)
174 --> 171 ( 18)
175 -->   7 ( 30)
175 -->  35 ( 13)
175 --> 110 ( 23)
175 --> 130 ( 30)
176 --> 155 ( 39)
177 -->  94 ( 35)
178 -->  62 ( 26)
179 --> 124 ( 36)
180 -->  17 ( 34)
180 -->  40 ( 30)
180 --> 130 ( 31)
180 --> 143 ( 33)
180 --> 170 ( 23)
181 -->  48 ( 28)
181 --> 130 ( 21)
182 -->  77 ( 29)
183 --> 115 ( 33)
184 --> 157 ( 29)
185 --> 179 ( 14)
186 -->  39 ( 34)
187 --> 183 ( 40)
188 -->  49 ( 33)
189 --> 128 ( 26)
190 --> 109 ( 31)
191 -->  24 ( 22)
192 -->  97 ( 41)
193 -->  31 ( 21)
194 -->  75 ( 31)
195 -->  63 ( 27)
196 -->   7 ( 26)
196 -->   9 ( 16)
196 -->  80 ( 30)
196 --> 154 ( 34)
196 --> 165 ( 13)
197 -->  87 ( 29)
197 --> 161 ( 19)
198 -->   1 ( 30)
198 -->  48 ( 17)
199 -->  44 ( 36)
200 -->  89 ( 29)
201 -->  58 ( 23)
202 --> 156 ( 18)
203 -->  35 ( 22)
203 --> 153 ( 23)
204 -->  73 ( 20)
205 -->  65 ( 18)
205 -->  80 ( 21)
205 --> 114 ( 21)
205 --> 136 ( 35)
205 --> 143 ( 33)
205 --> 154 ( 22)
205 --> 166 ( 18)
