WEIGHTED DIGRAPH 196 376:
  0 -->  39 ( 11)
  1 -->  61 ( 22)
  1 --> 167 ( 34)
  1 --> 172 ( 31)
  1 --> 182 ( 17)
  1 --> 192 ( 25)
  2 --> 107 ( 25)
  3 --> 149 ( 37)
  4 --> 119 ( 22)
  5 --> 166 ( 11)
  6 -->  13 ( 31)
  7 --> 125 ( 32)
  7 --> 168 ( 22)
  7 --> 182 ( 31)
  8 -->  47 ( 21)
  9 -->   1 ( 21)
  9 -->  79 ( 30)
  9 --> 110 ( 21)
  9 --> 179 ( 27)
 10 -->  97 ( 31)
 11 --> 187 ( 17)
 12 -->  29 ( 14)
 13 --> 142 ( 29)
 14 --> 158 ( 20)
 15 -->  22 ( 21)
 16 -->  20 ( 30)
 17 --> 120 ( 24)
 18 -->  70 ( 16)
 19 -->  33 ( 18)
 20 -->  60 ( 21)
 21 -->  27 ( 30)
 22 -->  25 ( 34)
 23 --> 123 ( 32)
 24 --> 116 ( 34)
 25 --> 143 ( 17)
 26 -->  94 ( 26)
 27 --> 175 ( 17)
 28 --> 137 ( 22)
 29 -->  76 ( 18)
 30 --> 101 ( 30)
 31 --> 156 ( 28)
 32 -->  52 ( 19)
 33 -->  55 ( 17)
 34 -->  61 ( 14)
 34 --> 179 ( 23)
 34 --> 193 ( 33)
 35 -->   7 ( 24)
 35 --> 106 ( 35)
 35 --> 127 ( 22)
 35 --> 151 ( 38)
 35 --> 154 ( 35)
 35 --> 192 ( 24)
 36 --> 114 (  6)
 37 -->  44 ( 26)
 38 --> 157 ( 29)
 39 -->  36 ( 18)
 40 -->  62 ( 21)
 40 -->  90 ( 23)
 40 -->  96 ( 30)
 40 --> 102 ( 20)
 40 --> 151 ( 11)
 40 --> 177 (  4)
 40 --> 180 ( 12)
 41 --> 129 ( 25)
 42 --> 171 ( 22)
 43 -->  34 ( 26)
 43 --> 109 ( 35)
 43 --> 120 ( 29)
 43 --> 146 ( 18)
 43 --> 177 ( 22)
 44 --> 188 ( 12)
 45 --> 163 ( 24)
 46 -->  93 ( 28)
 47 --> 153 ( 21)
 48 --> 115 ( 21)
 49 -->   3 ( 19)
 50 -->  87 ( 35)
 50 -->  96 ( 11)
 50 --> 102 ( 42)
 50 --> 146 ( 27)
 50 --> 164 ( 32)
 50 --> 168 ( 32)
 50 --> 179 ( 24)
 51 --> 109 ( 41)
 52 -->   0 ( 26)
 53 -->  87 ( 18)
 53 --> 151 ( 26)
 53 --> 182 ( 28)
 54 --> 140 ( 23)
 55 -->  10 ( 26)
 56 --> 105 ( 29)
 57 --> 108 ( 15)
 58 -->  68 ( 25)
 59 --> 181 ( 28)
 60 --> 122 ( 30)
 61 -->  40 ( 30)
 61 --> 100 ( 36)
 62 -->  43 ( 21)
 62 --> 100 ( 32)
 62 --> 179 ( 29)
 62 --> 193 ( 29)
 63 -->  61 ( 29)
 63 -->  85 ( 19)
 63 -->  88 ( 16)
 63 -->  89 ( 33)
 64 --> 145 ( 14)
 65 --> 184 ( 32)
 66 -->  74 ( 14)
 67 -->  59 ( 30)
 68 -->  67 ( 33)
 69 --> 126 (  9)
 70 --> 138 ( 28)
 71 --> 130 ( 23)
 72 -->  19 ( 33)
 73 -->  65 ( 19)
 73 --> 106 ( 14)
 73 --> 135 ( 34)
 73 --> 146 ( 17)
 74 --> 177 ( 28)
 75 -->   1 ( 28)
 75 -->  53 ( 19)
 75 -->  61 ( 29)
 75 -->  92 ( 10)
 75 --> 106 ( 23)
 75 --> 151 ( 27)
 76 --> 111 ( 25)
 77 --> 100 ( 21)
 78 -->  84 ( 21)
 79 -->  35 ( 15)
 79 -->  88 ( 14)
 79 --> 118 ( 16)
 79 --> 128 ( 12)
 79 --> 151 ( 36)
 79 --> 159 ( 21)
 79 --> 169 ( 22)
 80 --> 150 ( 34)
 81 --> 174 ( 34)
 82 -->  23 ( 43)
 83 -->  14 ( 15)
 84 -->  66 ( 21)
 85 -->  92 ( 41)
 85 --> 102 ( 45)
 85 --> 121 ( 33)
 85 --> 128 ( 25)
 85 --> 135 ( 20)
 85 --> 147 ( 33)
 85 --> 176 ( 21)
 85 --> 193 ( 30)
 86 --> 134 ( 10)
 87 -->  34 ( 32)
 87 -->  62 ( 34)
 87 -->  96 ( 17)
 87 --> 110 ( 24)
 88 -->  43 ( 41)
 88 -->  50 ( 30)
 88 --> 100 ( 19)
 88 --> 177 ( 15)
 89 -->  40 ( 19)
 89 --> 109 ( 33)
 90 -->  53 ( 19)
 90 --> 100 ( 15)
 90 --> 118 ( 22)
 91 --> 165 ( 22)
 92 -->  50 ( 27)
 92 -->  53 ( 34)
 92 -->  63 ( 26)
 92 --> 180 ( 24)
 92 --> 182 ( 42)
 93 -->  80 ( 11)
 93 --> 159 ( 25)
 93 --> 167 ( 32)
 93 --> 187 ( 33)
 94 -->  91 ( 20)
 95 -->  57 ( 41)
 96 -->  34 ( 30)
 96 --> 127 ( 22)
 96 --> 179 ( 27)
 97 --> 155 ( 12)
 98 -->   5 ( 18)
 99 -->  71 ( 27)
100 -->  26 ( 37)
100 -->  87 ( 25)
100 -->  92 ( 33)
100 -->  93 ( 27)
100 --> 118 (  8)
100 --> 122 ( 14)
100 --> 194 ( 17)
101 -->  46 ( 28)
102 -->  53 ( 23)
102 -->  90 ( 20)
102 --> 180 ( 12)
103 --> 192 ( 16)
104 -->  51 ( 34)
105 -->  28 ( 24)
105 --> 118 ( 32)
105 --> 159 ( 17)
105 --> 192 ( 31)
106 -->  40 ( 19)
107 --> 161 ( 22)
108 -->  56 ( 30)
109 -->   8 ( 21)
109 -->   9 ( 13)
109 -->  96 ( 23)
110 -->  34 ( 23)
110 --> 127 ( 24)
110 --> 154 ( 19)
110 --> 168 ( 26)
111 -->  48 ( 15)
112 -->  61 ( 20)
112 --> 176 ( 23)
113 -->  45 ( 15)
114 --> 195 ( 12)
115 -->   2 ( 29)
116 -->  72 ( 28)
117 --> 144 ( 21)
118 -->  62 ( 20)
118 --> 102 ( 37)
118 --> 120 ( 28)
119 --> 162 ( 39)
120 -->  63 ( 31)
120 -->  64 (  9)
120 --> 109 ( 25)
120 --> 110 ( 21)
120 --> 179 ( 39)
121 -->  35 ( 27)
121 -->  73 ( 12)
121 -->  90 ( 16)
121 --> 100 ( 31)
121 --> 185 ( 31)
122 -->  50 ( 33)
122 --> 135 ( 17)
122 --> 151 ( 25)
122 --> 169 ( 13)
122 --> 191 ( 25)
123 --> 124 ( 33)
124 -->  32 ( 29)
125 -->   9 ( 25)
125 --> 110 ( 37)
125 --> 135 ( 28)
125 --> 151 ( 17)
125 --> 167 (  6)
125 --> 192 ( 22)
126 --> 170 ( 34)
127 -->  40 ( 13)
127 -->  88 ( 32)
127 --> 105 ( 27)
127 --> 151 ( 29)
128 -->  53 ( 26)
128 --> 122 ( 15)
128 --> 179 ( 22)
129 --> 141 ( 38)
130 --> 152 ( 39)
131 -->  86 ( 28)
132 --> 131 ( 35)
133 -->  98 ( 26)
134 -->  41 ( 20)
135 -->   1 ( 25)
135 -->  75 ( 14)
135 --> 102 ( 24)
135 --> 136 ( 14)
136 -->  63 ( 34)
136 -->  89 ( 24)
136 -->  96 ( 27)
136 --> 110 ( 11)
137 -->  38 ( 22)
138 -->   6 ( 21)
139 --> 178 ( 28)
140 --> 133 ( 38)
141 --> 104 ( 16)
142 --> 173 (  8)
143 -->  83 ( 26)
144 -->  77 ( 25)
145 -->   4 ( 21)
146 -->  87 ( 24)
146 -->  88 ( 31)
146 --> 120 ( 27)
146 --> 180 ( 18)
147 -->  53 (  7)
147 -->  65 ( 19)
147 --> 164 ( 14)
147 --> 187 ( 19)
148 -->  81 ( 10)
149 -->  16 ( 19)
150 --> 117 ( 26)
151 -->  50 ( 28)
151 -->  85 ( 29)
151 --> 109 ( 30)
152 -->  31 ( 23)
153 -->  54 ( 42)
155 -->  95 ( 12)
156 --> 132 ( 30)
157 -->  58 ( 29)
158 --> 160 ( 30)
159 -->  34 ( 43)
160 --> 113 ( 26)
161 --> 189 ( 33)
162 -->  12 ( 34)
163 -->  17 ( 23)
164 --> 154 ( 34)
164 --> 184 ( 17)
165 -->  42 ( 27)
166 -->  82 ( 12)
167 -->  34 ( 18)
167 -->  89 ( 23)
167 --> 112 ( 28)
167 --> 184 ( 27)
168 --> 120 ( 22)
168 --> 135 ( 23)
168 --> 159 ( 18)
168 --> 177 ( 34)
169 -->  40 ( 36)
169 --> 121 ( 19)
169 --> 180 ( 17)
170 -->  37 ( 15)
171 --> 148 ( 34)
172 -->  75 ( 33)
172 -->  89 ( 26)
172 -->  90 ( 20)
172 -->  96 ( 17)
172 --> 100 ( 29)
172 --> 151 ( 29)
172 --> 167 ( 22)
173 --> 139 ( 42)
174 --> 186 ( 23)
175 --> 103 ( 16)
176 -->  88 ( 22)
176 -->  93 ( 34)
176 --> 110 ( 11)
176 --> 135 (  9)
176 --> 177 ( 20)
177 -->  50 ( 21)
177 --> 135 ( 29)
177 --> 147 ( 26)
177 --> 183 ( 30)
178 -->  15 ( 24)
179 --> 121 ( 30)
179 --> 182 ( 15)
180 --> 112 ( 19)
180 --> 125 ( 26)
181 --> 100 ( 31)
182 -->  90 ( 21)
182 --> 146 ( 36)
183 -->  49 ( 33)
184 -->  40 ( 19)
184 -->  62 ( 21)
184 -->  63 ( 31)
184 -->  73 ( 16)
184 -->  87 ( 17)
184 -->  96 ( 24)
185 -->  61 ( 21)
185 -->  63 ( 42)
185 -->  96 ( 29)
185 --> 105 ( 24)
186 -->  24 ( 16)
187 -->  61 ( 14)
187 -->  88 ( 20)
187 -->  90 ( 40)
187 -->  96 ( 21)
187 -->  99 ( 10)
187 --> 105 ( 30)
187 --> 167 ( 31)
187 --> 177 ( 29)
188 -->  30 ( 11)
189 -->  21 ( 22)
190 -->  69 ( 31)
191 -->  78 ( 15)
192 -->  18 (  4)
192 -->  40 ( 21)
192 --> 109 ( 33)
192 --> 177 ( 12)
192 --> 193 ( 25)
193 -->  79 ( 36)
193 --> 109 ( 22)
193 --> 146 ( 20)
194 --> 190 ( 14)
195 -->  11 ( 14)
