WEIGHTED DIGRAPH 220 400:
  0 -->  65 ( 24)
  1 --> 166 ( 17)
  2 -->  88 ( 31)
  3 -->  71 ( 22)
  4 -->  25 ( 28)
  5 -->  33 ( 23)
  6 -->  31 ( 38)
  6 -->  93 ( 27)
  6 --> 176 ( 22)
  7 -->  81 ( 16)
  8 -->  91 ( 22)
  9 -->  50 ( 23)
  9 --> 136 ( 27)
 10 --> 216 ( 26)
 11 -->  79 ( 23)
 11 --> 135 ( 28)
 11 --> 143 ( 16)
 11 --> 176 ( 26)
 12 -->  86 ( 30)
 13 --> 137 ( 26)
 14 -->  31 ( 19)
 15 --> 130 ( 28)
 16 --> 181 ( 33)
 17 -->  85 ( 20)
 17 --> 111 ( 24)
 17 --> 140 ( 26)
 17 --> 143 ( 18)
 17 --> 160 ( 18)
 17 --> 187 ( 29)
 18 --> 100 ( 30)
 19 -->  24 ( 24)
 19 --> 136 ( 37)
 20 --> 120 ( 28)
 21 --> 106 ( 19)
 22 -->  84 ( 23)
 23 -->  39 ( 10)
 24 -->  52 ( 28)
 24 -->  55 ( 26)
 24 --> 140 ( 23)
 24 --> 143 ( 19)
 24 --> 179 ( 32)
 24 --> 213 ( 11)
 25 -->  53 ( 16)
 26 -->   6 ( 19)
 26 -->  28 ( 43)
 26 --> 100 ( 30)
 27 -->  78 ( 16)
 28 -->  19 ( 22)
 28 -->  50 (  6)
 28 -->  89 ( 22)
 28 --> 140 ( 19)
 28 --> 187 ( 27)
 28 --> 189 ( 15)
 29 --> 126 ( 30)
 30 --> 185 ( 39)
 31 -->  79 ( 22)
 31 -->  85 ( 19)
 31 -->  93 ( 30)
 31 --> 111 ( 38)
 31 --> 194 ( 26)
 32 -->  35 ( 35)
 33 -->  67 ( 12)
 34 -->  59 ( 30)
 35 -->  55 ( 24)
 35 -->  57 ( 35)
 35 -->  96 ( 17)
 35 --> 129 ( 27)
 35 --> 214 ( 29)
 36 -->   9 ( 17)
 36 -->  55 ( 22)
 36 -->  99 ( 34)
 36 --> 136 ( 32)
 36 --> 153 ( 42)
 36 --> 176 ( 34)
 37 --> 196 ( 26)
 38 --> 207 ( 21)
 39 -->  56 ( 31)
 40 --> 152 ( 32)
 41 --> 182 ( 31)
 42 --> 100 ( 29)
 43 --> 218 ( 33)
 44 --> 186 ( 28)
 45 --> 172 ( 29)
 46 -->  64 ( 26)
 47 -->  76 ( 30)
 48 --> 135 ( 42)
 48 --> 213 ( 27)
 49 -->  62 ( 19)
 50 --> 129 ( 29)
 50 --> 136 ( 23)
 50 --> 140 ( 24)
 50 --> 191 ( 16)
 50 --> 202 ( 18)
 51 --> 139 ( 27)
 52 -->  19 ( 26)
 52 -->  79 ( 17)
 52 --> 173 ( 26)
 53 -->  38 ( 16)
 54 --> 155 ( 40)
 55 -->  31 ( 24)
 55 -->  52 ( 14)
 55 --> 129 ( 20)
 55 --> 159 ( 20)
 55 --> 160 ( 32)
 56 --> 211 ( 35)
 57 -->   9 ( 27)
 57 -->  11 ( 17)
 57 --> 174 ( 15)
 57 --> 191 ( 26)
 58 -->   2 ( 34)
 59 --> 127 ( 43)
 60 --> 171 ( 22)
 61 -->   3 ( 28)
 62 --> 193 ( 32)
 63 --> 160 ( 22)
 64 --> 219 ( 37)
 65 --> 112 ( 27)
 66 --> 208 ( 18)
 67 --> 175 ( 25)
 68 -->  20 ( 25)
 69 --> 149 ( 32)
 70 -->  61 ( 19)
 71 --> 150 ( 25)
 72 --> 151 ( 17)
 73 --> 108 ( 25)
 74 -->  87 ( 22)
 75 --> 162 ( 28)
 76 --> 178 ( 39)
 77 -->  19 ( 23)
 77 --> 163 ( 17)
 77 --> 204 ( 21)
 78 --> 118 ( 23)
 79 -->  40 ( 34)
 79 --> 135 ( 34)
 79 --> 140 ( 19)
 79 --> 174 (  7)
 80 --> 199 ( 25)
 81 -->  83 ( 33)
 82 --> 109 ( 26)
 82 --> 174 ( 18)
 83 -->   5 (  9)
 84 -->  44 ( 31)
 85 -->  57 ( 18)
 85 -->  77 ( 27)
 85 --> 129 ( 26)
 85 --> 163 ( 24)
 86 -->  80 ( 37)
 87 -->  60 ( 23)
 88 --> 201 ( 26)
 89 --> 146 ( 41)
 89 --> 173 ( 24)
 90 -->   8 ( 27)
 91 --> 147 (  9)
 92 --> 154 ( 29)
 93 -->  57 ( 24)
 94 --> 203 ( 18)
 95 -->  70 ( 24)
 96 -->  94 ( 13)
 97 --> 210 ( 12)
 98 --> 131 ( 27)
 99 -->  35 ( 41)
 99 -->  85 ( 35)
 99 --> 176 ( 18)
 99 --> 187 ( 16)
100 -->  23 ( 31)
100 --> 135 ( 36)
100 --> 183 ( 31)
100 --> 193 ( 21)
101 --> 177 ( 21)
102 --> 180 (  3)
103 --> 148 ( 24)
104 -->  79 ( 20)
105 --> 169 ( 17)
106 -->  90 ( 10)
107 --> 128 ( 25)
108 --> 116 ( 23)
109 -->  19 ( 19)
109 -->  55 ( 40)
109 --> 100 ( 48)
109 --> 140 ( 28)
109 --> 173 ( 29)
109 --> 206 ( 14)
110 --> 144 ( 21)
111 --> 129 ( 21)
111 --> 169 ( 24)
111 --> 176 ( 37)
112 --> 117 ( 24)
113 -->  73 ( 34)
114 -->  51 ( 16)
115 -->  19 (  6)
115 -->  31 ( 20)
115 -->  36 ( 17)
115 --> 168 ( 32)
115 --> 214 ( 31)
116 -->  32 ( 35)
117 -->  92 ( 38)
118 --> 121 ( 29)
119 --> 200 ( 25)
120 --> 173 ( 19)
121 --> 160 ( 27)
122 -->   1 ( 25)
123 --> 129 ( 31)
123 --> 153 ( 34)
123 --> 188 ( 25)
123 --> 202 ( 20)
124 --> 119 ( 16)
125 -->  47 ( 39)
126 --> 134 ( 24)
127 -->  15 ( 34)
128 -->  66 ( 25)
129 -->  17 ( 20)
129 --> 140 ( 17)
129 --> 161 ( 27)
129 --> 169 ( 27)
130 --> 125 ( 16)
131 -->  69 ( 18)
132 --> 107 ( 42)
133 --> 156 ( 20)
134 -->  58 ( 35)
135 -->  19 ( 20)
135 -->  93 ( 35)
135 --> 153 ( 32)
135 --> 206 ( 19)
136 -->  26 ( 24)
136 -->  85 ( 29)
136 --> 135 ( 24)
