WEIGHTED DIGRAPH 198 378:
  0 -->  24 (  6)
  1 -->  42 ( 31)
  2 --> 157 ( 25)
  3 -->  17 ( 32)
  4 --> 136 ( 26)
  5 -->  76 ( 17)
  5 --> 109 ( 46)
  5 --> 178 ( 16)
  6 --> 186 ( 27)
  7 --> 197 ( 39)
  8 --> 166 ( 29)
  9 -->   5 ( 28)
  9 -->  30 ( 32)
  9 -->  39 (  9)
  9 --> 105 ( 35)
  9 --> 113 ( 26)
  9 --> 167 ( 28)
  9 --> 182 ( 18)
  9 --> 187 ( 15)
 10 --> 111 ( 20)
 11 -->  26 ( 18)
 12 --> 142 ( 27)
 13 --> 141 ( 30)
 14 -->  71 ( 23)
 14 --> 106 ( 26)
 14 --> 135 ( 36)
 14 --> 137 ( 31)
 15 -->  50 ( 27)
 16 --> 108 ( 13)
 17 -->  56 ( 18)
 18 --> 190 ( 25)
 19 -->  67 ( 20)
 19 --> 106 ( 24)
 19 --> 184 ( 20)
 20 --> 119 ( 15)
 20 --> 163 ( 21)
 20 --> 179 ( 39)
 21 -->  69 ( 27)
 22 -->  16 ( 33)
 23 -->  78 ( 34)
 24 --> 102 ( 16)
 25 -->  93 ( 44)
 26 --> 134 ( 16)
 27 -->  97 ( 28)
 28 -->  36 ( 31)
 29 --> 128 ( 19)
 30 -->   1 ( 31)
 30 -->  49 ( 31)
 30 -->  80 ( 33)
 30 --> 103 ( 19)
 30 --> 149 ( 24)
 30 --> 169 ( 45)
 31 --> 158 ( 23)
 32 --> 191 ( 23)
 33 --> 174 ( 22)
 34 -->  15 ( 26)
 35 --> 173 ( 24)
 35 --> 179 ( 37)
 36 -->  62 ( 39)
 37 -->  46 ( 32)
 38 -->  39 ( 23)
 38 --> 109 ( 22)
 38 --> 113 ( 27)
 38 --> 129 ( 18)
 38 --> 178 ( 22)
 38 --> 180 ( 29)
 38 --> 189 ( 29)
 39 -->  20 ( 22)
 39 -->  83 ( 35)
 39 --> 103 ( 31)
 39 --> 135 ( 28)
 40 -->  44 ( 26)
 41 -->   2 ( 22)
 42 --> 171 ( 32)
 43 -->  81 ( 29)
 43 -->  87 ( 31)
 43 --> 123 ( 33)
 43 --> 129 ( 33)
 43 --> 167 ( 29)
 44 -->  80 ( 24)
 44 -->  88 ( 27)
 44 -->  91 ( 29)
 44 --> 169 ( 25)
 45 -->  44 ( 13)
 45 -->  68 ( 15)
 45 -->  82 ( 16)
 45 --> 107 ( 33)
 45 --> 113 ( 25)
 45 --> 187 ( 28)
 46 --> 138 ( 31)
 47 -->   9 ( 16)
 48 -->  19 ( 36)
 48 --> 119 ( 31)
 48 --> 179 ( 15)
 48 --> 184 ( 20)
 49 -->  83 ( 21)
 49 -->  98 ( 33)
 49 --> 109 ( 35)
 49 --> 129 ( 30)
 49 --> 147 ( 31)
 49 --> 168 ( 12)
 49 --> 169 ( 18)
 50 --> 156 ( 20)
 51 -->  99 ( 22)
 53 --> 152 ( 31)
 53 --> 154 ( 43)
 53 --> 179 ( 18)
 54 -->   8 ( 30)
 55 -->  52 (  9)
 55 -->  71 ( 35)
 55 -->  88 ( 23)
 56 --> 137 ( 22)
 57 -->  58 ( 29)
 58 -->  21 ( 20)
 59 --> 114 ( 40)
 60 -->   6 ( 24)
 61 --> 143 ( 18)
 62 -->  77 ( 32)
 63 --> 175 ( 36)
 64 --> 192 ( 36)
 65 -->  23 ( 37)
 66 --> 133 ( 28)
 67 --> 182 ( 20)
 68 -->  14 ( 24)
 68 -->  88 ( 13)
 68 --> 119 ( 25)
 68 --> 152 ( 34)
 68 --> 184 ( 22)
 69 -->   7 ( 42)
 70 --> 140 ( 12)
 71 -->  43 ( 26)
 71 -->  53 ( 25)
 71 -->  83 ( 17)
 71 -->  87 ( 39)
 71 --> 124 ( 32)
 71 --> 163 ( 25)
 71 --> 189 ( 11)
 72 -->  63 ( 22)
 73 --> 126 ( 12)
 74 -->  80 ( 19)
 74 --> 106 ( 35)
 74 --> 124 ( 19)
 74 --> 182 ( 16)
 75 --> 170 ( 28)
 76 -->  94 ( 28)
 76 --> 123 ( 29)
 76 --> 159 ( 23)
 77 --> 189 ( 26)
 78 --> 183 ( 24)
 79 --> 151 ( 20)
 80 -->  38 ( 21)
 80 -->  68 ( 19)
 80 --> 106 ( 11)
 81 -->  49 ( 37)
 81 -->  76 ( 31)
 81 -->  88 ( 30)
 81 --> 109 ( 23)
 81 --> 119 ( 26)
 81 --> 150 ( 28)
 81 --> 168 ( 12)
 81 --> 169 ( 32)
 82 -->  14 ( 11)
 82 -->  49 ( 25)
 82 -->  67 ( 25)
 82 -->  68 ( 29)
 82 -->  76 ( 26)
 82 --> 147 ( 15)
 82 --> 149 ( 24)
 82 --> 169 ( 21)
 83 -->  53 ( 20)
 83 -->  68 ( 37)
 83 --> 180 ( 29)
 84 -->  72 ( 31)
 85 --> 185 ( 25)
