WEIGHTED DIGRAPH 218 398:
  0 --> 170 ( 18)
  1 --> 169 ( 22)
  2 --> 178 ( 17)
  3 -->   4 ( 29)
  4 --> 115 ( 17)
  5 -->  54 (  9)
  6 --> 127 ( 28)
  7 -->  79 (  6)
  8 --> 148 ( 28)
  9 -->  55 ( 24)
 10 -->  29 ( 16)
 10 -->  99 ( 28)
 10 --> 105 ( 21)
 10 --> 149 ( 14)
 11 -->  35 ( 40)
 12 --> 196 ( 28)
 13 --> 110 ( 24)
 13 --> 128 ( 28)
 13 --> 142 ( 18)
 13 --> 199 ( 24)
 13 --> 211 (  8)
 13 --> 214 ( 32)
 14 --> 152 ( 16)
 15 -->  71 ( 37)
 16 -->  10 ( 26)
 16 --> 110 ( 27)
 16 --> 130 ( 19)
 16 --> 174 ( 28)
 16 --> 214 ( 31)
 17 -->  51 ( 12)
 18 --> 175 ( 29)
 19 -->  80 ( 39)
 19 -->  97 ( 13)
 19 -->  99 ( 18)
 19 --> 121 ( 19)
 19 --> 142 ( 20)
 20 -->  38 ( 29)
 21 -->   6 ( 25)
 22 --> 173 ( 14)
 23 -->   3 ( 20)
 24 -->  13 ( 16)
 24 --> 118 ( 32)
 24 --> 149 ( 12)
 25 -->  64 ( 12)
 26 --> 161 ( 20)
 27 -->   1 ( 23)
 28 -->  96 ( 33)
 29 --> 179 ( 25)
 29 --> 199 ( 32)
 30 --> 102 ( 27)
 31 -->  56 ( 23)
 32 -->  63 ( 35)
 32 --> 110 ( 24)
 32 --> 171 ( 37)
 33 -->  10 ( 33)
 33 -->  46 ( 27)
 33 -->  71 ( 17)
 33 --> 109 ( 28)
 33 --> 132 ( 27)
 34 -->  60 ( 28)
 34 --> 121 ( 30)
 34 --> 142 ( 20)
 35 --> 203 ( 30)
 36 -->  87 ( 24)
 37 -->  30 ( 33)
 38 --> 158 ( 28)
 39 -->  85 ( 28)
 40 --> 200 ( 19)
 41 --> 113 ( 37)
 42 -->  20 ( 42)
 43 --> 114 ( 29)
 44 --> 159 ( 22)
 45 -->  36 ( 13)
