WEIGHTED DIGRAPH 214 394:
  0 --> 114 ( 46)
  1 -->  69 ( 19)
  2 -->  76 ( 10)
  3 -->  79 ( 21)
  4 -->  16 ( 23)
  5 -->  40 ( 30)
  6 -->  72 ( 26)
  6 -->  74 ( 12)
  6 -->  85 ( 21)
  6 --> 111 ( 32)
  6 --> 140 ( 12)
  6 --> 145 ( 31)
  6 --> 161 ( 16)
  6 --> 193 ( 30)
  6 --> 207 ( 32)
  7 -->  25 ( 39)
  8 -->   6 ( 34)
  8 -->  46 ( 25)
  8 -->  85 ( 31)
  8 --> 144 ( 24)
  8 --> 203 ( 14)
  9 --> 205 ( 26)
 10 -->  66 ( 17)
 11 --> 124 ( 19)
 12 -->  46 ( 31)
 12 --> 146 ( 29)
 12 --> 205 ( 22)
 13 -->  77 ( 21)
 14 --> 102 ( 17)
 14 --> 129 ( 23)
 14 --> 147 ( 36)
 15 --> 194 ( 15)
 16 -->  73 ( 32)
 17 -->  48 ( 22)
 18 -->  33 ( 19)
 19 --> 163 ( 26)
 20 -->  36 ( 19)
 21 --> 128 ( 12)
 22 -->  51 ( 23)
 23 -->  15 ( 31)
 24 --> 172 ( 26)
 25 --> 127 ( 17)
 26 --> 152 ( 31)
 27 --> 105 ( 29)
 29 -->  36 ( 33)
 29 -->  61 ( 10)
 29 -->  63 ( 18)
 29 --> 102 ( 34)
 29 --> 193 ( 23)
 30 --> 201 ( 33)
 31 -->  80 ( 13)
 31 -->  95 ( 28)
 31 --> 153 ( 30)
 31 --> 203 ( 21)
 32 --> 100 ( 22)
 33 -->  65 ( 36)
 34 --> 157 ( 20)
 35 --> 180 ( 38)
 36 -->  86 ( 17)
 36 --> 103 ( 34)
 36 --> 111 ( 15)
 36 --> 184 ( 37)
 37 --> 156 ( 26)
 38 --> 141 ( 35)
 39 --> 144 ( 29)
 40 -->   2 ( 27)
 41 -->  43 ( 27)
 42 -->  49 ( 39)
 43 --> 137 ( 26)
 44 --> 192 ( 20)
 45 -->  81 ( 28)
 46 -->   6 ( 13)
 46 -->  20 ( 35)
 46 -->  72 ( 21)
 46 --> 153 ( 15)
 46 --> 205 ( 34)
 47 -->   1 ( 12)
 48 --> 179 ( 20)
 49 -->  53 ( 19)
 50 -->  61 ( 27)
 50 --> 103 ( 22)
 50 --> 107 ( 26)
 51 --> 200 ( 32)
 52 --> 208 ( 19)
 53 -->  45 ( 19)
 54 -->  20 ( 22)
 54 --> 160 ( 30)
 54 --> 161 ( 31)
 54 --> 182 ( 20)
 54 --> 195 ( 11)
 55 --> 107 ( 32)
 55 --> 167 ( 23)
 55 --> 197 ( 18)
 56 --> 136 ( 35)
 57 -->  63 ( 16)
 58 --> 142 ( 18)
 59 -->   4 ( 31)
 59 -->  36 ( 14)
 59 -->  50 ( 26)
 59 -->  63 ( 30)
 59 --> 129 ( 10)
 59 --> 131 ( 24)
 59 --> 140 (  9)
 59 --> 144 ( 24)
 59 --> 158 ( 30)
 60 -->  28 ( 29)
 60 -->  63 ( 26)
 60 --> 162 ( 23)
 61 -->   6 ( 38)
 61 -->  54 ( 18)
 61 --> 110 ( 14)
 61 --> 146 ( 42)
 61 --> 161 ( 31)
 61 --> 207 ( 21)
 62 --> 185 ( 31)
 63 -->  12 ( 24)
 63 -->  65 ( 27)
 63 --> 116 ( 16)
 63 --> 154 ( 27)
 63 --> 186 ( 33)
 64 -->  22 ( 34)
 65 -->   6 ( 15)
 65 -->  54 ( 20)
 65 -->  89 ( 25)
 65 --> 171 ( 37)
 65 --> 203 ( 22)
 65 --> 212 ( 12)
 66 --> 134 ( 30)
 67 -->  92 ( 39)
 68 -->  90 ( 12)
 69 --> 155 ( 33)
 70 -->   3 ( 13)
 71 -->  67 ( 29)
 72 -->  74 ( 22)
 72 -->  87 ( 23)
 72 --> 140 ( 30)
 73 -->  82 ( 31)
 74 -->  12 ( 21)
