WEIGHTED DIGRAPH 222 402:
  0 --> 103 ( 15)
  1 --> 176 ( 29)
  2 -->  13 ( 10)
  2 -->  36 ( 35)
  2 --> 155 ( 27)
  2 --> 160 ( 25)
  2 --> 186 ( 32)
  3 -->  82 ( 14)
  4 --> 139 ( 33)
  5 -->  18 ( 31)
  5 -->  39 ( 23)
  5 --> 186 ( 19)
  5 --> 218 ( 14)
  6 -->  83 ( 16)
  7 -->   5 ( 28)
  7 -->  13 ( 28)
  7 -->  47 ( 27)
  7 -->  97 ( 12)
  8 -->  38 ( 25)
  9 -->  35 ( 42)
 10 -->  47 ( 38)
 10 -->  52 ( 39)
 10 -->  99 ( 24)
 10 --> 184 ( 18)
 10 --> 188 ( 43)
 10 --> 190 ( 28)
 10 --> 213 ( 36)
 11 -->  21 ( 24)
 12 --> 128 ( 31)
 13 -->  99 ( 35)
 13 --> 188 ( 31)
 14 -->  18 ( 19)
 14 -->  93 ( 13)
 14 --> 116 ( 27)
 14 --> 180 ( 19)
 14 --> 187 ( 42)
 15 -->  14 ( 16)
 15 -->  80 ( 28)
 15 --> 178 ( 30)
 16 -->  17 ( 28)
 17 -->  11 ( 29)
 18 -->  73 ( 21)
 18 --> 184 ( 17)
 19 --> 124 ( 33)
 20 -->  66 ( 30)
 21 -->  30 ( 11)
 22 -->  53 ( 27)
 23 --> 148 ( 44)
 24 -->   7 ( 17)
 24 -->  14 ( 34)
 24 -->  66 ( 15)
 24 -->  73 ( 30)
 24 --> 144 ( 27)
 24 --> 185 ( 21)
 25 -->   2 ( 40)
 26 --> 110 ( 17)
 27 -->   8 ( 35)
 28 -->  60 ( 24)
 29 --> 165 ( 34)
 30 --> 190 ( 29)
 31 --> 170 ( 37)
 32 --> 107 ( 41)
 33 --> 127 ( 21)
 34 -->  63 ( 23)
 35 -->  90 ( 29)
 36 -->  20 ( 29)
 36 --> 145 ( 28)
 37 --> 136 ( 30)
 38 -->   3 ( 29)
 39 -->  18 ( 25)
 39 -->  44 ( 27)
 39 -->  59 ( 20)
 39 -->  74 ( 11)
 39 --> 132 ( 18)
 40 -->  76 ( 32)
 41 --> 172 ( 26)
 42 -->  61 ( 26)
 43 -->  54 ( 37)
 44 -->   7 ( 16)
 44 -->  14 ( 25)
 44 -->  25 ( 26)
 44 -->  36 ( 16)
 44 -->  68 ( 17)
 44 -->  93 ( 20)
 44 --> 218 ( 27)
 45 -->  57 ( 28)
 46 --> 146 ( 31)
 47 -->  36 ( 22)
 47 -->  44 ( 27)
 47 -->  74 ( 16)
 47 -->  97 ( 24)
 47 -->  99 ( 20)
 47 --> 101 ( 25)
 47 --> 113 ( 14)
 47 --> 215 ( 37)
 47 --> 218 ( 25)
 48 --> 211 ( 33)
 49 --> 134 ( 42)
 50 --> 166 ( 11)
 51 --> 200 ( 18)
 52 -->  18 ( 19)
 52 -->  44 ( 19)
 52 -->  71 ( 13)
 52 --> 184 ( 18)
 52 --> 188 ( 38)
 52 --> 190 ( 18)
 53 -->  58 ( 12)
 54 --> 119 ( 31)
 55 --> 219 ( 21)
 56 -->  48 ( 26)
 57 -->  34 ( 26)
 58 --> 121 ( 33)
 59 -->  10 ( 43)
 59 -->  44 ( 18)
 59 --> 129 ( 27)
 59 --> 143 ( 34)
 59 --> 178 ( 34)
 59 --> 181 ( 23)
 59 --> 200 ( 20)
 60 --> 179 ( 38)
 61 --> 152 ( 18)
 62 -->  59 ( 33)
 62 -->  68 ( 21)
 62 --> 178 ( 32)
 63 -->  65 ( 28)
 64 --> 129 ( 32)
