WEIGHTED DIGRAPH 208 388:
  0 -->  57 ( 22)
  1 -->  88 ( 20)
  2 -->  37 ( 34)
  3 -->  24 ( 18)
  4 -->  42 ( 12)
  5 --> 183 ( 23)
  6 -->  77 ( 32)
  7 --> 190 ( 27)
  8 -->  96 ( 28)
  9 -->  78 ( 40)
  9 --> 117 ( 22)
  9 --> 132 ( 26)
  9 --> 172 ( 15)
  9 --> 194 ( 18)
 10 -->  44 ( 19)
 10 -->  58 ( 31)
 10 -->  59 ( 26)
 10 -->  93 ( 10)
 10 --> 165 ( 26)
 10 --> 176 ( 22)
 11 -->   9 ( 43)
 11 -->  13 ( 31)
 11 -->  56 ( 34)
 11 --> 117 ( 43)
 11 --> 172 ( 15)
 12 -->  50 ( 19)
 13 -->  16 ( 19)
 13 -->  42 ( 23)
 13 -->  59 ( 18)
 13 -->  78 ( 17)
 13 -->  83 ( 19)
 14 --> 198 ( 31)
 15 -->  39 ( 16)
 16 -->  17 ( 32)
 16 -->  93 ( 21)
 16 -->  94 ( 28)
 16 --> 105 ( 12)
 16 --> 117 ( 28)
 16 --> 155 ( 35)
 17 -->  63 ( 26)
 17 --> 132 ( 37)
 18 -->  29 ( 17)
 19 -->  22 ( 29)
 19 --> 128 ( 23)
 19 --> 145 ( 31)
 20 -->  18 ( 27)
 21 --> 126 ( 24)
 22 -->  30 ( 19)
 22 -->  75 ( 33)
 22 -->  97 ( 44)
 22 --> 105 ( 27)
 22 --> 155 ( 15)
 23 --> 140 ( 25)
 24 --> 156 ( 39)
 25 -->  20 ( 40)
 26 -->  13 ( 25)
 26 -->  83 ( 26)
 26 --> 108 ( 29)
 27 -->  72 ( 27)
 28 -->  13 ( 34)
 29 -->  74 ( 20)
 30 -->  10 (  8)
 30 -->  16 ( 39)
 30 -->  53 ( 20)
 30 --> 116 ( 34)
 31 --> 149 ( 29)
 32 -->  97 ( 40)
 33 --> 152 ( 33)
 34 -->  44 ( 11)
 35 -->  89 ( 24)
 36 --> 203 ( 22)
 37 -->  51 ( 12)
 38 --> 104 ( 32)
 39 --> 174 ( 25)
 40 -->  63 ( 36)
 41 -->  78 ( 32)
 41 -->  93 ( 23)
 41 -->  97 ( 17)
 41 --> 105 ( 18)
 41 --> 129 ( 38)
 41 --> 156 ( 33)
 42 --> 146 ( 11)
 42 --> 194 ( 18)
 43 --> 199 ( 15)
 44 -->  59 ( 37)
 44 --> 141 ( 35)
 45 --> 204 ( 27)
 46 --> 197 ( 18)
 47 --> 164 ( 24)
 48 --> 162 ( 31)
 49 -->  54 ( 14)
 50 -->  43 ( 13)
 51 -->  27 ( 33)
 52 -->  22 ( 26)
 52 -->  78 ( 19)
 52 -->  99 ( 21)
 52 --> 191 ( 19)
 53 -->  11 ( 20)
 53 -->  44 ( 11)
 53 -->  63 ( 31)
 53 -->  78 ( 17)
 53 --> 107 ( 28)
 53 --> 124 ( 33)
 53 --> 176 ( 21)
 54 -->   6 ( 18)
 55 -->  41 ( 22)
 56 -->  41 ( 24)
 56 -->  52 ( 29)
 56 -->  61 ( 13)
 56 -->  78 ( 21)
 56 --> 112 ( 27)
 56 --> 143 ( 40)
 56 --> 148 ( 43)
