WEIGHTED DIGRAPH 206 386:
  0 -->  29 ( 27)
  1 -->  33 ( 20)
  1 -->  79 ( 30)
  1 -->  91 ( 21)
  1 --> 120 ( 19)
  1 --> 201 ( 19)
  2 --> 112 ( 23)
  3 -->   1 ( 21)
  3 -->   6 ( 19)
  3 --> 163 ( 15)
  3 --> 171 ( 34)
  3 --> 177 ( 24)
  3 --> 198 ( 20)
  3 --> 203 ( 19)
  4 --> 125 ( 11)
  5 -->   4 ( 42)
  6 --> 122 ( 21)
  6 --> 149 ( 22)
  7 -->  40 ( 10)
  8 --> 148 ( 30)
  9 -->  64 ( 26)
 10 --> 183 ( 14)
 11 -->  12 ( 29)
 11 -->  79 (  7)
 11 --> 149 ( 27)
 11 --> 154 ( 18)
 11 --> 158 ( 36)
 11 --> 184 ( 35)
 11 --> 205 ( 35)
 12 -->   3 ( 21)
 13 -->  15 ( 22)
 14 -->  53 ( 36)
 15 -->  41 (  4)
 16 --> 187 ( 16)
 17 --> 181 ( 28)
 18 --> 166 ( 28)
 19 --> 111 ( 12)
 20 --> 144 ( 18)
 21 --> 103 ( 36)
 22 -->  75 ( 27)
 22 --> 196 ( 45)
 23 --> 131 ( 23)
 23 --> 203 ( 24)
 24 --> 155 ( 30)
 25 -->  31 ( 27)
 26 --> 203 ( 19)
 27 -->  21 ( 28)
 28 --> 105 ( 18)
 29 -->  97 ( 18)
 30 --> 193 ( 22)
 31 --> 142 ( 33)
 32 -->  47 ( 13)
 33 -->  23 ( 24)
 33 -->  45 ( 19)
 33 --> 104 ( 34)
 33 --> 149 ( 29)
 34 --> 175 ( 26)
 35 --> 123 ( 32)
 36 --> 195 ( 22)
 37 -->  74 ( 22)
 37 --> 122 ( 29)
 37 --> 143 ( 24)
 37 --> 146 ( 34)
 37 --> 159 ( 42)
 37 --> 174 ( 17)
 38 --> 138 ( 29)
 39 -->  87 ( 20)
 40 -->  93 ( 35)
 41 --> 202 ( 29)
 42 --> 101 ( 31)
 43 --> 191 ( 28)
 44 --> 109 ( 21)
 45 -->   1 ( 20)
 45 -->   6 ( 35)
 45 -->  57 ( 29)
 45 --> 115 ( 17)
 45 --> 152 ( 42)
 45 --> 201 ( 12)
 46 -->  92 ( 17)
 47 --> 196 ( 20)
 48 -->  22 ( 37)
 48 --> 104 ( 24)
 48 --> 167 ( 21)
 49 --> 117 ( 30)
 50 -->  27 ( 29)
 51 -->  49 ( 31)
 52 -->  51 ( 23)
 53 --> 128 ( 30)
 54 -->  11 ( 28)
 55 --> 151 ( 18)
 56 -->  88 ( 19)
 57 --> 137 ( 18)
 57 --> 157 ( 11)
 57 --> 158 ( 33)
 58 --> 164 ( 14)
 59 --> 200 ( 24)
 60 -->  52 ( 23)
 61 -->  78 ( 29)
 62 -->  12 ( 18)
 62 --> 120 ( 30)
 62 --> 177 ( 25)
 62 --> 189 ( 15)
 63 -->  48 ( 20)
 64 -->   6 ( 14)
 64 -->  22 ( 21)
 64 -->  47 ( 35)
 64 --> 129 ( 36)
 64 --> 136 ( 39)
 64 --> 177 ( 20)
 64 --> 198 ( 22)
 65 -->  71 ( 17)
 66 --> 168 ( 20)
 67 -->  35 ( 30)
 68 -->  32 ( 36)
 68 -->  64 ( 25)
 68 --> 149 ( 28)
 68 --> 171 ( 25)
 68 --> 177 ( 24)
 68 --> 201 ( 21)
 69 --> 100 ( 31)
 70 --> 134 ( 32)
 71 --> 113 ( 18)
 72 -->  59 ( 25)
 73 --> 170 ( 19)
 74 -->  79 ( 37)
 75 -->  12 ( 21)
 75 -->  85 ( 34)
 75 --> 161 ( 18)
 75 --> 201 ( 15)
 76 --> 133 ( 24)
 77 -->  19 ( 28)
 78 -->  44 ( 26)
 79 -->  62 ( 23)
 79 -->  85 ( 20)
 79 --> 160 ( 32)
 80 --> 190 (  8)
 81 -->  65 ( 26)
 82 --> 199 ( 33)
 83 -->  11 ( 37)
 83 -->  47 (  9)
 83 -->  68 ( 12)
 83 --> 154 ( 34)
 84 -->  47 ( 16)
 84 -->  91 (  8)
 84 --> 122 ( 17)
 84 --> 163 ( 26)
 84 --> 184 ( 30)
 84 --> 198 ( 37)
 85 --> 177 ( 19)
 86 -->  66 ( 38)
 87 -->  86 ( 32)
 88 -->  42 ( 33)
 89 --> 147 ( 17)
 90 -->   9 ( 27)
 91 -->  33 ( 32)
 91 -->  68 ( 19)
 91 --> 110 ( 35)
 91 --> 118 ( 16)
 91 --> 152 ( 26)
 91 --> 161 ( 23)
 91 --> 204 ( 27)
 92 --> 153 ( 23)
 93 --> 165 ( 24)
 94 --> 182 ( 31)
 95 -->  23 ( 37)
 95 -->  45 ( 28)
 95 -->  48 ( 21)
 95 -->  57 ( 21)
 95 -->  85 ( 28)
 95 --> 154 ( 20)
 95 --> 160 ( 27)
 95 --> 184 ( 13)
 95 --> 189 ( 11)
 95 --> 204 ( 33)
 96 -->  33 ( 12)
 96 --> 126 ( 30)
 97 --> 108 ( 24)
 98 --> 106 ( 20)
 99 -->  43 ( 19)
100 --> 115 ( 28)
101 --> 139 ( 12)
102 --> 173 ( 18)
103 --> 185 ( 21)
104 -->  47 ( 14)
105 --> 169 ( 43)
106 --> 121 ( 28)
107 --> 192 ( 25)
108 --> 184 ( 18)
109 -->  63 ( 23)
110 -->  11 ( 26)
110 -->  57 ( 20)
110 --> 171 ( 26)
111 -->  25 ( 28)
112 --> 177 ( 28)
113 -->  58 ( 21)
114 --> 157 ( 12)
115 -->  83 ( 25)
115 --> 166 ( 36)
