WEIGHTED DIGRAPH 210 390:
  0 -->   5 ( 25)
  1 -->  30 ( 23)
  2 -->   8 ( 37)
  3 -->  70 ( 30)
  3 --> 185 ( 27)
  4 -->  76 ( 23)
  4 --> 111 ( 40)
  4 --> 122 ( 22)
  4 --> 169 ( 15)
  5 -->  51 ( 26)
  6 --> 115 ( 15)
  7 --> 134 ( 21)
  8 -->   1 ( 33)
  9 --> 188 ( 27)
 10 -->  84 ( 16)
 10 --> 182 ( 29)
 11 -->  58 ( 37)
 11 -->  84 ( 34)
 11 --> 116 ( 28)
 12 --> 191 ( 22)
 13 --> 156 ( 22)
 14 --> 100 ( 14)
 15 --> 150 ( 36)
 16 -->  50 ( 16)
 16 --> 178 ( 26)
 16 --> 180 ( 27)
 16 --> 200 ( 39)
 17 --> 146 ( 24)
 18 -->  26 ( 27)
 19 --> 170 ( 20)
 20 --> 198 ( 15)
 22 -->  69 ( 28)
 23 -->   2 ( 34)
 24 --> 140 ( 34)
 25 -->  22 ( 30)
 26 -->  89 ( 29)
 27 -->  61 ( 28)
 27 --> 109 ( 21)
 27 --> 111 ( 23)
 28 -->  48 ( 25)
 28 -->  79 ( 28)
 28 --> 120 ( 27)
 28 --> 122 ( 24)
 28 --> 174 (  8)
 29 -->  31 ( 28)
 30 --> 202 ( 27)
 31 --> 108 ( 29)
 32 --> 162 ( 22)
 33 -->  28 ( 21)
 33 -->  73 ( 37)
 33 -->  82 ( 17)
 33 --> 120 ( 26)
 34 -->  16 ( 19)
 34 -->  72 ( 42)
 34 -->  76 ( 28)
 34 -->  80 ( 24)
 34 --> 167 ( 22)
 35 -->  61 ( 16)
 35 -->  66 ( 31)
 35 -->  73 ( 38)
 35 --> 105 ( 26)
 35 --> 166 ( 17)
 36 --> 147 ( 34)
 37 --> 209 ( 18)
 38 --> 194 ( 24)
 39 -->  97 ( 37)
 40 -->  50 ( 26)
 40 -->  67 ( 14)
 40 --> 120 ( 26)
 40 --> 166 ( 19)
 40 --> 167 ( 20)
 41 -->   0 ( 33)
 42 -->  47 ( 31)
 43 --> 207 ( 18)
 44 --> 163 ( 35)
 45 --> 122 ( 29)
 46 -->  99 ( 15)
 47 --> 193 ( 25)
 48 --> 155 ( 43)
 49 --> 158 ( 37)
 50 -->  57 ( 23)
 50 -->  82 ( 21)
 50 --> 128 ( 26)
 50 --> 167 ( 32)
 50 --> 181 ( 31)
 51 -->  78 ( 21)
 52 -->  36 ( 35)
 53 --> 204 ( 21)
 54 --> 175 ( 18)
 55 -->  45 ( 33)
 56 -->  49 ( 20)
 57 -->  84 ( 44)
 57 --> 167 ( 29)
 58 -->  66 ( 35)
 58 -->  83 ( 35)
 58 --> 178 ( 29)
 59 --> 197 ( 22)
 60 --> 133 ( 26)
 61 -->   3 ( 15)
 61 -->  11 ( 19)
 61 --> 128 ( 22)
 61 --> 167 ( 30)
 62 --> 113 ( 33)
 63 -->  92 ( 28)
 64 --> 142 ( 16)
 65 --> 160 ( 34)
 66 -->   3 ( 29)
 66 -->  57 ( 37)
 66 -->  70 ( 19)
 66 --> 156 ( 25)
 67 -->  57 ( 39)
 67 --> 167 ( 38)
 68 --> 102 ( 11)
 69 -->  86 ( 14)
