WEIGHTED DIGRAPH 202 382:
  0 --> 169 ( 26)
  1 -->  20 ( 22)
  2 -->  26 ( 24)
  3 --> 151 ( 10)
  4 --> 136 ( 44)
  5 --> 100 ( 27)
  5 --> 115 ( 25)
  5 --> 140 ( 31)
  5 --> 185 ( 28)
  6 -->  60 ( 30)
  6 --> 116 ( 21)
  7 -->  10 ( 30)
  7 --> 101 ( 33)
  7 --> 113 ( 40)
  7 --> 158 ( 23)
  8 --> 168 ( 26)
  9 -->  15 ( 29)
  9 -->  69 ( 16)
  9 --> 138 ( 25)
 10 -->  72 ( 33)
 10 --> 115 ( 23)
 10 --> 133 ( 27)
 10 --> 165 ( 20)
 11 -->   5 ( 16)
 11 -->   6 ( 25)
 11 -->  10 ( 23)
 11 --> 145 ( 25)
 11 --> 188 ( 32)
 12 -->  37 ( 33)
 13 -->  42 ( 10)
 13 -->  49 ( 16)
 13 -->  81 ( 26)
 13 --> 108 ( 23)
 13 --> 116 ( 28)
 13 --> 186 ( 27)
 14 -->   9 ( 43)
 14 -->  84 ( 29)
 14 --> 132 ( 35)
 14 --> 176 ( 40)
 14 --> 186 ( 21)
 14 --> 188 ( 12)
 15 -->  47 ( 28)
 15 --> 120 ( 24)
 15 --> 133 ( 27)
 15 --> 196 ( 19)
 16 -->  94 ( 21)
 17 --> 137 ( 23)
 18 -->  71 ( 29)
 19 -->  74 ( 31)
 20 --> 141 ( 34)
 21 -->  42 ( 30)
 22 --> 139 ( 12)
 23 --> 135 ( 26)
 24 -->   9 ( 24)
 24 -->  14 ( 45)
 24 -->  49 ( 35)
 24 -->  90 ( 16)
 24 --> 107 ( 16)
 24 --> 145 ( 14)
 24 --> 159 ( 33)
 25 -->  54 ( 25)
 26 --> 191 (  9)
 27 -->  64 ( 31)
 28 --> 127 ( 32)
 29 -->  90 ( 27)
 30 -->   2 ( 39)
 31 -->   5 ( 21)
 31 -->  58 ( 41)
 31 --> 152 ( 16)
 32 -->  10 ( 27)
 32 -->  11 ( 40)
 32 -->  17 ( 19)
 32 -->  49 ( 18)
 32 --> 145 ( 34)
 32 --> 152 ( 23)
 33 --> 178 ( 23)
 34 -->   3 ( 34)
 35 -->  98 ( 29)
 36 -->  21 (  4)
 37 -->  38 ( 13)
 38 -->  83 ( 31)
 39 --> 196 ( 22)
 40 -->  22 ( 17)
 41 --> 153 ( 42)
 42 -->  27 ( 28)
 42 -->  51 ( 37)
 42 --> 137 ( 10)
 42 --> 176 ( 24)
 43 -->  92 ( 21)
 44 --> 128 ( 26)
 45 -->  31 ( 36)
 45 -->  90 ( 26)
 45 --> 120 ( 22)
 46 -->  56 ( 25)
 47 -->  32 ( 20)
 48 -->  62 ( 41)
 49 --> 115 ( 33)
 49 --> 138 ( 40)
 49 --> 159 ( 12)
 50 -->   5 ( 33)
 50 -->  42 ( 22)
 50 -->  87 ( 28)
 50 -->  90 ( 34)
 51 -->  24 ( 22)
 51 -->  60 ( 24)
 51 --> 140 ( 24)
 52 -->   8 ( 40)
 53 -->  14 ( 11)
 53 --> 115 ( 19)
 54 -->  33 (  8)
 55 --> 179 ( 19)
 56 -->  36 ( 33)
 57 -->  46 ( 25)
 58 -->   6 ( 35)
 58 -->  13 ( 22)
 58 -->  63 ( 21)
 58 -->  69 ( 28)
 58 -->  87 ( 37)
 58 -->  90 ( 25)
 58 --> 156 ( 30)
 59 --> 155 ( 38)
 60 -->   5 ( 13)
 60 -->  31 ( 12)
 60 -->  72 ( 33)
 60 --> 165 ( 36)
 60 --> 183 (  8)
 61 --> 109 ( 19)
 62 -->  34 ( 28)
 63 -->   5 ( 23)
 63 -->   6 ( 22)
 63 -->  72 ( 22)
 63 --> 101 ( 31)
 63 --> 186 ( 10)
 64 --> 154 ( 31)
 65 --> 173 ( 12)
 66 --> 189 ( 23)
 67 -->  44 ( 36)
 68 -->  89 ( 11)
 69 -->  51 ( 16)
 69 --> 120 ( 19)
 69 --> 140 ( 31)
 70 --> 157 ( 22)
 71 -->  79 (  6)
 72 --> 131 ( 29)
 72 --> 172 ( 25)
 73 -->  60 ( 18)
 74 -->   4 ( 17)
 75 -->  91 ( 17)
 76 --> 111 ( 13)
 77 -->  70 ( 20)
 78 -->  75 ( 16)
 79 -->  12 ( 22)
 80 -->  99 ( 24)
 81 -->  41 ( 19)
 82 -->  93 ( 35)
 83 --> 199 ( 23)
 84 -->   7 ( 42)
 84 -->  58 ( 24)
 84 --> 116 ( 32)
 84 --> 138 ( 21)
 84 --> 176 ( 16)
 85 -->   7 ( 24)
 85 -->  13 ( 25)
 85 -->  24 ( 15)
 85 --> 140 ( 18)
 85 --> 176 ( 37)
 85 --> 188 ( 28)
 86 -->  18 ( 23)
 87 -->  14 ( 28)
 87 -->  42 ( 27)
 87 -->  85 ( 17)
 88 --> 123 ( 26)
 89 --> 192 ( 25)
 90 --> 147 ( 37)
 90 --> 158 ( 13)
 91 -->  40 ( 30)
 92 --> 194 ( 16)
 93 --> 177 ( 27)
 94 --> 134 ( 27)
 95 -->  88 ( 44)
 96 -->  13 ( 25)
 97 -->  65 ( 27)
 98 --> 118 ( 13)
 99 --> 201 ( 35)
100 -->  58 ( 35)
100 --> 133 ( 39)
100 --> 152 ( 28)
100 --> 158 ( 15)
100 --> 175 ( 19)
101 -->  60 ( 22)
101 --> 137 ( 24)
101 --> 143 ( 16)
102 --> 167 ( 17)
103 -->  13 ( 36)
104 -->  68 ( 26)
105 -->  95 ( 22)
106 --> 149 ( 31)
107 --> 187 ( 21)
108 -->   0 ( 35)
109 --> 106 ( 38)
110 --> 117 ( 17)
111 -->  29 ( 28)
112 -->  96 ( 46)
114 -->  67 ( 12)
115 -->  15 ( 18)
115 --> 130 ( 23)
116 --> 184 ( 25)
117 --> 197 ( 21)
118 -->  66 ( 26)
119 -->  25 ( 24)
121 --> 105 ( 15)
122 --> 148 ( 36)
123 --> 114 ( 33)
124 -->   5 ( 15)
124 -->  32 ( 19)
124 -->  90 ( 28)
124 --> 100 ( 38)
125 -->  48 ( 31)
126 --> 180 ( 35)
127 --> 181 ( 34)
128 --> 102 ( 23)
129 --> 186 ( 20)
130 -->  58 ( 16)
130 -->  60 ( 34)
130 -->  72 ( 24)
130 --> 137 ( 15)
131 -->  10 ( 25)
131 -->  14 ( 24)
131 -->  32 ( 27)
131 --> 116 ( 37)
131 --> 152 ( 33)
131 --> 176 ( 21)
131 --> 196 ( 22)
132 -->   7 ( 27)
132 -->  42 ( 25)
132 -->  60 ( 15)
133 -->  53 ( 21)
133 -->  63 ( 23)
133 --> 172 ( 27)
133 --> 186 ( 19)
134 -->  43 ( 21)
135 --> 150 ( 37)
136 --> 193 ( 30)
137 -->  14 ( 40)
138 -->  14 ( 20)
138 --> 162 ( 16)
138 --> 185 ( 28)
138 --> 195 ( 37)
139 --> 129 ( 20)
140 -->  49 ( 39)
140 --> 101 ( 19)
140 --> 113 ( 39)
140 --> 116 ( 23)
140 --> 124 ( 20)
140 --> 137 ( 35)
140 --> 162 ( 17)
141 -->  86 ( 20)
142 --> 200 ( 43)
143 -->  11 ( 32)
143 -->  45 ( 26)
143 -->  49 ( 27)
143 -->  50 ( 36)
143 -->  85 ( 36)
143 --> 113 ( 19)
143 --> 159 ( 21)
143 --> 188 ( 20)
144 -->  82 ( 24)
145 -->   6 ( 34)
145 -->  69 ( 21)
145 --> 143 ( 27)
145 --> 158 ( 14)
145 --> 186 ( 28)
146 -->  52 ( 11)
147 --> 166 ( 28)
148 -->  28 ( 27)
149 -->   1 ( 36)
150 --> 122 ( 18)
151 --> 110 (  6)
152 -->  84 ( 20)
152 --> 140 ( 19)
153 -->  55 ( 46)
154 --> 125 ( 19)
155 --> 103 ( 29)
156 -->   7 ( 30)
156 -->  10 ( 23)
156 -->  63 ( 34)
156 --> 175 ( 20)
157 --> 163 ( 14)
158 --> 131 ( 20)
158 --> 162 (  9)
158 --> 175 ( 38)
158 --> 188 ( 25)
158 --> 195 ( 22)
159 -->  87 (  4)
159 --> 152 ( 19)
159 --> 184 ( 29)
160 --> 198 ( 40)
161 -->  78 ( 26)
162 -->  58 ( 45)
162 -->  84 ( 31)
163 -->  61 ( 38)
164 -->  19 ( 38)
165 -->  11 ( 30)
165 -->  17 ( 13)
165 --> 162 ( 39)
165 --> 196 ( 33)
166 -->  97 ( 28)
167 --> 164 ( 28)
168 -->  57 ( 37)
169 --> 146 ( 24)
170 -->  59 ( 45)
171 --> 160 ( 20)
172 -->  32 ( 29)
172 -->  49 ( 17)
172 --> 137 ( 24)
172 --> 186 ( 31)
173 -->  80 ( 22)
174 --> 144 ( 16)
175 -->  31 ( 27)
175 -->  45 ( 41)
175 -->  53 ( 12)
175 --> 152 ( 30)
176 -->  13 (  9)
176 -->  17 ( 15)
176 -->  24 ( 18)
176 -->  31 ( 26)
176 --> 132 ( 30)
176 --> 138 ( 26)
176 --> 185 ( 28)
176 --> 196 ( 23)
177 --> 142 ( 29)
178 --> 104 ( 24)
179 --> 174 ( 29)
180 -->  35 ( 26)
181 --> 188 ( 17)
182 --> 170 ( 28)
183 --> 119 ( 23)
184 -->  51 ( 10)
184 -->  53 ( 31)
184 --> 100 ( 25)
184 --> 124 ( 18)
184 --> 143 ( 18)
184 --> 172 ( 33)
184 --> 186 ( 25)
185 -->  14 ( 12)
185 -->  49 ( 22)
185 -->  85 ( 28)
185 -->  90 ( 24)
186 -->   5 ( 10)
186 -->   7 ( 35)
186 -->  24 ( 14)
186 -->  32 ( 20)
186 --> 120 ( 33)
186 --> 130 ( 28)
186 --> 171 ( 31)
187 -->  23 ( 12)
188 -->  72 ( 24)
188 -->  77 (  6)
188 --> 120 ( 29)
188 --> 162 ( 26)
189 --> 182 ( 21)
190 -->  39 ( 10)
191 --> 190 (  8)
192 -->  30 ( 26)
193 -->  73 ( 35)
194 --> 126 ( 20)
195 -->  42 ( 15)
195 --> 132 ( 23)
195 --> 162 ( 22)
195 --> 184 ( 32)
195 --> 188 (  9)
196 -->  16 (  9)
196 -->  63 ( 22)
196 --> 116 ( 42)
196 --> 121 ( 13)
196 --> 145 ( 39)
196 --> 158 ( 28)
197 --> 112 ( 33)
198 -->  76 ( 18)
199 -->  24 ( 44)
200 --> 196 (  8)
201 --> 161 ( 19)
