WEIGHTED DIGRAPH 180 360:
  0 --> 148 ( 31)
  1 -->  12 ( 24)
  1 -->  59 ( 19)
  1 -->  66 ( 19)
  1 --> 121 ( 36)
  1 --> 160 ( 17)
  1 --> 162 ( 10)
  2 -->  52 ( 45)
  2 -->  93 ( 15)
  2 --> 123 ( 29)
  3 -->  20 ( 32)
  3 -->  28 ( 37)
  3 --> 129 ( 24)
  4 -->  77 ( 29)
  5 --> 133 ( 12)
  6 --> 146 ( 26)
  7 -->  23 ( 37)
  8 --> 113 ( 42)
  9 --> 121 ( 28)
  9 --> 123 ( 17)
 10 --> 140 ( 14)
 11 -->  28 ( 16)
 11 -->  92 ( 20)
 11 --> 107 ( 44)
 11 --> 143 ( 17)
 12 --> 129 ( 31)
 13 --> 132 ( 43)
 14 -->  72 ( 13)
 15 --> 128 ( 35)
 16 -->  49 ( 12)
 17 --> 167 ( 13)
 18 -->  33 (  9)
 19 -->  85 ( 26)
 20 -->  57 ( 32)
 20 -->  59 ( 15)
 20 -->  91 ( 21)
 20 --> 136 ( 36)
 20 --> 137 ( 29)
 20 --> 169 ( 26)
 20 --> 177 ( 12)
 21 -->  88 ( 39)
 22 -->  79 ( 26)
 23 -->  15 ( 26)
 24 -->  26 ( 27)
 25 -->  62 ( 19)
 25 --> 158 ( 19)
 26 --> 164 ( 23)
 27 -->  70 ( 29)
 28 -->  82 ( 30)
 29 -->  55 ( 26)
 29 -->  65 ( 33)
 29 --> 143 ( 40)
 30 -->  66 ( 17)
 30 -->  71 ( 29)
 30 --> 137 ( 33)
 30 --> 160 ( 31)
 31 --> 116 (  9)
 32 -->  16 ( 30)
 32 -->  29 ( 43)
 32 -->  71 ( 24)
 32 --> 134 ( 15)
 32 --> 154 ( 27)
 32 --> 161 ( 16)
 33 --> 172 ( 36)
 34 -->  61 ( 19)
 35 -->  28 ( 27)
 35 -->  93 ( 21)
 35 --> 107 ( 20)
 35 --> 121 ( 22)
 36 -->  94 ( 26)
 37 -->  52 ( 40)
 37 --> 175 ( 41)
 38 -->  20 ( 26)
 38 -->  71 ( 33)
 38 -->  95 ( 20)
 38 --> 134 ( 20)
 38 --> 136 ( 22)
 38 --> 158 ( 22)
 38 --> 160 ( 33)
 39 --> 111 ( 32)
 40 --> 112 ( 23)
 41 -->  48 ( 36)
 42 --> 171 ( 33)
 43 -->  58 ( 22)
 44 -->  83 ( 26)
 45 -->  74 ( 14)
 46 -->  54 ( 29)
 47 -->  84 ( 34)
 48 --> 119 ( 24)
 49 --> 147 ( 21)
 50 --> 173 ( 22)
 51 --> 127 ( 29)
 52 -->  12 ( 27)
 52 -->  20 ( 20)
 52 -->  71 ( 27)
 52 -->  82 ( 32)
 52 --> 102 ( 22)
 52 --> 110 ( 23)
 52 --> 154 ( 17)
 53 -->  44 ( 26)
 54 --> 154 ( 18)
 55 -->  52 ( 28)
 55 --> 121 ( 20)
 55 --> 125 ( 18)
 55 --> 160 ( 12)
 56 -->  19 ( 21)
 57 -->  11 ( 27)
 57 -->  38 ( 16)
 57 --> 177 ( 18)
 58 -->   6 ( 19)
 59 -->  12 ( 23)
 59 -->  52 ( 19)
 59 -->  62 ( 17)
 59 --> 160 ( 35)
 59 --> 174 ( 29)
 60 -->  56 ( 32)
 61 -->  24 ( 24)
 62 -->  99 ( 37)
 63 -->  14 ( 35)
 64 -->   2 ( 17)
 64 -->   9 ( 33)
 64 -->  12 ( 13)
 64 -->  62 ( 14)
 64 -->  66 ( 35)
 64 -->  93 ( 26)
 64 --> 121 ( 24)
 64 --> 172 ( 26)
 65 -->  25 ( 18)
 65 --> 117 ( 19)
 65 --> 149 ( 38)
 65 --> 165 ( 25)
 65 --> 174 ( 31)
 66 -->   3 ( 35)
 66 -->  57 ( 23)
 66 --> 109 ( 14)
 67 -->  22 ( 30)
 68 -->  73 ( 25)
 69 --> 120 ( 41)
 70 -->  17 ( 42)
 71 -->   1 ( 13)
 71 -->   3 ( 21)
 72 -->  21 ( 18)
 73 -->  86 ( 24)
 74 -->  75 ( 22)
 75 --> 138 ( 32)
 76 -->  62 ( 14)
 76 --> 174 ( 27)
 77 --> 103 ( 22)
 78 -->  87 ( 18)
 79 -->  28 ( 19)
 79 -->  92 ( 14)
 79 -->  93 ( 39)
 79 --> 102 ( 20)
 79 --> 107 ( 30)
 79 --> 122 ( 32)
 79 --> 124 ( 24)
 79 --> 158 ( 33)
 80 -->  39 ( 14)
 81 --> 159 ( 24)
 82 -->  93 ( 29)
 82 --> 169 ( 15)
 82 --> 177 ( 32)
 83 --> 141 ( 15)
 84 --> 179 ( 16)
 85 -->  80 ( 41)
 86 --> 154 ( 26)
 87 -->  69 ( 21)
 88 --> 161 ( 20)
 89 --> 102 ( 31)
 89 --> 110 ( 16)
 89 --> 165 ( 18)
 90 -->  81 ( 25)
 91 -->   3 ( 17)
 91 -->  28 ( 27)
 91 -->  59 ( 20)
 91 --> 158 ( 30)
 91 --> 160 ( 20)
 91 --> 161 ( 21)
 92 -->  71 ( 29)
 92 -->  99 ( 28)
 92 --> 134 ( 33)
 93 -->  10 ( 31)
 93 -->  28 ( 29)
 93 -->  71 ( 33)
 93 --> 110 ( 24)
 93 --> 136 ( 26)
 94 --> 108 ( 32)
 95 -->  20 ( 30)
 95 -->  30 ( 32)
 95 -->  91 ( 31)
 95 -->  92 ( 31)
 95 --> 125 ( 30)
 95 --> 143 ( 20)
 95 --> 174 ( 29)
 96 --> 156 ( 17)
 97 -->  63 ( 34)
 98 -->  53 ( 32)
 99 -->  28 ( 24)
 99 -->  64 ( 29)
 99 -->  65 ( 34)
 99 -->  76 ( 35)
 99 -->  82 ( 35)
 99 --> 100 ( 18)
 99 --> 109 ( 19)
 99 --> 121 ( 31)
 99 --> 162 ( 18)
100 --> 144 ( 22)
101 --> 150 ( 15)
102 -->  11 ( 39)
102 -->  32 (  8)
102 -->  95 ( 24)
102 --> 134 ( 12)
103 --> 175 ( 15)
104 -->   4 ( 18)
105 -->  96 ( 31)
106 -->  98 ( 23)
107 -->  52 ( 22)
107 --> 121 ( 21)
108 -->  97 ( 31)
109 -->  62 ( 13)
109 -->  65 ( 20)
109 -->  95 ( 17)
109 --> 124 ( 28)
109 --> 160 ( 18)
110 -->  30 ( 20)
110 -->  57 ( 28)
110 -->  76 ( 24)
110 -->  82 ( 17)
110 --> 175 ( 22)
111 -->  78 ( 32)
112 -->  67 ( 24)
113 --> 105 ( 26)
114 -->   8 ( 36)
115 -->   2 ( 40)
115 -->  76 ( 22)
115 -->  79 ( 31)
115 --> 110 ( 10)
116 --> 101 ( 35)
117 -->  92 ( 33)
118 --> 168 ( 27)
119 --> 104 ( 29)
120 -->  99 ( 29)
121 -->  12 ( 24)
121 -->  38 ( 38)
121 -->  62 ( 28)
121 --> 174 ( 21)
122 --> 157 ( 19)
123 --> 143 ( 22)
123 --> 160 ( 32)
123 --> 172 ( 39)
124 -->  28 ( 22)
124 -->  71 ( 23)
124 --> 110 ( 36)
124 --> 129 ( 35)
124 --> 162 ( 16)
124 --> 175 ( 18)
125 -->   1 ( 34)
125 -->  82 ( 20)
125 --> 165 ( 43)
126 -->  45 ( 31)
127 --> 126 ( 40)
128 --> 118 ( 21)
129 --> 175 ( 46)
130 --> 142 ( 21)
131 --> 135 ( 10)
132 --> 176 ( 23)
133 -->  90 ( 24)
134 -->  11 ( 29)
134 -->  20 ( 29)
134 -->  52 ( 33)
135 --> 151 ( 21)
136 -->  32 ( 27)
136 --> 125 ( 32)
136 --> 154 ( 23)
136 --> 169 ( 27)
136 --> 175 ( 27)
137 -->   9 ( 15)
137 -->  29 ( 16)
137 -->  55 ( 26)
137 --> 162 ( 21)
138 --> 145 ( 39)
139 --> 166 (  7)
140 --> 106 ( 28)
141 -->  47 ( 28)
142 -->  40 ( 13)
143 -->   2 ( 31)
144 -->   0 ( 13)
145 -->   7 ( 18)
146 --> 170 ( 35)
147 -->  27 ( 18)
148 -->  68 ( 35)
149 -->  79 ( 25)
149 --> 154 ( 13)
149 --> 160 ( 29)
150 --> 153 ( 25)
151 -->  18 (  9)
152 --> 178 ( 33)
153 -->  60 ( 22)
154 -->   1 ( 24)
154 -->  13 ( 22)
154 -->  36 ( 22)
154 -->  37 ( 40)
154 -->  43 ( 24)
154 --> 102 ( 20)
154 --> 161 ( 23)
155 -->  50 ( 19)
156 --> 154 ( 27)
157 -->  34 ( 26)
158 -->  28 ( 32)
158 --> 109 ( 23)
158 --> 143 ( 36)
158 --> 162 (  5)
159 -->  46 ( 31)
160 -->  66 ( 34)
160 --> 115 ( 23)
160 --> 162 ( 28)
161 -->  12 ( 39)
161 -->  64 ( 23)
161 --> 152 ( 37)
162 -->   2 ( 11)
162 -->   3 ( 19)
162 -->  52 ( 25)
162 -->  93 ( 24)
162 --> 143 ( 24)
163 --> 155 ( 39)
164 -->  32 ( 12)
165 -->  12 ( 24)
165 --> 134 ( 29)
166 --> 114 ( 16)
167 --> 130 ( 36)
168 -->  93 ( 18)
169 -->   3 ( 32)
169 -->  30 ( 22)
169 -->  62 ( 31)
169 --> 107 ( 21)
169 --> 175 ( 22)
170 -->  31 ( 11)
171 -->   5 ( 30)
172 -->  41 ( 23)
173 --> 139 ( 33)
174 -->  38 ( 41)
174 -->  52 ( 14)
174 -->  66 ( 32)
174 -->  82 ( 26)
175 -->  20 ( 31)
175 -->  32 ( 27)
175 -->  89 ( 32)
175 -->  99 ( 25)
175 --> 117 ( 25)
175 --> 123 (  6)
175 --> 125 ( 29)
175 --> 131 ( 34)
175 --> 161 ( 27)
176 -->  51 ( 32)
177 -->  52 ( 27)
177 -->  62 ( 26)
177 --> 149 ( 24)
177 --> 158 ( 16)
178 -->  42 ( 29)
179 --> 163 ( 19)
