WEIGHTED DIGRAPH 224 404:
  0 --> 150 ( 17)
  1 --> 110 ( 27)
  1 --> 126 ( 28)
  1 --> 165 ( 34)
  1 --> 193 ( 22)
  2 -->  39 ( 22)
  3 -->  35 ( 26)
  3 -->  43 (  8)
  3 -->  91 ( 15)
  3 --> 187 ( 30)
  3 --> 217 ( 23)
  4 --> 181 ( 20)
  5 --> 198 ( 16)
  6 --> 144 (  7)
  7 -->  25 ( 16)
  8 --> 182 ( 31)
  9 --> 216 ( 23)
 10 -->  12 ( 22)
 11 --> 211 ( 34)
 12 --> 137 ( 26)
 13 --> 151 ( 20)
 14 --> 142 ( 15)
 15 -->  19 ( 25)
 15 -->  58 ( 13)
 15 --> 120 ( 32)
 15 --> 128 (  5)
 15 --> 157 ( 13)
 15 --> 172 ( 40)
 16 -->  72 ( 19)
 17 -->  20 ( 15)
 17 -->  31 ( 32)
 17 -->  58 ( 20)
 17 -->  60 ( 28)
 17 -->  83 ( 25)
 17 --> 193 ( 21)
 18 -->  73 ( 27)
 19 -->  55 ( 28)
 19 --> 120 (  9)
 19 --> 135 (  8)
 19 --> 167 ( 15)
 20 -->   3 ( 21)
 20 --> 138 (  9)
 20 --> 156 ( 22)
 20 --> 165 ( 19)
 20 --> 172 ( 10)
 20 --> 214 ( 18)
 21 --> 196 ( 28)
 22 --> 130 ( 13)
 23 --> 122 ( 27)
 24 --> 161 ( 40)
 25 --> 103 ( 19)
 26 --> 163 ( 22)
 27 -->  62 ( 10)
 27 -->  74 ( 40)
 27 --> 116 ( 33)
 27 --> 156 ( 24)
 28 --> 185 ( 25)
 29 --> 108 ( 24)
 30 -->  17 ( 34)
 30 -->  35 ( 27)
 30 -->  69 ( 31)
 30 --> 146 ( 28)
 30 --> 165 ( 31)
 30 --> 173 ( 29)
 30 --> 193 ( 37)
 31 -->  82 ( 32)
 31 --> 120 ( 11)
 31 --> 180 ( 27)
 32 -->  94 ( 22)
 33 -->  89 ( 39)
 34 --> 166 ( 16)
 35 -->  19 ( 45)
 35 -->  87 ( 30)
 36 --> 133 ( 26)
 37 -->  76 ( 37)
 38 -->  77 ( 26)
 39 -->  56 ( 14)
 40 -->   7 ( 28)
 41 -->  81 ( 39)
 42 -->  52 ( 30)
 43 --> 187 ( 12)
 43 --> 219 ( 14)
 43 --> 220 ( 18)
 44 -->  13 ( 31)
 45 --> 131 ( 47)
 46 -->  42 ( 31)
 47 -->  85 ( 26)
 48 -->  28 ( 40)
