WEIGHTED DIGRAPH 214 394:
  0 --> 157 ( 35)
  1 -->   4 ( 19)
  1 -->  75 ( 16)
  1 -->  98 ( 25)
  1 --> 154 ( 25)
  1 --> 207 ( 38)
  2 -->   1 ( 40)
  3 -->   8 ( 33)
  3 -->  35 ( 20)
  3 -->  66 (  8)
  3 -->  73 ( 25)
  3 -->  76 ( 46)
  3 --> 138 ( 17)
  3 --> 168 ( 29)
  4 -->  76 ( 33)
  4 --> 140 ( 29)
  4 --> 141 ( 31)
  4 --> 168 (  9)
  4 --> 171 ( 25)
  5 --> 188 ( 29)
  6 -->  79 ( 16)
  7 -->  35 ( 18)
  8 -->  51 ( 40)
  8 -->  72 ( 27)
  8 -->  84 ( 39)
  8 --> 112 ( 19)
  8 --> 115 ( 28)
  8 --> 150 ( 28)
  8 --> 163 ( 27)
  9 --> 108 ( 14)
 10 --> 102 ( 36)
 11 -->   1 (  9)
 11 -->   3 ( 29)
 11 -->  86 ( 16)
 11 --> 116 ( 17)
 11 --> 171 ( 17)
 12 -->  46 (  7)
 13 --> 177 ( 20)
 14 -->  76 ( 33)
 14 --> 150 ( 38)
 15 --> 120 ( 17)
 16 --> 165 ( 25)
 17 -->  55 ( 24)
 17 --> 180 ( 14)
 18 --> 166 ( 33)
 19 --> 106 ( 22)
 20 -->  69 ( 21)
 21 -->  18 ( 37)
 22 -->  27 ( 12)
 23 -->  35 ( 38)
 23 -->  51 ( 35)
 23 -->  62 ( 26)
 23 --> 141 ( 31)
 24 --> 192 ( 34)
 25 --> 211 ( 31)
 26 --> 147 ( 29)
 27 -->  20 ( 22)
 28 --> 117 ( 19)
 29 -->  95 ( 30)
 30 --> 184 ( 21)
 31 -->   7 ( 29)
 31 -->  17 ( 12)
 31 -->  33 ( 33)
 31 -->  50 ( 39)
 31 --> 150 ( 24)
 31 --> 163 ( 11)
 32 --> 158 ( 15)
 33 --> 115 ( 22)
 33 --> 116 ( 27)
 34 -->  64 ( 27)
 35 -->  17 ( 30)
 35 -->  72 ( 27)
 35 -->  75 ( 30)
 35 -->  85 ( 20)
 36 --> 212 ( 22)
 37 -->  53 ( 30)
 38 -->  50 ( 20)
 38 -->  63 ( 23)
 38 -->  89 ( 31)
 38 --> 115 ( 40)
 38 --> 140 ( 17)
 38 --> 167 ( 16)
 39 --> 190 ( 22)
 40 -->  36 ( 25)
 41 -->  59 ( 14)
 42 -->  87 ( 34)
 43 --> 201 ( 31)
 44 -->  83 ( 24)
 45 --> 118 ( 11)
 46 -->  89 ( 29)
 47 --> 200 ( 21)
 48 -->  25 ( 18)
 49 -->  30 ( 12)
 50 -->   7 ( 35)
 50 -->  62 ( 14)
 50 -->  74 ( 32)
 50 -->  77 ( 39)
 50 --> 116 ( 34)
 50 --> 124 ( 17)
 50 --> 140 ( 21)
 50 --> 207 ( 12)
 51 -->  78 ( 20)
 51 --> 141 ( 24)
 51 --> 182 ( 28)
 52 --> 183 ( 32)
 53 --> 208 ( 30)
 54 --> 137 ( 26)
 55 -->   7 ( 26)
 55 -->   8 ( 31)
 55 -->  11 ( 11)
 55 -->  89 ( 12)
 55 --> 115 ( 14)
 55 --> 153 ( 14)
 55 --> 167 ( 25)
 55 --> 180 ( 14)
 56 -->  97 ( 13)
 57 --> 175 ( 25)
 58 -->  78 ( 10)
 58 --> 167 ( 20)
 59 --> 187 ( 21)
 60 --> 126 ( 41)
 61 --> 159 ( 21)
 62 -->   3 ( 13)
 62 -->  11 ( 23)
 62 -->  78 ( 27)
 62 --> 114 ( 27)
 63 --> 189 (  6)
 63 --> 207 ( 31)
 64 -->  12 ( 30)
 65 -->  37 ( 31)
 66 -->  31 ( 24)
 66 --> 121 ( 12)
 66 --> 138 ( 14)
 67 --> 210 ( 21)
 68 --> 116 ( 24)
 69 --> 123 ( 20)
 70 -->  55 ( 24)
 71 -->  29 ( 19)
 72 -->  31 ( 30)
 72 --> 207 ( 29)
 73 -->  11 ( 20)
 73 -->  77 ( 22)
 73 -->  91 ( 24)
 73 --> 114 ( 22)
 73 --> 171 ( 33)
 74 -->   3 ( 23)
 74 --> 121 ( 47)
 74 --> 150 ( 22)
 74 --> 180 ( 17)
 74 --> 199 (  6)
 75 -->   8 ( 21)
 75 --> 199 ( 30)
 76 --> 115 ( 17)
 76 --> 121 ( 32)
 77 -->  11 ( 30)
 77 -->  63 ( 28)
 77 -->  66 ( 32)
 77 -->  74 ( 29)
 77 -->  90 ( 22)
 77 --> 104 ( 32)
 78 -->  75 ( 34)
 78 --> 124 (  7)
 79 -->  58 ( 32)
 79 -->  62 ( 36)
 79 --> 112 ( 19)
 79 --> 134 ( 15)
 79 --> 171 ( 22)
 80 -->  10 ( 14)
 81 --> 107 ( 30)
 82 -->  14 ( 11)
 82 -->  33 ( 25)
 82 -->  74 ( 30)
 82 --> 150 ( 20)
 83 --> 196 ( 19)
 84 -->   4 ( 25)
 84 -->  23 ( 26)
 84 -->  77 ( 15)
 85 -->   8 ( 13)
 85 -->  11 ( 21)
 85 -->  23 ( 38)
 85 --> 104 ( 27)
 86 -->  33 ( 35)
 86 --> 104 ( 14)
 87 -->   2 ( 25)
 88 -->  68 ( 40)
 89 -->  58 ( 22)
 89 -->  85 ( 37)
 89 --> 141 ( 15)
 89 --> 162 ( 42)
 90 -->   7 ( 21)
 90 -->  76 ( 21)
 90 -->  78 ( 25)
 90 -->  89 ( 33)
 91 -->   3 (  7)
 91 -->   7 ( 15)
 91 -->  75 ( 33)
 91 --> 115 ( 32)
 91 --> 207 ( 23)
 91 --> 213 ( 17)
 92 --> 174 ( 40)
 93 -->   6 ( 21)
 94 -->  57 (  4)
 95 --> 151 ( 32)
 96 -->  21 ( 14)
 97 --> 148 ( 14)
 98 -->  23 ( 35)
 98 -->  55 ( 36)
 98 -->  75 ( 14)
 98 -->  99 ( 39)
 98 --> 110 ( 38)
 98 --> 125 ( 18)
 98 --> 182 ( 33)
 99 -->  92 ( 26)
100 --> 202 ( 30)
101 --> 181 ( 11)
102 -->  42 ( 17)
103 --> 109 ( 15)
104 -->  38 ( 28)
104 -->  63 ( 10)
104 -->  82 ( 28)
104 --> 116 (  9)
104 --> 198 ( 17)
104 --> 199 ( 39)
105 --> 113 ( 28)
106 -->  41 ( 41)
107 --> 127 ( 29)
108 --> 204 ( 28)
109 --> 195 ( 31)
110 -->  66 ( 24)
111 -->  56 (  6)
112 -->  23 (  4)
112 -->  89 ( 41)
113 --> 164 ( 31)
114 -->  31 ( 20)
114 --> 140 ( 23)
115 --> 198 ( 22)
115 --> 199 ( 25)
116 -->  31 ( 16)
116 -->  84 ( 24)
116 --> 141 ( 33)
116 --> 169 ( 18)
116 --> 170 ( 43)
117 -->  26 ( 34)
118 -->  54 ( 25)
119 --> 128 ( 30)
120 --> 203 ( 40)
121 -->   4 ( 39)
121 -->   7 ( 18)
121 -->  38 ( 29)
121 --> 167 ( 19)
121 --> 169 (  9)
121 --> 172 ( 26)
122 --> 149 ( 24)
123 --> 131 ( 22)
124 -->  63 ( 22)
124 -->  85 ( 31)
124 --> 167 ( 34)
125 --> 206 ( 25)
126 -->  70 ( 15)
127 -->  24 ( 36)
128 -->  98 ( 17)
129 -->  98 ( 12)
130 --> 191 ( 31)
131 --> 152 ( 38)
132 -->  45 ( 12)
133 --> 178 ( 22)
134 --> 146 ( 34)
135 -->   5 ( 33)
136 --> 179 ( 20)
137 --> 161 ( 16)
138 -->  73 ( 19)
138 -->  89 (  9)
138 --> 115 ( 26)
139 --> 100 ( 15)
140 -->  14 ( 12)
140 -->  31 ( 16)
140 -->  90 ( 36)
140 -->  91 ( 18)
140 -->  98 ( 20)
140 --> 116 ( 21)
140 --> 207 ( 32)
141 -->  79 ( 19)
141 --> 138 ( 21)
141 --> 171 ( 22)
142 --> 133 ( 27)
143 -->  19 ( 11)
144 --> 121 ( 27)
145 -->  94 ( 20)
146 -->  49 ( 28)
147 -->  61 ( 32)
148 --> 156 ( 35)
149 -->  81 ( 33)
150 -->  22 ( 20)
151 -->  32 ( 20)
152 --> 176 ( 25)
153 --> 105 ( 27)
154 -->  52 ( 34)
155 -->  65 ( 20)
156 --> 142 ( 28)
157 -->  96 ( 14)
158 --> 193 ( 25)
159 --> 155 ( 10)
160 -->  47 ( 26)
161 -->  80 ( 21)
162 --> 185 ( 21)
163 -->  14 ( 28)
163 --> 189 ( 28)
164 --> 139 ( 32)
165 --> 119 ( 41)
166 -->  39 ( 26)
167 --> 104 ( 19)
167 --> 138 ( 12)
167 --> 189 ( 37)
168 -->   7 ( 29)
168 -->  33 ( 30)
168 -->  51 ( 18)
168 -->  55 ( 19)
168 -->  98 ( 28)
168 --> 101 ( 28)
169 -->  84 ( 19)
169 --> 150 ( 34)
170 -->  48 ( 33)
171 -->  23 ( 28)
171 -->  35 ( 23)
171 -->  62 ( 33)
171 -->  90 ( 14)
171 -->  98 ( 28)
171 --> 167 ( 24)
172 --> 145 ( 25)
173 -->  67 ( 14)
174 --> 135 ( 28)
175 --> 186 ( 23)
176 -->  34 ( 26)
177 -->  71 ( 19)
178 --> 136 ( 27)
179 --> 173 ( 19)
180 -->   1 ( 20)
180 -->   8 ( 24)
180 -->  75 ( 27)
181 --> 209 ( 42)
182 -->  73 ( 29)
182 -->  85 ( 12)
182 -->  89 ( 29)
182 --> 116 ( 37)
182 --> 141 ( 36)
182 --> 167 ( 25)
182 --> 171 ( 18)
183 -->  15 ( 32)
184 --> 160 ( 45)
185 -->  13 ( 18)
186 -->  43 ( 17)
187 -->  40 ( 18)
188 -->   9 ( 36)
189 -->  66 ( 30)
189 --> 114 ( 24)
189 --> 169 ( 21)
189 --> 207 ( 11)
190 --> 143 ( 17)
191 -->  93 ( 24)
192 --> 150 ( 30)
193 --> 122 ( 28)
194 -->  16 ( 39)
195 --> 194 ( 41)
196 --> 205 ( 23)
197 --> 132 ( 34)
198 -->   7 ( 40)
198 -->  35 ( 28)
198 -->  50 ( 35)
198 -->  51 ( 30)
198 -->  82 ( 27)
198 -->  86 ( 32)
198 --> 114 ( 20)
199 -->  23 ( 11)
199 -->  51 ( 28)
199 -->  76 ( 21)
199 --> 112 ( 18)
199 --> 138 ( 23)
199 --> 213 ( 12)
200 -->  88 ( 33)
201 --> 103 ( 22)
202 --> 111 ( 15)
203 -->   0 ( 12)
204 --> 197 ( 23)
205 -->  28 ( 31)
206 -->  44 ( 19)
208 --> 144 ( 22)
209 -->  60 ( 27)
210 --> 168 ( 24)
211 --> 130 ( 37)
212 --> 129 ( 15)
213 -->  62 ( 18)
213 -->  73 ( 37)
213 -->  86 ( 34)
213 --> 110 ( 14)
