WEIGHTED DIGRAPH 226 406:
  0 --> 170 ( 30)
  1 --> 176 ( 25)
  2 --> 178 ( 20)
  3 --> 126 ( 29)
  3 --> 187 ( 29)
  4 -->  15 ( 30)
  4 --> 114 ( 29)
  4 --> 177 ( 13)
  4 --> 207 ( 15)
  5 --> 161 ( 30)
  6 -->   8 ( 23)
  7 --> 141 ( 34)
  8 --> 197 ( 29)
  9 -->  46 ( 31)
 10 --> 196 ( 27)
 11 --> 201 ( 36)
 12 -->  82 ( 27)
 13 --> 124 ( 39)
 14 -->  77 ( 24)
 15 -->   1 ( 40)
 15 -->  94 (  9)
 15 --> 145 ( 24)
 15 --> 169 ( 15)
 15 --> 198 ( 16)
 15 --> 216 ( 26)
 15 --> 217 ( 27)
 15 --> 224 ( 25)
 15 --> 225 ( 30)
 16 -->  52 ( 30)
 17 --> 143 ( 26)
 18 -->  76 ( 30)
 18 -->  78 ( 10)
 18 --> 156 ( 19)
 19 -->  61 ( 28)
 20 --> 149 ( 19)
 21 -->  48 ( 23)
 22 --> 175 ( 36)
 23 --> 157 ( 32)
 24 -->  74 ( 31)
 25 -->  17 ( 29)
 26 --> 192 ( 12)
 27 --> 223 ( 15)
 28 --> 114 ( 24)
 28 --> 185 ( 15)
 29 --> 108 ( 16)
 30 -->  51 ( 23)
 31 -->  44 ( 38)
 32 --> 172 ( 20)
 33 --> 104 ( 24)
 33 --> 218 ( 24)
 34 --> 152 ( 25)
 35 --> 120 ( 21)
 36 -->  98 ( 33)
 36 --> 113 ( 28)
 36 --> 125 ( 17)
 36 --> 138 ( 40)
 37 --> 212 ( 15)
 38 -->  58 ( 14)
 39 -->  36 ( 29)
 39 -->  98 ( 21)
 39 --> 178 ( 25)
 39 --> 184 ( 32)
 40 -->  27 ( 29)
 41 --> 167 ( 26)
 42 -->  14 ( 20)
 43 --> 206 ( 33)
 44 -->  70 ( 18)
 45 -->  78 ( 13)
 45 --> 150 ( 28)
 45 --> 193 ( 18)
 46 -->  79 ( 31)
 47 --> 182 ( 31)
 48 -->  35 ( 25)
