WEIGHTED DIGRAPH 222 402:
  1 --> 128 ( 15)
  2 -->  46 ( 28)
  3 --> 170 ( 39)
  3 --> 180 ( 42)
  4 -->  83 (  7)
  5 -->  15 ( 31)
  5 -->  27 ( 27)
  5 -->  49 ( 24)
  5 --> 154 ( 36)
  5 --> 188 ( 24)
  6 --> 181 ( 27)
  7 -->  12 ( 16)
  8 -->  33 ( 41)
  9 -->  85 ( 15)
 10 --> 103 ( 26)
 11 --> 184 ( 24)
 12 -->  78 ( 33)
 13 -->  75 ( 20)
 14 --> 119 ( 17)
 15 -->  68 ( 32)
 15 -->  97 ( 24)
 15 --> 107 ( 22)
 15 --> 137 (  8)
 15 --> 190 (  9)
 16 --> 140 ( 33)
 17 --> 106 ( 27)
 18 -->  51 ( 30)
 18 -->  53 ( 34)
 18 -->  99 ( 31)
 18 --> 100 ( 29)
 18 --> 185 ( 28)
 18 --> 202 ( 23)
 19 -->  20 ( 38)
 20 --> 135 ( 33)
 21 --> 115 ( 18)
 22 --> 130 ( 18)
 23 --> 127 ( 36)
 23 --> 129 ( 22)
 24 -->  11 ( 44)
 25 -->  32 ( 32)
 25 -->  35 ( 12)
 25 -->  58 ( 15)
 25 -->  66 (  9)
 25 -->  97 ( 25)
 25 --> 137 ( 30)
 26 -->  39 ( 34)
 27 -->   3 ( 36)
 28 -->  41 ( 13)
 28 --> 129 ( 24)
 28 --> 219 ( 32)
 29 --> 151 ( 33)
 30 -->   5 ( 26)
 31 -->  95 ( 34)
 32 --> 107 ( 11)
 32 --> 165 ( 32)
 32 --> 183 ( 36)
 33 -->  28 ( 14)
 34 -->  94 ( 15)
 35 -->  27 ( 28)
 35 -->  99 ( 21)
 35 --> 120 (  8)
 35 --> 137 ( 15)
 35 --> 166 ( 36)
 35 --> 168 ( 21)
 35 --> 185 ( 18)
 36 -->  88 ( 14)
 37 -->  19 ( 21)
 38 -->  97 ( 37)
 38 --> 100 ( 22)
 38 --> 138 ( 28)
 38 --> 160 ( 24)
 39 --> 173 ( 38)
 40 --> 205 ( 38)
 41 --> 133 ( 13)
 42 -->   8 ( 35)
 43 -->  16 ( 34)
 44 -->  64 ( 26)
 45 -->  86 ( 25)
 46 -->  37 ( 42)
 47 -->  49 ( 25)
 47 -->  54 ( 32)
 47 -->  99 ( 13)
 47 --> 172 ( 33)
 48 --> 131 ( 24)
 49 -->  18 ( 14)
 49 -->  32 ( 16)
 49 -->  67 ( 26)
 49 --> 195 ( 11)
 49 --> 200 ( 27)
 50 --> 136 ( 27)
 51 -->  32 ( 15)
 51 -->  52 ( 19)
 51 -->  53 ( 19)
 51 -->  54 ( 22)
 51 --> 178 ( 25)
 51 --> 190 ( 36)
 51 --> 200 ( 30)
 52 -->  27 ( 27)
 52 --> 183 ( 26)
 52 --> 215 ( 20)
 53 -->   0 ( 34)
 53 -->  35 ( 30)
 53 -->  47 ( 42)
 53 --> 118 ( 23)
 53 --> 160 ( 38)
 53 --> 202 ( 25)
 53 --> 214 ( 22)
 54 -->   0 ( 23)
 55 --> 206 ( 10)
 56 --> 127 ( 34)
 56 --> 160 (  5)
 56 --> 166 ( 11)
 56 --> 168 ( 41)
 57 -->  55 ( 21)
 58 -->  15 ( 35)
 58 -->  47 ( 37)
 58 -->  54 ( 33)
 58 --> 190 ( 39)
 59 -->  89 ( 16)
 60 --> 150 ( 30)
 61 -->  73 ( 19)
 62 -->  96 ( 41)
 63 -->  44 ( 23)
 64 -->   5 ( 37)
 64 -->  71 ( 24)
 64 --> 102 ( 28)
 64 --> 123 ( 25)
 64 --> 164 ( 22)
 65 --> 146 (  7)
 66 -->  58 ( 17)
 66 --> 129 ( 15)
 67 -->  38 ( 35)
 67 --> 177 ( 26)
 67 --> 183 ( 19)
 68 -->  18 ( 10)
 68 -->  47 ( 27)
 68 -->  54 ( 26)
 68 -->  70 ( 20)
 69 --> 169 ( 33)
 70 -->  71 ( 18)
 70 --> 164 ( 23)
 70 --> 165 ( 30)
 70 --> 183 ( 13)
 70 --> 202 (  4)
 70 --> 214 ( 31)
 70 --> 217 ( 32)
 71 -->  51 ( 23)
 71 --> 123 ( 15)
 71 --> 127 ( 27)
 71 --> 156 ( 27)
 71 --> 195 ( 22)
 72 --> 168 ( 21)
 73 -->  63 ( 17)
 74 --> 216 ( 42)
 75 --> 144 ( 24)
 76 -->  72 ( 38)
 77 --> 124 ( 32)
 78 -->  45 ( 25)
 79 -->   0 ( 26)
 80 --> 218 ( 29)
 81 -->  22 ( 22)
 82 --> 171 ( 22)
 83 --> 145 ( 17)
 84 --> 104 ( 18)
 85 -->  69 ( 24)
 86 --> 190 ( 28)
 87 -->  92 ( 34)
 88 --> 208 ( 19)
 89 --> 196 ( 33)
 90 -->  31 ( 42)
 91 --> 152 ( 28)
 92 --> 209 ( 22)
 93 -->  59 ( 35)
 94 --> 162 ( 30)
