WEIGHTED DIGRAPH 200 380:
  0 --> 176 ( 29)
  1 --> 182 ( 11)
  2 --> 169 ( 22)
  3 -->  42 ( 29)
  3 -->  44 ( 22)
  3 --> 117 ( 16)
  3 --> 148 ( 26)
  3 --> 179 ( 12)
  3 --> 180 ( 33)
  4 -->  46 ( 27)
  5 -->  15 ( 16)
  5 -->  44 ( 39)
  5 -->  91 ( 35)
  5 --> 118 ( 27)
  5 --> 160 ( 37)
  6 --> 158 ( 22)
  7 -->   1 ( 25)
  8 --> 133 ( 35)
  9 -->  60 ( 15)
  9 --> 134 ( 21)
  9 --> 198 ( 32)
 10 --> 165 ( 40)
 11 -->  65 ( 20)
 11 --> 124 ( 25)
 11 --> 134 ( 32)
 12 -->  41 ( 22)
 13 --> 196 ( 28)
 14 --> 126 ( 23)
 15 --> 174 ( 19)
 15 --> 184 ( 36)
 16 --> 186 ( 26)
 17 --> 110 ( 28)
 18 -->  52 ( 36)
 19 -->  45 ( 10)
 20 -->  58 ( 11)
 21 --> 106 ( 46)
 22 --> 131 ( 30)
 23 -->  53 ( 24)
 24 -->   3 ( 20)
 24 -->   5 ( 26)
 24 --> 167 ( 38)
 24 --> 168 ( 26)
 25 -->  84 ( 24)
 26 --> 153 ( 33)
 27 --> 170 ( 26)
 28 --> 164 ( 18)
 29 -->  72 ( 30)
 29 -->  75 ( 25)
 29 --> 134 ( 12)
 29 --> 174 ( 22)
 30 --> 108 ( 41)
 31 -->  29 ( 20)
 31 -->  72 ( 15)
 31 --> 167 ( 38)
 31 --> 179 ( 10)
 32 --> 125 ( 17)
 33 -->  60 ( 18)
 34 --> 128 ( 25)
 35 -->  68 ( 19)
 36 -->  94 ( 25)
 37 --> 107 ( 27)
 38 -->  16 ( 16)
 39 -->  91 ( 29)
 39 --> 117 ( 39)
 39 --> 146 ( 26)
 39 --> 161 ( 30)
 40 -->  48 ( 29)
 40 --> 124 ( 16)
 40 --> 150 ( 36)
 40 --> 162 ( 27)
 41 -->  90 ( 39)
 42 -->  29 ( 16)
 42 -->  60 ( 28)
 42 -->  78 ( 17)
 42 -->  99 ( 20)
 43 -->   5 ( 22)
 43 --> 135 ( 42)
 43 --> 137 ( 37)
 44 -->  42 ( 17)
 44 -->  75 ( 22)
 44 -->  92 (  9)
 44 --> 137 ( 31)
 44 --> 180 ( 35)
 45 --> 103 ( 17)
 46 -->  63 ( 44)
 47 --> 123 ( 15)
 48 -->  98 ( 30)
 48 --> 119 ( 25)
 48 --> 138 ( 31)
 49 -->  85 (  4)
 50 -->  92 ( 30)
 50 --> 124 ( 29)
 50 --> 174 ( 32)
 50 --> 185 ( 17)
