WEIGHTED DIGRAPH 224 404:
  0 --> 102 ( 19)
  0 --> 193 ( 21)
  1 -->  48 ( 27)
  1 --> 113 ( 27)
  1 --> 116 ( 33)
  1 --> 132 ( 21)
  1 --> 183 ( 27)
  1 --> 186 ( 22)
  1 --> 193 (  6)
  2 -->  13 ( 22)
  3 -->  80 ( 24)
  4 -->  34 ( 38)
  5 --> 153 ( 36)
  6 -->  86 ( 16)
  7 -->  23 ( 28)
  8 --> 166 ( 24)
  9 -->  75 ( 32)
 10 -->  11 ( 23)
 11 --> 199 ( 24)
 12 -->  89 ( 33)
 13 --> 205 ( 11)
 14 --> 159 ( 16)
 15 --> 217 ( 42)
 16 --> 107 ( 10)
 17 -->  38 ( 26)
 17 -->  91 ( 38)
 17 --> 100 ( 23)
 17 --> 168 ( 25)
 17 --> 186 ( 27)
 18 -->   7 ( 29)
 18 -->  93 ( 21)
 18 --> 103 ( 28)
 18 --> 167 ( 12)
 19 --> 206 ( 35)
 20 -->  37 ( 21)
 21 -->  70 ( 37)
 22 -->   1 ( 22)
 22 -->  67 ( 29)
 22 --> 145 ( 26)
 22 --> 167 ( 32)
 23 -->  99 ( 29)
 24 -->  73 (  7)
 25 --> 128 ( 34)
 25 --> 138 ( 18)
 25 --> 151 ( 19)
 25 --> 168 ( 34)
 26 --> 190 ( 17)
 27 -->  17 ( 23)
 27 -->  67 ( 26)
 27 --> 168 ( 21)
 27 --> 183 ( 37)
 28 -->  29 ( 41)
 28 --> 128 ( 23)
 28 --> 186 ( 27)
 30 -->   3 ( 29)
 31 -->  64 ( 32)
 31 --> 149 ( 25)
 31 --> 157 ( 10)
 32 --> 110 ( 16)
 33 --> 196 ( 27)
 34 --> 161 ( 29)
 35 -->  20 ( 29)
 36 --> 174 ( 30)
 37 --> 145 ( 34)
 38 --> 221 ( 12)
 39 -->  22 ( 12)
 39 -->  25 ( 17)
 39 -->  27 ( 29)
 39 --> 172 ( 29)
 39 --> 184 (  8)
 40 -->  22 ( 22)
 40 -->  71 ( 19)
 40 --> 103 ( 35)
 40 --> 118 ( 33)
 40 --> 132 ( 16)
 41 --> 111 ( 32)
 42 -->   0 ( 33)
 42 -->  71 ( 32)
 42 --> 127 ( 28)
 42 --> 149 ( 31)
 42 --> 158 ( 29)
 43 --> 169 ( 29)
 45 -->  87 ( 16)
 46 --> 191 ( 25)
 47 --> 197 ( 29)
 48 -->  17 ( 25)
 48 -->  40 ( 20)
 48 -->  96 ( 37)
 48 --> 186 ( 23)
 49 --> 141 ( 21)
 50 -->  56 (  6)
 51 -->  81 ( 29)
 52 --> 114 ( 29)
 53 --> 204 ( 28)
 54 -->  14 ( 26)
 55 -->  18 ( 33)
 56 --> 134 ( 32)
 57 -->  50 ( 36)
 58 --> 182 ( 29)
 59 -->  32 ( 27)
 60 --> 188 ( 17)
 61 --> 201 ( 32)
 62 --> 211 ( 31)
 63 --> 215 ( 21)
 64 -->  71 (  8)
 65 --> 223 ( 19)
 66 --> 145 ( 28)
 67 -->  40 ( 20)
 67 -->  42 ( 33)
 68 -->  41 ( 27)
 69 -->  27 ( 38)
 69 --> 128 ( 31)
 70 --> 177 ( 22)
 71 --> 116 ( 15)
 71 --> 132 ( 21)
 71 --> 222 ( 27)
 72 --> 202 (  8)
 73 -->  74 ( 23)
 74 --> 106 ( 41)
 75 -->  61 ( 29)
 76 -->  65 ( 20)
 77 --> 165 ( 31)
 78 --> 133 ( 26)
 79 --> 129 ( 24)
 80 --> 101 ( 11)
 81 --> 195 ( 37)
 82 -->  60 ( 22)
 83 --> 148 ( 11)
 84 --> 140 ( 22)
 85 --> 220 ( 36)
 86 --> 203 ( 15)
 87 --> 218 ( 43)
 88 --> 130 ( 38)
 89 -->  26 ( 16)
 90 --> 124 ( 29)
 91 -->  25 ( 45)
 91 -->  31 ( 30)
 91 --> 118 ( 40)
 91 --> 167 ( 13)
 91 --> 222 ( 13)
 92 --> 170 ( 26)
 93 -->  31 ( 21)
 93 -->  71 ( 27)
 93 --> 121 ( 37)
 93 --> 151 ( 12)
 93 --> 167 ( 15)
 93 --> 193 ( 26)
 93 --> 208 ( 21)
 94 -->  45 ( 27)
 95 --> 125 ( 26)
 96 --> 158 ( 30)
 97 -->  16 ( 42)
 98 -->  30 ( 19)
 99 -->  54 ( 29)
100 -->  95 ( 31)
101 -->   5 ( 14)
102 -->  42 ( 28)
102 -->  67 ( 22)
103 -->  27 ( 14)
103 -->  31 ( 11)
103 --> 131 ( 26)
103 --> 151 ( 29)
103 --> 158 ( 15)
103 --> 175 ( 24)
103 --> 180 ( 25)
103 --> 222 ( 31)
104 -->   0 ( 26)
104 -->  28 ( 31)
104 --> 150 ( 20)
104 --> 167 ( 24)
104 --> 168 ( 14)
105 --> 151 ( 32)
106 --> 178 ( 17)
107 --> 137 ( 25)
108 --> 131 ( 21)
109 -->   8 ( 29)
110 --> 136 ( 42)
111 -->  97 ( 19)
112 --> 212 ( 21)
