WEIGHTED DIGRAPH 200 380:
  0 --> 112 ( 33)
  0 --> 171 ( 35)
  0 --> 189 ( 16)
  0 --> 191 ( 42)
  1 -->  31 ( 23)
  1 -->  48 ( 35)
  1 -->  60 ( 28)
  1 --> 143 ( 29)
  1 --> 153 ( 24)
  1 --> 179 ( 30)
  1 --> 189 ( 22)
  1 --> 196 ( 27)
  2 -->  15 ( 10)
  3 --> 111 ( 18)
  4 -->  72 ( 29)
  5 -->  71 ( 19)
  6 -->  46 ( 18)
  7 -->  12 ( 26)
  8 --> 170 ( 43)
  9 -->  22 ( 25)
 10 -->  81 ( 10)
 11 -->   0 ( 14)
 11 -->  30 ( 25)
 11 --> 136 ( 36)
 11 --> 141 ( 28)
 11 --> 179 ( 19)
 12 --> 116 ( 34)
 13 -->  30 ( 44)
 13 -->  60 ( 32)
 13 -->  80 ( 36)
 13 -->  87 ( 19)
 13 --> 106 ( 21)
 13 --> 191 ( 32)
 14 -->  97 ( 13)
 15 --> 177 ( 32)
 16 -->  77 ( 19)
 16 --> 122 ( 35)
 16 --> 194 ( 24)
 17 -->  13 ( 18)
 17 -->  21 ( 22)
 17 -->  70 ( 46)
 17 -->  94 ( 32)
 17 --> 179 ( 21)
 18 -->  89 ( 23)
 19 --> 100 ( 30)
 20 --> 126 ( 29)
 21 -->  69 ( 35)
 21 --> 143 ( 30)
 21 --> 158 ( 30)
 22 --> 108 ( 30)
 23 -->  70 ( 28)
 23 -->  93 ( 26)
 23 --> 112 ( 31)
 23 --> 136 ( 23)
 24 --> 164 ( 14)
 25 --> 110 ( 10)
 26 --> 139 ( 35)
 27 -->  55 ( 19)
 28 --> 153 ( 25)
 29 --> 109 ( 28)
 30 -->  87 ( 35)
 30 --> 108 ( 27)
 30 --> 122 ( 16)
 30 --> 196 ( 27)
 31 -->  23 ( 24)
 31 -->  40 ( 18)
 31 --> 112 ( 33)
 31 --> 130 ( 22)
 31 --> 194 ( 30)
 32 --> 197 ( 17)
 33 -->  58 (  8)
 33 -->  59 ( 38)
 33 --> 161 ( 45)
 33 --> 179 ( 27)
 34 -->  95 ( 27)
 35 --> 127 ( 33)
 36 --> 165 ( 12)
 37 -->  16 ( 18)
 37 -->  81 ( 22)
 38 --> 117 ( 30)
 39 -->  32 ( 28)
 40 -->  21 ( 11)
 40 -->  70 ( 23)
 40 --> 111 (  9)
 40 --> 184 ( 30)
 40 --> 190 ( 27)
 41 --> 113 ( 23)
 42 -->  36 ( 20)
 43 -->  26 ( 15)
 44 -->   5 ( 26)
 45 -->  43 ( 15)
 46 --> 132 ( 10)
 47 -->  23 ( 36)
 47 -->  40 ( 30)
 47 -->  81 ( 11)
 47 -->  87 ( 24)
 47 --> 161 ( 26)
 47 --> 171 ( 29)
 48 -->  17 ( 41)
 48 -->  54 ( 30)
 48 -->  66 ( 11)
 48 --> 141 ( 30)
 48 --> 158 ( 18)
 49 -->  92 ( 26)
 50 --> 120 ( 18)
 51 -->  41 ( 32)
 52 -->  86 ( 19)
 53 --> 187 ( 33)
 54 -->  21 ( 13)
 54 -->  77 ( 31)
 54 -->  86 ( 37)
 54 -->  87 ( 23)
 54 --> 147 ( 28)
 55 --> 124 ( 16)
 56 -->  16 ( 19)
 56 --> 136 ( 27)
 56 --> 157 ( 24)
 57 --> 134 ( 43)
 58 -->  47 ( 18)
 59 -->  81 ( 26)
 59 --> 138 ( 44)
 59 --> 146 ( 32)
 60 -->  56 ( 16)
 60 -->  58 ( 30)
 60 --> 157 ( 35)
 60 --> 179 ( 20)
 61 --> 192 ( 26)
 62 -->  31 ( 39)
 62 --> 136 ( 32)
 62 --> 143 ( 29)
 63 --> 135 ( 37)
 64 -->  80 ( 29)
 64 --> 138 ( 29)
 64 --> 161 ( 17)
 64 --> 193 ( 20)
 65 -->   3 ( 27)
 66 -->  11 ( 27)
 66 -->  30 ( 24)
 66 -->  93 ( 21)
 67 -->   8 ( 35)
 68 -->  85 ( 34)
 69 -->  30 ( 39)
 69 -->  37 ( 16)
 69 -->  56 ( 19)
 69 --> 149 ( 27)
 70 -->   0 ( 25)
 70 -->  13 ( 32)
 70 -->  82 ( 12)
 70 -->  87 ( 16)
 70 -->  94 ( 22)
 70 --> 186 ( 21)
 70 --> 196 ( 15)
 71 -->  99 ( 18)
 72 --> 176 ( 13)
 73 -->  61 ( 34)
 74 -->  57 ( 34)
 75 --> 160 ( 17)
 76 -->  42 ( 38)
 77 -->  30 ( 12)
 77 --> 112 ( 21)
 77 --> 147 ( 21)
 78 -->  74 ( 11)
 79 --> 163 ( 30)
 80 -->   1 ( 12)
 80 -->  62 ( 13)
 80 -->  81 ( 18)
 80 --> 143 ( 22)
 80 --> 194 ( 32)
 81 --> 146 ( 40)
 81 --> 171 ( 39)
 81 --> 179 ( 23)
 82 -->  13 ( 23)
 82 --> 141 ( 24)
 83 --> 175 ( 17)
 84 -->  49 ( 24)
 85 -->  84 ( 31)
 86 -->  81 ( 24)
 86 -->  94 ( 26)
 86 --> 125 ( 25)
 86 --> 138 ( 23)
 86 --> 190 ( 36)
 86 --> 194 ( 34)
 87 -->  31 ( 32)
 87 -->  64 ( 22)
 87 --> 138 ( 39)
 87 --> 196 ( 22)
 88 --> 124 ( 37)
 88 --> 194 ( 24)
 89 -->  90 ( 40)
 90 -->  20 ( 30)
 91 --> 124 ( 28)
 92 --> 181 ( 28)
 93 -->  47 ( 25)
 93 -->  94 ( 28)
 93 --> 158 ( 32)
 94 --> 149 ( 26)
 95 -->  65 ( 22)
 96 -->  24 ( 23)
 97 --> 178 ( 17)
 98 -->  29 ( 35)
 99 --> 148 ( 27)
100 --> 123 ( 27)
101 -->  34 ( 18)
102 -->   9 ( 31)
103 --> 142 ( 23)
104 --> 131 ( 19)
105 -->  16 (  9)
105 -->  87 ( 19)
105 --> 138 ( 22)
105 --> 189 ( 22)
106 -->  45 ( 29)
107 --> 114 ( 35)
108 -->  19 ( 24)
109 --> 174 ( 13)
110 -->  73 ( 22)
111 -->   0 ( 17)
111 -->  70 ( 33)
111 --> 149 (  5)
111 --> 161 ( 33)
111 --> 169 ( 25)
111 --> 179 ( 11)
112 -->  21 ( 32)
112 -->  47 ( 25)
112 -->  54 ( 33)
112 -->  64 ( 36)
112 --> 136 ( 24)
112 --> 190 ( 26)
113 -->  75 ( 34)
114 -->  38 ( 36)
115 --> 133 ( 25)
116 --> 166 ( 10)
117 --> 173 ( 18)
118 -->  27 ( 34)
119 --> 156 ( 35)
120 -->  14 ( 14)
121 -->  70 ( 19)
122 -->  93 ( 28)
122 --> 146 ( 20)
122 --> 194 ( 33)
123 -->  76 ( 41)
124 -->  31 ( 35)
124 -->  40 ( 18)
124 -->  63 ( 30)
124 -->  86 ( 23)
124 --> 105 ( 31)
124 --> 140 ( 24)
124 --> 146 ( 12)
125 --> 107 ( 41)
126 --> 162 ( 21)
127 -->  67 ( 45)
128 -->  98 ( 19)
129 --> 101 ( 27)
130 --> 168 ( 37)
131 -->   6 ( 18)
132 --> 180 ( 21)
133 -->   2 ( 20)
134 --> 121 ( 25)
135 --> 188 ( 41)
136 -->  13 ( 26)
136 -->  17 ( 35)
136 -->  31 ( 32)
136 --> 179 ( 13)
137 -->  25 ( 24)
138 -->  10 ( 31)
138 --> 171 ( 36)
138 --> 190 ( 34)
139 -->  53 (  6)
140 -->  51 ( 32)
141 -->  86 ( 17)
141 -->  87 ( 19)
142 --> 183 ( 29)
143 -->  47 ( 32)
143 -->  54 ( 37)
143 -->  87 ( 33)
143 --> 112 ( 21)
144 --> 103 ( 27)
145 --> 128 ( 30)
146 -->  16 ( 19)
146 -->  31 ( 19)
146 -->  62 (  8)
146 -->  86 ( 32)
146 --> 149 ( 33)
146 --> 157 ( 38)
146 --> 171 (  5)
147 -->  88 ( 17)
147 -->  94 ( 27)
147 --> 112 ( 38)
147 --> 190 ( 15)
148 -->  64 ( 32)
149 -->  48 ( 17)
149 -->  66 (  6)
149 --> 112 ( 20)
149 --> 184 ( 17)
150 --> 185 ( 39)
151 -->  50 ( 31)
152 -->   7 ( 34)
153 -->  11 ( 34)
153 -->  80 ( 21)
153 --> 152 ( 40)
154 -->  91 ( 27)
155 --> 119 ( 40)
156 -->  68 ( 17)
157 -->   1 ( 21)
157 -->  54 ( 13)
158 -->   0 ( 21)
158 -->  58 ( 26)
158 -->  70 ( 29)
158 -->  94 (  9)
158 --> 105 ( 24)
159 -->  83 (  7)
160 -->  52 ( 42)
161 -->  31 ( 17)
161 -->  88 ( 28)
161 --> 191 (  8)
162 --> 155 ( 29)
163 --> 159 ( 32)
164 --> 145 ( 16)
165 -->  35 ( 14)
166 --> 167 ( 27)
167 --> 118 ( 30)
168 --> 195 ( 15)
169 -->   4 ( 20)
170 -->  44 ( 38)
171 -->  10 ( 31)
171 -->  33 ( 42)
171 -->  88 ( 15)
172 -->  31 ( 24)
173 -->  79 ( 30)
174 -->  13 ( 19)
175 --> 154 ( 24)
176 --> 144 ( 22)
177 --> 151 ( 21)
178 --> 172 ( 25)
180 --> 129 ( 26)
181 -->  28 ( 24)
182 --> 199 ( 25)
183 --> 150 ( 23)
