WEIGHTED DIGRAPH 200 380:
  0 -->  32 ( 21)
  0 --> 102 ( 26)
  0 --> 185 ( 33)
  1 -->  26 (  4)
  1 -->  42 ( 33)
  1 -->  90 ( 32)
  1 -->  92 ( 27)
  2 -->  88 ( 35)
  3 -->  16 ( 25)
  4 -->  40 ( 27)
  4 -->  72 ( 23)
  5 --> 144 ( 35)
  6 -->   0 ( 29)
  6 -->  46 ( 19)
  6 -->  82 ( 25)
  6 -->  92 ( 26)
  6 -->  94 ( 26)
  6 --> 185 ( 36)
  7 -->   4 ( 32)
  8 -->  21 ( 33)
  9 -->  29 ( 30)
 10 --> 100 ( 41)
 11 --> 146 ( 24)
 12 -->   4 ( 21)
 12 -->   6 ( 29)
 12 -->  32 ( 28)
 12 -->  43 ( 31)
 12 -->  80 ( 32)
 13 -->  63 ( 15)
 14 -->  47 ( 25)
 15 --> 139 ( 23)
 16 --> 148 ( 17)
 17 -->  90 ( 20)
 17 --> 111 ( 31)
 17 --> 123 ( 20)
 18 -->  53 ( 10)
 19 -->  45 ( 40)
 19 --> 145 ( 31)
 20 --> 104 ( 32)
 21 -->  80 ( 18)
 21 --> 126 ( 29)
 21 --> 133 ( 36)
 21 --> 184 ( 34)
 22 --> 192 ( 23)
 23 -->  15 ( 31)
 24 --> 119 ( 33)
 25 -->  32 ( 32)
 26 -->  80 ( 12)
 27 --> 188 ( 13)
 28 --> 168 ( 30)
 29 --> 151 ( 18)
 30 -->  39 ( 31)
 30 -->  45 ( 32)
 30 -->  72 ( 24)
 30 --> 111 ( 21)
 30 --> 116 ( 24)
 30 --> 119 (  9)
 30 --> 122 ( 28)
 30 --> 170 ( 16)
 31 --> 176 ( 23)
 32 -->  60 ( 25)
 32 -->  65 ( 26)
 32 --> 113 ( 21)
 32 --> 116 ( 22)
 32 --> 165 ( 38)
 32 --> 185 ( 18)
 33 --> 197 ( 28)
 34 -->  55 ( 28)
 35 --> 125 ( 13)
 36 -->  37 ( 27)
 37 --> 128 ( 28)
 38 --> 132 ( 23)
 39 -->   4 ( 27)
 39 -->  43 ( 38)
 40 -->  11 ( 16)
 41 --> 189 ( 16)
 42 --> 109 ( 38)
 42 --> 119 ( 36)
 43 -->   0 ( 30)
 43 -->   1 ( 38)
 43 -->  26 ( 31)
 43 --> 109 ( 31)
 43 --> 150 ( 24)
 44 -->  21 (  3)
 44 -->  89 ( 27)
 44 -->  90 ( 17)
 44 --> 150 ( 22)
 45 -->  26 ( 28)
 45 -->  27 ( 23)
 45 -->  80 ( 11)
 45 --> 122 ( 12)
 45 --> 133 ( 30)
 45 --> 159 ( 20)
 46 -->   1 ( 29)
 46 -->  72 ( 25)
 46 -->  82 ( 17)
 46 --> 123 ( 34)
 46 --> 133 ( 27)
 46 --> 175 ( 10)
 47 --> 105 ( 19)
 48 --> 186 ( 25)
 49 --> 199 ( 18)
 50 -->  51 ( 17)
 51 -->  13 ( 26)
 52 -->  44 ( 15)
 52 -->  89 ( 22)
 52 --> 123 ( 17)
 52 --> 158 ( 24)
 52 --> 196 ( 22)
 53 --> 130 ( 27)
 54 -->  90 ( 26)
 55 -->  48 ( 29)
 56 --> 127 ( 14)
 57 --> 141 ( 28)
 58 -->  45 ( 27)
 58 -->  52 ( 17)
 58 --> 123 ( 33)
 58 --> 133 ( 16)
 58 --> 137 ( 35)
 58 --> 138 ( 31)
 59 --> 120 ( 28)
 60 -->  12 ( 26)
 60 -->  30 ( 16)
 60 --> 119 ( 32)
 60 --> 123 ( 36)
 61 -->   6 ( 28)
 61 -->  68 ( 28)
 61 --> 109 ( 22)
 61 --> 123 ( 20)
 61 --> 138 ( 26)
 62 -->  91 ( 25)
 63 -->  54 ( 20)
 64 --> 164 ( 45)
 65 -->  21 ( 33)
 65 --> 170 ( 17)
 65 --> 175 ( 32)
 66 --> 162 ( 21)
 67 -->  79 ( 35)
 68 -->  78 ( 17)
 68 -->  94 ( 13)
 68 --> 102 ( 30)
 69 -->  81 ( 25)
 70 -->  24 ( 24)
 71 -->  33 ( 22)
 72 --> 116 ( 27)
 72 --> 149 ( 29)
 72 --> 175 ( 46)
 73 -->  75 ( 28)
 74 -->  10 ( 18)
 75 -->  95 ( 27)
 76 --> 108 ( 25)
 77 -->  21 ( 32)
 77 -->  39 ( 19)
 77 -->  42 ( 38)
 77 --> 116 ( 13)
 77 --> 123 ( 12)
 78 --> 190 ( 29)
 79 --> 135 ( 28)
 80 -->   4 (  5)
 80 -->  61 ( 27)
 81 -->  83 ( 14)
 82 --> 149 (  5)
 82 --> 159 ( 24)
 83 --> 138 ( 35)
 84 -->  20 ( 35)
 85 -->   9 ( 24)
 86 -->  14 ( 23)
 87 -->  44 ( 20)
 87 -->  60 ( 25)
 87 --> 116 ( 26)
 87 --> 133 ( 26)
 87 --> 150 ( 32)
 87 --> 158 ( 11)
 87 --> 170 ( 13)
 88 --> 112 ( 45)
 89 -->  58 ( 31)
 89 -->  68 ( 32)
 90 -->  12 ( 19)
 90 -->  61 ( 16)
 90 -->  89 ( 27)
 90 -->  98 ( 15)
 90 --> 119 ( 17)
 91 --> 142 ( 19)
 92 -->  87 (  8)
 92 --> 109 ( 15)
 93 --> 173 ( 31)
 94 -->  32 ( 18)
 94 -->  39 ( 22)
 94 -->  72 ( 23)
 94 -->  89 ( 25)
 94 -->  90 (  8)
 94 --> 158 ( 22)
 95 --> 160 ( 31)
 96 -->  66 ( 16)
 97 -->  50 ( 27)
 98 --> 154 ( 17)
 99 -->   2 ( 20)
100 --> 114 ( 14)
101 --> 166 ( 41)
102 -->  52 ( 24)
102 --> 115 ( 18)
103 --> 163 ( 20)
104 --> 181 ( 30)
105 -->  99 ( 22)
106 --> 167 ( 31)
107 -->  60 ( 31)
107 -->  68 ( 11)
107 --> 143 ( 35)
108 -->  62 ( 29)
109 --> 102 ( 10)
109 --> 123 ( 19)
109 --> 159 ( 30)
110 --> 155 ( 23)
111 --> 196 ( 24)
112 -->  35 ( 20)
113 -->  72 ( 31)
113 -->  90 ( 22)
113 --> 115 ( 30)
113 --> 140 ( 35)
113 --> 170 ( 21)
114 -->  59 ( 21)
115 -->   1 ( 18)
115 -->  19 ( 26)
115 -->  44 (  8)
115 --> 173 ( 14)
115 --> 175 ( 30)
116 --> 140 ( 30)
117 -->  22 ( 30)
118 -->   4 ( 25)
118 -->  89 ( 30)
118 --> 122 ( 11)
118 --> 159 ( 12)
118 --> 173 ( 26)
119 -->  58 ( 20)
119 -->  72 ( 26)
119 -->  80 ( 16)
119 --> 172 ( 35)
120 -->  25 ( 29)
121 -->  71 ( 35)
122 -->  17 ( 19)
122 -->  44 ( 12)
123 -->  12 ( 17)
123 -->  32 ( 21)
123 -->  65 ( 26)
123 -->  90 ( 20)
123 --> 113 ( 33)
123 --> 173 ( 20)
123 --> 185 ( 38)
124 -->  57 ( 31)
125 -->  31 ( 34)
126 -->  84 ( 32)
127 --> 110 ( 14)
128 --> 198 ( 13)
129 -->  85 ( 16)
130 --> 106 ( 26)
131 -->  45 ( 24)
132 -->  23 ( 18)
133 -->  26 ( 21)
133 -->  77 ( 12)
133 --> 111 ( 20)
133 --> 140 ( 30)
133 --> 173 ( 28)
134 --> 156 ( 20)
135 --> 136 ( 23)
136 -->   8 ( 32)
137 -->  76 ( 37)
138 --> 116 ( 32)
138 --> 157 ( 36)
139 --> 194 ( 31)
140 -->  46 ( 23)
140 -->  60 ( 38)
141 -->  97 ( 28)
142 -->  93 ( 29)
143 -->   1 ( 11)
143 -->  21 ( 24)
143 -->  46 ( 27)
143 -->  80 ( 26)
143 -->  90 ( 31)
143 --> 119 ( 20)
143 --> 193 ( 27)
144 -->   7 ( 31)
145 --> 102 ( 24)
145 --> 109 ( 28)
145 --> 123 ( 22)
145 --> 173 ( 31)
146 --> 178 ( 32)
147 --> 180 ( 27)
148 --> 179 ( 30)
149 -->  58 ( 30)
149 -->  77 ( 17)
149 --> 109 ( 25)
149 --> 113 ( 35)
149 --> 119 ( 22)
149 --> 150 ( 22)
150 -->  32 ( 20)
150 -->  60 ( 33)
150 -->  72 ( 24)
150 --> 159 ( 40)
151 --> 161 ( 28)
152 -->  58 ( 16)
153 -->  69 ( 26)
154 --> 174 ( 26)
155 -->  18 ( 35)
156 --> 131 ( 13)
157 -->  28 ( 28)
158 -->  17 ( 16)
158 -->  26 ( 15)
158 -->  32 ( 35)
158 --> 116 ( 12)
158 --> 119 ( 15)
158 --> 122 ( 28)
158 --> 138 ( 29)
159 -->  52 ( 25)
159 --> 138 ( 23)
160 -->  67 ( 19)
161 --> 191 ( 41)
162 --> 147 ( 31)
163 --> 117 ( 19)
164 --> 134 ( 31)
165 --> 103 ( 19)
166 -->   5 ( 22)
167 --> 124 ( 36)
168 --> 177 ( 17)
169 -->  52 ( 29)
169 --> 159 ( 30)
169 --> 184 ( 34)
170 -->  43 ( 16)
170 -->  82 ( 34)
170 -->  94 ( 31)
170 --> 102 ( 34)
170 --> 149 ( 11)
170 --> 150 ( 20)
171 --> 121 ( 24)
172 -->  56 ( 33)
173 -->   3 ( 22)
173 -->  87 ( 29)
173 --> 119 ( 27)
173 --> 158 ( 31)
173 --> 185 ( 34)
174 --> 171 ( 42)
175 -->  19 ( 24)
175 -->  26 ( 26)
175 --> 193 (  7)
176 --> 182 ( 24)
177 -->  41 ( 21)
178 -->  64 ( 17)
179 --> 152 ( 25)
180 --> 101 ( 31)
181 -->  68 ( 32)
182 --> 153 ( 37)
183 -->  96 ( 24)
184 -->  30 ( 20)
184 -->  44 ( 32)
184 -->  92 ( 19)
184 --> 118 ( 37)
184 --> 145 ( 11)
185 -->  46 ( 18)
185 -->  52 ( 21)
185 -->  60 ( 27)
185 -->  80 ( 26)
185 -->  92 ( 18)
185 --> 115 ( 18)
185 --> 169 ( 20)
186 --> 129 ( 14)
187 -->  38 (  6)
188 -->  49 ( 28)
189 -->  74 ( 13)
190 --> 195 ( 30)
191 -->  70 ( 25)
192 -->  86 ( 16)
193 --> 149 ( 35)
193 --> 150 ( 26)
194 -->  73 ( 24)
195 --> 187 ( 19)
196 -->  72 ( 19)
196 --> 123 ( 25)
196 --> 175 ( 20)
197 -->  34 ( 26)
198 --> 183 ( 35)
199 -->  36 ( 39)
