WEIGHTED DIGRAPH 188 368:
  0 -->  10 ( 14)
  0 --> 123 ( 23)
  1 -->  15 ( 24)
  1 -->  40 ( 23)
  1 -->  78 ( 41)
  1 -->  91 ( 29)
  1 --> 142 ( 29)
  2 -->  28 ( 17)
  3 --> 101 ( 24)
  4 -->  47 ( 23)
  4 --> 142 ( 16)
  4 --> 152 ( 12)
  4 --> 186 ( 32)
  5 -->  57 ( 19)
  6 -->   4 ( 33)
  6 -->  68 ( 31)
  6 --> 110 ( 10)
  7 -->  31 ( 40)
  8 --> 124 ( 20)
  9 -->  74 ( 33)
 10 -->  89 (  8)
 11 -->  32 ( 26)
 12 --> 172 ( 38)
 13 --> 110 (  5)
 13 --> 181 ( 25)
 14 -->  75 ( 19)
 15 -->  91 ( 29)
 15 --> 110 ( 21)
 15 --> 181 ( 24)
 16 --> 107 ( 24)
 17 -->  45 ( 35)
 18 --> 137 ( 19)
 19 -->   0 (  8)
 19 --> 140 (  8)
 19 --> 178 ( 27)
 19 --> 186 ( 34)
 20 -->  37 ( 23)
 20 -->  40 ( 26)
 20 --> 140 ( 27)
 21 -->   6 ( 32)
 21 -->  15 ( 29)
 21 -->  74 ( 18)
 21 --> 132 ( 34)
 22 -->  26 ( 35)
 22 -->  37 ( 28)
 23 -->   1 ( 31)
 23 -->  69 ( 17)
 23 -->  74 ( 20)
 23 --> 169 ( 43)
 24 -->   4 ( 20)
 24 -->  26 ( 20)
 24 -->  76 ( 20)
 24 -->  82 ( 18)
 24 -->  96 ( 17)
 25 -->  79 ( 21)
 26 -->  37 ( 16)
 26 -->  67 ( 28)
 26 -->  78 ( 14)
 26 -->  91 ( 32)
 26 --> 142 ( 44)
 26 --> 152 ( 36)
 27 -->  20 ( 36)
 27 -->  48 ( 19)
 27 -->  83 ( 43)
 28 --> 155 ( 18)
 29 -->  32 ( 20)
 29 --> 142 ( 17)
 30 -->  36 ( 30)
 31 --> 125 ( 19)
 32 -->  20 ( 23)
 32 -->  35 ( 40)
 32 -->  37 ( 39)
 32 --> 123 ( 32)
 33 -->  21 ( 19)
 33 -->  96 ( 15)
 34 -->  92 ( 23)
 35 --> 108 ( 26)
 36 --> 158 ( 37)
 37 -->   6 ( 21)
 37 -->  19 ( 32)
 37 -->  33 ( 22)
 37 --> 179 (  7)
 38 --> 141 ( 14)
 39 -->  23 ( 19)
 39 -->  29 ( 33)
 39 -->  90 ( 11)
 40 --> 132 ( 23)
 41 --> 135 ( 27)
 42 -->  44 (  4)
 43 -->  53 ( 17)
 44 --> 161 ( 36)
 45 --> 170 ( 31)
 46 --> 118 ( 14)
 47 --> 123 ( 17)
 47 --> 173 (  8)
 47 --> 178 ( 20)
 48 -->  21 ( 12)
 48 -->  29 ( 27)
 48 -->  47 ( 26)
 48 -->  67 ( 35)
 48 -->  85 ( 19)
 48 --> 174 ( 25)
 49 --> 115 ( 30)
 50 -->  37 ( 30)
 51 --> 148 ( 23)
 52 -->  55 ( 19)
 52 -->  76 ( 27)
 52 -->  84 ( 24)
 53 -->  59 ( 35)
 54 -->  66 ( 25)
